REF_DATE1,REF_DATE2,DGUID1,DGUID2,DGUID3,AGE1,AGE2,UOM2,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE1,COORDINATE2,COORDINATE3,COORDINATE4,VALUE,STATUS,TERMINATED,DECIMALS,GEO_Alberta,GEO_British Columbia,GEO_Canada,GEO_Manitoba,GEO_New Brunswick,GEO_Newfoundland and Labrador,GEO_Northwest Territories,GEO_Northwest Territories including Nunavut,GEO_Nova Scotia,GEO_Nunavut,GEO_Ontario,GEO_Prince Edward Island,GEO_Quebec,GEO_Saskatchewan,GEO_Yukon,GEO_nan,Teen pregnancy outcomes_Fetal loss,Teen pregnancy outcomes_Induced abortions,Teen pregnancy outcomes_Live births,Teen pregnancy outcomes_nan,Characteristics_Number of events,Characteristics_Rate per 1000 females,Characteristics_nan,UOM1_Number,UOM1_Rates per 1000 females,UOM1_nan,UOM_ID_units,UOM_ID_nan,SYMBOL_-1,SYMBOL_0,SYMBOL_r,SYMBOL_nan,clazz
1999,-1,-1,-1,-1,15,19,266,0,-1,4384844,1,1,4,2,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4384841,1,1,3,1,20610.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4384842,1,1,3,2,20.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4384839,1,1,2,1,18805.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4384840,1,1,2,2,18.7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4384859,1,3,4,1,603.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4384860,1,3,4,2,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4384857,1,3,3,1,13357.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4384858,1,3,3,2,32.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4384855,1,3,2,1,12819.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4384856,1,3,2,2,31.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,223,0,-1,4385019,8,2,4,1,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,266,0,-1,4385020,8,2,4,2,1.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,223,0,-1,4385017,8,2,3,1,340.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,266,0,-1,4385018,8,2,3,2,14.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,223,0,-1,4385015,8,2,2,1,502.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,266,0,-1,4385016,8,2,2,2,21.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4385011,8,1,4,1,115.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4385012,8,1,4,2,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4385009,8,1,3,1,923.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4385010,8,1,3,2,23.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4385007,8,1,2,1,1389.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4385008,8,1,2,2,35.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4385027,8,3,4,1,70.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4385028,8,3,4,2,4.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4385025,8,3,3,1,583.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4385026,8,3,3,2,37.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4385023,8,3,2,1,887.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4385024,8,3,2,2,57.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,223,0,-1,4384947,5,2,4,1,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,266,0,-1,4384948,5,2,4,2,1.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,223,0,-1,4384945,5,2,3,1,88.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,266,0,-1,4384946,5,2,3,2,5.8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,223,0,-1,4384943,5,2,2,1,181.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,266,0,-1,4384944,5,2,2,2,11.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4384939,5,1,4,1,42.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4384940,5,1,4,2,1.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4384937,5,1,3,1,250.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4384938,5,1,3,2,9.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4384935,5,1,2,1,593.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4384936,5,1,2,2,23.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4384955,5,3,4,1,18.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4384956,5,3,4,2,1.8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4384953,5,3,3,1,162.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4384954,5,3,3,2,16.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4384951,5,3,2,1,412.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4384952,5,3,2,2,40.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,223,0,-1,4384875,2,2,4,1,15.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,266,0,-1,4384876,2,2,4,2,1.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,223,0,-1,4384873,2,2,3,1,89.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,266,0,-1,4384874,2,2,3,2,7.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,223,0,-1,4384871,2,2,2,1,140.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,266,0,-1,4384872,2,2,2,2,11.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4384867,2,1,4,1,32.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4384868,2,1,4,2,1.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4384865,2,1,3,1,160.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4384866,2,1,3,2,7.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4384863,2,1,2,1,414.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4384864,2,1,2,2,20.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4384883,2,3,4,1,17.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4384884,2,3,4,2,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4384881,2,3,3,1,71.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4384882,2,3,3,2,8.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4384879,2,3,2,1,274.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4384880,2,3,2,2,32.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,223,0,-1,4385139,13,2,4,1,6.0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0
1999,-1,-1,-1,-1,15,17,266,0,-1,4385140,13,2,4,2,3.8,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0.0
1999,-1,-1,-1,-1,15,17,223,0,-1,4385137,13,2,3,1,51.0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0
1999,-1,-1,-1,-1,15,17,266,0,-1,4385138,13,2,3,2,31.9,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0.0
1999,-1,-1,-1,-1,15,17,223,0,-1,4385135,13,2,2,1,103.0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0
1999,-1,-1,-1,-1,15,17,266,0,-1,4385136,13,2,2,2,64.4,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4385131,13,1,4,1,15.0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4385132,13,1,4,2,5.6,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4385129,13,1,3,1,114.0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4385130,13,1,3,2,42.3,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4385127,13,1,2,1,252.0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4385128,13,1,2,2,93.4,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4385147,13,3,4,1,9.0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4385148,13,3,4,2,8.2,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4385145,13,3,3,1,63.0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4385146,13,3,3,2,57.3,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4385143,13,3,2,1,149.0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4385144,13,3,2,2,135.6,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0.0
1999,-1,-1,-1,-1,15,17,223,0,-1,4384923,4,2,4,1,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,266,0,-1,4384924,4,2,4,2,0.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,223,0,-1,4384921,4,2,3,1,171.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,266,0,-1,4384922,4,2,3,2,9.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,223,0,-1,4384919,4,2,2,1,204.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,266,0,-1,4384920,4,2,2,2,11.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4384915,4,1,4,1,14.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4384916,4,1,4,2,0.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4384913,4,1,3,1,417.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4384914,4,1,3,2,13.3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4384911,4,1,2,1,684.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4384912,4,1,2,2,21.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4384931,4,3,4,1,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4384932,4,3,4,2,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4384929,4,3,3,1,246.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4384930,4,3,3,2,19.3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4384927,4,3,2,1,480.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4384928,4,3,2,2,37.7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,223,0,-1,4384995,7,2,4,1,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,266,0,-1,4384996,7,2,4,2,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,223,0,-1,4384993,7,2,3,1,2749.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,266,0,-1,4384994,7,2,3,2,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,223,0,-1,4384991,7,2,2,1,1907.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,17,266,0,-1,4384992,7,2,2,2,8.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4384987,7,1,4,1,205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4384988,7,1,4,2,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4384985,7,1,3,1,7142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4384986,7,1,3,2,19.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,223,0,-1,4384983,7,1,2,1,5836.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,15,19,266,0,-1,4384984,7,1,2,2,15.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4385003,7,3,4,1,132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,266,0,-1,4385004,7,3,4,2,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0
1999,-1,-1,-1,-1,18,19,223,0,-1,4385001,7,3,3,1,4393.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0
