REF_DATE1,REF_DATE2,DGUID1,DGUID2,DGUID3,AGE2,UOM2,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE1,COORDINATE2,COORDINATE3,COORDINATE4,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,GEO_Canada,GEO_nan,AGE1_0,AGE1_15,AGE1_18,AGE1_20,AGE1_25,AGE1_30,AGE1_35,AGE1_40,AGE1_Age unknown,AGE1_All ages,AGE1_nan,Characteristics_Number of induced abortions,Characteristics_Proportion of induced abortions across age groups,Characteristics_Rate of induced abortions per 1000 females of same age group,Characteristics_Ratio of induced abortions per 100 live births,Characteristics_nan,UOM1_Number,UOM1_Percentage,UOM1_Rates per 1000 females,UOM1_Ratio,UOM1_nan,UOM_ID_units,UOM_ID_nan,clazz
1996,-1,-1,-1,-1,19,266,0,-1,19650500,1,4,2,-1,21.6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1996,-1,-1,-1,-1,19,270,0,-1,19650502,1,4,4,-1,97.9,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1996,-1,-1,-1,-1,19,223,0,-1,19650507,1,6,1,-1,13021.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1996,-1,-1,-1,-1,19,242,0,-1,19650509,1,6,3,-1,11.9,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1996,-1,-1,-1,-1,19,266,0,-1,19650508,1,6,2,-1,33.5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1996,-1,-1,-1,-1,19,270,0,-1,19650510,1,6,4,-1,90.2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1996,-1,-1,-1,-1,24,223,0,-1,19650511,1,7,1,-1,32523.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1996,-1,-1,-1,-1,24,242,0,-1,19650513,1,7,3,-1,29.8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1996,-1,-1,-1,-1,24,266,0,-1,19650512,1,7,2,-1,33.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1996,-1,-1,-1,-1,24,270,0,-1,19650514,1,7,4,-1,48.2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1996,-1,-1,-1,-1,29,223,0,-1,19650515,1,8,1,-1,23588.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1996,-1,-1,-1,-1,29,242,0,-1,19650517,1,8,3,-1,21.6,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1996,-1,-1,-1,-1,29,266,0,-1,19650516,1,8,2,-1,22.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1996,-1,-1,-1,-1,29,270,0,-1,19650518,1,8,4,-1,20.2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1996,-1,-1,-1,-1,34,223,0,-1,19650519,1,9,1,-1,17471.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1996,-1,-1,-1,-1,34,242,0,-1,19650521,1,9,3,-1,16.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1996,-1,-1,-1,-1,34,266,0,-1,19650520,1,9,2,-1,13.7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1996,-1,-1,-1,-1,34,270,0,-1,19650522,1,9,4,-1,15.7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1996,-1,-1,-1,-1,39,223,0,-1,19650523,1,10,1,-1,10583.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1996,-1,-1,-1,-1,39,242,0,-1,19650525,1,10,3,-1,9.7,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1996,-1,-1,-1,-1,39,266,0,-1,19650524,1,10,2,-1,8.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1996,-1,-1,-1,-1,39,270,0,-1,19650526,1,10,4,-1,24.8,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1996,-1,-1,-1,-1,999,223,0,-1,19650527,1,11,1,-1,3385.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1996,-1,-1,-1,-1,999,242,0,-1,19650529,1,11,3,-1,3.1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1996,-1,-1,-1,-1,999,266,0,-1,19650528,1,11,2,-1,2.8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1996,-1,-1,-1,-1,999,270,0,-1,19650530,1,11,4,-1,54.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1996,-1,-1,-1,-1,-1,223,0,-1,19650491,1,2,1,-1,2439.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1996,-1,-1,-1,-1,-1,223,0,-1,19650487,1,1,1,-1,111659.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1996,-1,-1,-1,-1,-1,266,0,-1,19650488,1,1,2,-1,15.9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1996,-1,-1,-1,-1,-1,270,0,-1,19650490,1,1,4,-1,30.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1997,-1,-1,-1,-1,15,223,0,-1,19650495,1,3,1,-1,511.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,15,242,0,-1,19650497,1,3,3,-1,0.5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,15,266,0,-1,19650496,1,3,2,-1,2.6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1997,-1,-1,-1,-1,15,270,0,-1,19650498,1,3,4,-1,234.4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1997,-1,-1,-1,-1,17,223,0,-1,19650503,1,5,1,-1,8175.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,17,242,0,-1,19650505,1,5,3,-1,7.6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,17,266,0,-1,19650504,1,5,2,-1,13.7,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1997,-1,-1,-1,-1,17,270,0,-1,19650506,1,5,4,-1,127.2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1997,-1,-1,-1,-1,19,223,0,-1,19650499,1,4,1,-1,20633.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,19,242,0,-1,19650501,1,4,3,-1,19.1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,19,266,0,-1,19650500,1,4,2,-1,20.9,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1997,-1,-1,-1,-1,19,270,0,-1,19650502,1,4,4,-1,104.7,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1997,-1,-1,-1,-1,19,223,0,-1,19650507,1,6,1,-1,12458.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,19,242,0,-1,19650509,1,6,3,-1,11.5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,19,266,0,-1,19650508,1,6,2,-1,31.8,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1997,-1,-1,-1,-1,19,270,0,-1,19650510,1,6,4,-1,93.8,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1997,-1,-1,-1,-1,24,223,0,-1,19650511,1,7,1,-1,32666.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,24,242,0,-1,19650513,1,7,3,-1,30.2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,24,266,0,-1,19650512,1,7,2,-1,32.9,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1997,-1,-1,-1,-1,24,270,0,-1,19650514,1,7,4,-1,51.4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1997,-1,-1,-1,-1,29,223,0,-1,19650515,1,8,1,-1,23271.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,29,242,0,-1,19650517,1,8,3,-1,21.5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,29,266,0,-1,19650516,1,8,2,-1,21.9,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1997,-1,-1,-1,-1,29,270,0,-1,19650518,1,8,4,-1,21.1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1997,-1,-1,-1,-1,34,223,0,-1,19650519,1,9,1,-1,16941.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,34,242,0,-1,19650521,1,9,3,-1,15.7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,34,266,0,-1,19650520,1,9,2,-1,13.6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1997,-1,-1,-1,-1,34,270,0,-1,19650522,1,9,4,-1,16.1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1997,-1,-1,-1,-1,39,223,0,-1,19650523,1,10,1,-1,10657.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,39,242,0,-1,19650525,1,10,3,-1,9.9,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,39,266,0,-1,19650524,1,10,2,-1,8.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1997,-1,-1,-1,-1,39,270,0,-1,19650526,1,10,4,-1,24.7,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1997,-1,-1,-1,-1,999,223,0,-1,19650527,1,11,1,-1,3483.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,999,242,0,-1,19650529,1,11,3,-1,3.2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,999,266,0,-1,19650528,1,11,2,-1,2.8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1997,-1,-1,-1,-1,999,270,0,-1,19650530,1,11,4,-1,52.8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1997,-1,-1,-1,-1,-1,223,0,-1,19650491,1,2,1,-1,3547.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,-1,223,0,-1,19650487,1,1,1,-1,111709.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1997,-1,-1,-1,-1,-1,266,0,-1,19650488,1,1,2,-1,15.9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1997,-1,-1,-1,-1,-1,270,0,-1,19650490,1,1,4,-1,32.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1998,-1,-1,-1,-1,15,223,0,-1,19650495,1,3,1,-1,464.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,15,242,0,-1,19650497,1,3,3,-1,0.4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,15,266,0,-1,19650496,1,3,2,-1,2.3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1998,-1,-1,-1,-1,15,270,0,-1,19650498,1,3,4,-1,241.7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1998,-1,-1,-1,-1,17,223,0,-1,19650503,1,5,1,-1,7741.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,17,242,0,-1,19650505,1,5,3,-1,7.3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,17,266,0,-1,19650504,1,5,2,-1,13.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1998,-1,-1,-1,-1,17,270,0,-1,19650506,1,5,4,-1,120.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1998,-1,-1,-1,-1,19,223,0,-1,19650499,1,4,1,-1,20859.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,19,242,0,-1,19650501,1,4,3,-1,19.6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,19,266,0,-1,19650500,1,4,2,-1,20.9,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1998,-1,-1,-1,-1,19,270,0,-1,19650502,1,4,4,-1,105.8,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1998,-1,-1,-1,-1,19,223,0,-1,19650507,1,6,1,-1,13118.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,19,242,0,-1,19650509,1,6,3,-1,12.3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,19,266,0,-1,19650508,1,6,2,-1,32.8,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1998,-1,-1,-1,-1,19,270,0,-1,19650510,1,6,4,-1,98.9,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1998,-1,-1,-1,-1,24,223,0,-1,19650511,1,7,1,-1,32326.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,24,242,0,-1,19650513,1,7,3,-1,30.4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,24,266,0,-1,19650512,1,7,2,-1,32.4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1998,-1,-1,-1,-1,24,270,0,-1,19650514,1,7,4,-1,51.3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1998,-1,-1,-1,-1,29,223,0,-1,19650515,1,8,1,-1,22175.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,29,242,0,-1,19650517,1,8,3,-1,20.8,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,29,266,0,-1,19650516,1,8,2,-1,21.1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1998,-1,-1,-1,-1,29,270,0,-1,19650518,1,8,4,-1,20.7,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1998,-1,-1,-1,-1,34,223,0,-1,19650519,1,9,1,-1,16349.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,34,242,0,-1,19650521,1,9,3,-1,15.4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,34,266,0,-1,19650520,1,9,2,-1,13.6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1998,-1,-1,-1,-1,34,270,0,-1,19650522,1,9,4,-1,16.1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1998,-1,-1,-1,-1,39,223,0,-1,19650523,1,10,1,-1,10834.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,39,242,0,-1,19650525,1,10,3,-1,10.2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,39,266,0,-1,19650524,1,10,2,-1,8.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1998,-1,-1,-1,-1,39,270,0,-1,19650526,1,10,4,-1,24.7,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1998,-1,-1,-1,-1,999,223,0,-1,19650527,1,11,1,-1,3492.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,999,242,0,-1,19650529,1,11,3,-1,3.3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,999,266,0,-1,19650528,1,11,2,-1,2.8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1998,-1,-1,-1,-1,999,270,0,-1,19650530,1,11,4,-1,51.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1998,-1,-1,-1,-1,-1,223,0,-1,19650491,1,2,1,-1,3832.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,-1,223,0,-1,19650487,1,1,1,-1,110331.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1998,-1,-1,-1,-1,-1,266,0,-1,19650488,1,1,2,-1,15.7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1998,-1,-1,-1,-1,-1,270,0,-1,19650490,1,1,4,-1,32.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1999,-1,-1,-1,-1,15,223,0,-1,19650495,1,3,1,-1,464.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1999,-1,-1,-1,-1,15,242,0,-1,19650497,1,3,3,-1,0.5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1999,-1,-1,-1,-1,15,266,0,-1,19650496,1,3,2,-1,2.3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1999,-1,-1,-1,-1,15,270,0,-1,19650498,1,3,4,-1,262.1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1999,-1,-1,-1,-1,17,223,0,-1,19650503,1,5,1,-1,7253.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1999,-1,-1,-1,-1,17,242,0,-1,19650505,1,5,3,-1,6.9,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1999,-1,-1,-1,-1,17,266,0,-1,19650504,1,5,2,-1,12.1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1999,-1,-1,-1,-1,17,270,0,-1,19650506,1,5,4,-1,121.2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1999,-1,-1,-1,-1,19,223,0,-1,19650499,1,4,1,-1,20610.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1999,-1,-1,-1,-1,19,242,0,-1,19650501,1,4,3,-1,20.6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1999,-1,-1,-1,-1,19,266,0,-1,19650500,1,4,2,-1,20.5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1999,-1,-1,-1,-1,19,270,0,-1,19650502,1,4,4,-1,109.6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1999,-1,-1,-1,-1,19,223,0,-1,19650507,1,6,1,-1,13357.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1999,-1,-1,-1,-1,19,242,0,-1,19650509,1,6,3,-1,13.7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1999,-1,-1,-1,-1,19,266,0,-1,19650508,1,6,2,-1,32.9,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1999,-1,-1,-1,-1,19,270,0,-1,19650510,1,6,4,-1,104.2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1999,-1,-1,-1,-1,24,223,0,-1,19650511,1,7,1,-1,32394.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
1999,-1,-1,-1,-1,24,242,0,-1,19650513,1,7,3,-1,30.9,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
1999,-1,-1,-1,-1,24,266,0,-1,19650512,1,7,2,-1,32.1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
1999,-1,-1,-1,-1,24,270,0,-1,19650514,1,7,4,-1,52.7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
1999,-1,-1,-1,-1,29,223,0,-1,19650515,1,8,1,-1,21945.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
