REF_DATE1,REF_DATE2,DGUID1,DGUID2,DGUID3,UOM2,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE1,COORDINATE2,VALUE,SYMBOL,TERMINATED,DECIMALS,GEO_Alberta,GEO_British Columbia,GEO_Canada,GEO_Manitoba,GEO_New Brunswick,GEO_Newfoundland and Labrador,GEO_Northwest Territories,GEO_Northwest Territories including Nunavut,GEO_Nova Scotia,GEO_Nunavut,GEO_Ontario,GEO_Prince Edward Island,GEO_Quebec,GEO_Saskatchewan,GEO_Yukon,GEO_nan,Type of facility_Induced abortions,Type of facility_nan,UOM1_Number,UOM1_nan,UOM_ID_units,UOM_ID_nan,STATUS_-1,STATUS_..,STATUS_0,STATUS_1,STATUS_E,STATUS_F,STATUS_nan,clazz
1973,-1,-1,-1,-1,223,0,-1,19650547,6,2,947,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1973,-1,-1,-1,-1,223,0,-1,19650555,9,1,22661,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1973,-1,-1,-1,-1,223,0,-1,19650556,9,2,22661,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1973,-1,-1,-1,-1,223,0,-1,19650543,5,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1973,-1,-1,-1,-1,223,0,-1,19650544,5,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1973,-1,-1,-1,-1,223,0,-1,19650552,8,1,3217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1973,-1,-1,-1,-1,223,0,-1,19650553,8,2,3217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1973,-1,-1,-1,-1,223,0,-1,19650561,11,1,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1973,-1,-1,-1,-1,223,0,-1,19650562,11,2,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1973,-1,-1,-1,-1,223,0,-1,19650570,14,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1973,-1,-1,-1,-1,223,0,-1,19650571,14,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650564,12,1,4462,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650565,12,2,4462,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650567,13,1,10084,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650568,13,2,10084,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650537,3,1,48198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650538,3,2,48198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650558,10,1,1417,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650559,10,2,1417,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650549,7,1,415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650550,7,2,415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650540,4,1,158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650541,4,2,158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650573,15,1,41,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650574,15,2,41,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650546,6,1,1065,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650547,6,2,1065,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650555,9,1,24844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650556,9,2,24844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650543,5,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650544,5,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650552,8,1,4460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650553,8,2,4460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
1974,-1,-1,-1,-1,223,0,-1,19650561,11,1,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0
