dataset,time,number-clusters,silhouette,davies-bouldin,calinski-harabasz
tab-12.csv,1.8706862926483154,2,0.8277578026474943,0.25726908931091097,129.84481750847758
tab-14.csv,1.9093713760375977,2,0.8710052112354766,0.013244253645718095,2107.995663178732
tab-15.csv,1.8693044185638428,3,1.0,0.0,1.3792038530483136e+33
tab-35.csv,1.9483184814453125,2,0.8958805084159019,0.07673863362983345,24.076923076923077
tab-36.csv,1.789982557296753,2,1.0,0.0,6.490371073168533e+33
tab-37.csv,2.0786595344543457,2,0.6518770931177659,0.23021027611901992,7.5179574974675525
tab-38.csv,1.9435577392578125,2,0.7123426434801805,0.17680215484548095,13.146174953210723
tab-42.csv,2.2038302421569824,2,0.6020809582589135,0.25821274211289064,8.302581219107632
tab-45.csv,1.9814770221710205,2,0.6691028813765076,0.20981448119416046,10.575049146193328
tab-47.csv,1.9311957359313965,2,0.6551863304648701,0.21224614850964107,10.75801884219838
tab-94.csv,1.8252456188201904,3,0.793345233900672,0.03338472156586937,483.9439408043051
21100183.csv,2.189298152923584,2,0.5514212369899865,0.35513579175779775,14.873766447368425
21100245.csv,2.079545021057129,3,1.0,0.0,9.735556609752799e+32
artpublic.csv,3.0898923873901367,2,0.3167069197514303,0.5325398601630967,3.0311588242247214
ccsf_en.csv,6.6375017166137695,2,0.5131309747470033,0.3483354365577567,5.636612424779219
dados.csv,336.37053084373474,620,1.0,2.4229528649194497e-08,3.1183608023103665e+34
covid-line-list.csv,39.05309224128723,96,0.9524571416236275,1.4528945814539114,101.483900038775
estimations.csv,2.3711912631988525,2,0.7316400529086717,0.3775007048372079,48.15047864511013
liz-friedman-covid.csv,1.9360010623931885,2,0.7091530193134219,0.4155179798656246,97.92756641141061
Crime1.csv,127.61399698257446,2,0.6932177143662639,0.2870075355230687,18.32169745805021
accidental_deaths.csv,8.065975427627563,2,0.44832499428997286,0.395431996115145,3.9089729412301204
children_injured.csv,6.610183477401733,2,0.5840015042480007,0.2838023734628308,7.017095851413531
children_killed.csv,7.224331855773926,2,0.47156935218694934,0.37659106606022835,4.71245485218525
knifecrime2.csv,62.92242455482483,2,0.47908656914753284,0.6751900932898924,237.58695058810693
teens_injured.csv,7.127461671829224,2,0.6347187081898802,0.24575203261887024,8.809160354697902
teens_killed.csv,6.32975172996521,2,0.5799424948203193,0.283662399790859,6.7616978413997115
39100009-000000.csv,8.922851800918579,2,0.7509432094217282,0.1716934088071857,13.988861024199862
39100009-000001.csv,6.745041370391846,2,0.5917027338309717,0.29177916460538456,5.957989890132651
39100009-000002.csv,6.246464252471924,2,0.5551095430478562,0.31415649974713017,4.250936700505174
39100009-000003.csv,6.67809796333313,2,0.5624827954002372,0.3134452956208031,5.345280865081098
39100009-000004.csv,10.067559003829956,2,0.8023779838670628,0.14066367317155046,26.516137055315365
39100009-000005.csv,6.399708032608032,2,0.5138432928105259,0.3535834874561388,4.429345534878035
39100009-000006.csv,6.7310614585876465,2,0.5347553153336515,0.33461483113648377,4.360958526783256
39100009-000007.csv,3.0955116748809814,2,0.46534830884227224,0.398061238791817,3.5555221201239977
39100011.csv,2.241032123565674,3,1.0,0.0,4.0122293906860025e+33
39100016.csv,5.955087661743164,2,0.8841769129074633,0.14567445898066922,480.00912778904586
39100019.csv,2.3244237899780273,2,0.7783958028789691,0.23317778921557952,27.482142857142858
39100020.csv,3.8301990032196045,2,0.38189226880077026,0.4779478209357545,5.654166099967808
39100021.csv,5.264606475830078,2,0.45399973279658906,0.39664605059729485,3.7654903080044133
39100029.csv,1.932257890701294,2,-1.0,inf,0.0
39100033.csv,1.9786200523376465,2,-1.0,inf,0.0
39100037.csv,38.58093738555908,2,0.6302703631843265,0.39763789007637007,262.3208460169131
39100038.csv,2.125993490219116,4,1.0,0.0,2.096889115946758e+33
tag00120.csv,6.145843982696533,2,0.345813382819739,0.5026646839202031,3.163657524659476
32100004.csv,10.198704719543457,2,0.4703637512877979,0.6804453604064321,247.32097375596553
32100009.csv,134.73992943763733,2,0.33709118592662984,0.9079987568408163,258.62525064666625
32100010.csv,100.53793382644653,2,0.713623070845017,1.167205843710153,1007.888523969238
32100020.csv,123.95448708534241,2,0.4793747241911046,0.6245105449402968,609.9185966167021
32100024.csv,17.719032287597656,2,0.25851263305180555,2.1012365711407663,177.771107044154
32100027.csv,10.138558387756348,3,-1.0,inf,0.0
32100030.csv,14.935300350189209,2,0.6298940576765184,0.34069727801240485,474.95942132567865
32100084.csv,41.75158882141113,2,0.34871362084234664,1.371836145518681,677.9999999999998
32100166.csv,55.10507798194885,3,-1.0,inf,0.0
32100192.csv,18.683133125305176,2,0.39895737880418136,0.8431075142779314,161.42674805771378
co2-nuts-2.csv,2.961085557937622,24,0.7499930153557958,0.48150605478832403,470.5733017869719
med_en1.csv,1.9787261486053467,2,0.7266892391857238,0.020577075160375297,1049.663737762316
med_en2.csv,2.016303300857544,2,0.6857802373663112,0.18509632841261758,20.09162979876857
t2020_30.csv,2.199350595474243,2,0.6277416637140167,0.23721020456537667,10.57573145043773
videos_utf8.csv,39.63970875740051,2,0.48500039961175045,0.36786789830740824,5.002602809726191
both_sexes.csv,2.0729873180389404,2,0.7289957831950696,0.29909360117679873,48.30401758789903
divorce.csv,1.9291753768920898,2,0.9238570803972719,0.18812852558568796,352.1112312166521
men.csv,2.1444640159606934,2,0.7382836015005155,0.300205518809994,53.2601818850425
women.csv,2.204230308532715,2,0.7133241047769382,0.3067037292848046,44.60676770025644
B-9.csv,4.124595880508423,2,0.6266922222828262,0.5224561649962389,1170.1769876032072
C-6.csv,3.843512535095215,2,0.9887143702522243,0.1916038083787045,6649.512766068918
D-1.csv,3.964172601699829,2,0.9965450564479416,0.0006349791537125699,84805.72435780137
E-7.csv,3.731426954269409,2,0.9894784030466647,0.13340781928120432,10221.666020012375
F-4.csv,3.580622434616089,2,0.9965013491348135,0.0006699729629505715,73316.21628253431
G-3.csv,3.7344937324523926,2,0.9879446677807815,0.26156548350460607,4289.621488803081
H-1.csv,59.60959553718567,2,0.9081132520985035,0.507998563512917,9374.57071254284
H-2.csv,60.50768065452576,2,0.890776928796002,0.5401259815381483,8404.557884997454
H-3.csv,60.4343101978302,2,0.8935238371760649,0.5317085205739868,8727.164888492991
H-4.csv,58.344072341918945,2,0.9053489639452481,0.5079520195999961,9365.62919601291
J-1.csv,60.26252722740173,2,0.9034558832042259,0.5173589840155206,9113.685694586173
J-2.csv,57.58842372894287,2,0.8952946929746868,0.535347597979832,8535.858281679877
J-3.csv,58.27648329734802,2,0.9039766197062195,0.5133161062655462,9251.792982385752
J-4.csv,58.395588874816895,4,0.9073137115676002,0.5110533347802091,9285.62521164004
K-6.csv,61.13957929611206,2,0.8998275573795396,0.5287291957537563,8695.55424805282
K-7.csv,58.32683038711548,3,0.9041529801234404,0.5135422717972876,9230.580154869576
K-8.csv,59.51009941101074,2,0.9066399988556392,0.5055978605454287,9453.087074562856
K-9.csv,60.440638065338135,2,0.9074119524478763,0.5080413697332472,9339.111861603235
Z-1.csv,57.646915912628174,2,0.9418764435311838,2.558835755918128,142.51459149013274
Z-2.csv,54.48567843437195,2,0.27020385141367614,1.3939592452611225,1129.1499007091968
37100078.csv,3.1572370529174805,2,0.7748360990450178,0.23890676306808326,76.93525604983536
37100141.csv,2.7728981971740723,10,-1.0,inf,0.0
CS_ANG.csv,2.03348445892334,2,0.618309876724293,0.24806946917841693,7.222222222222222
13100166.csv,10.20867133140564,2,0.6061220022266718,0.4736804170833749,294.95056080662687
13100169.csv,7.139425754547119,2,0.7005729049159815,0.3772873709173509,1059.6173018693655
13100170.csv,37.1160032749176,2,0.7214406671389052,0.21747824138104419,183.33014090107517
13100172.csv,7.36635422706604,2,0.7886483776802427,0.291066045577318,1388.214285714285
13100173.csv,8.41466236114502,2,0.5105373340708214,0.7702965053808242,413.71310685985276
34100282.csv,137.30302715301514,18,0.8863214098656845,0.5592717004716798,6517.00500000003
37100004.csv,94.67609572410583,2,0.3337211978881779,0.909403966940363,243.15784620231778
37100005.csv,76.61741232872009,2,0.4371467670417771,0.7861507450686254,328.02649668300927
37100006.csv,83.79421377182007,2,0.6298987720028315,1.2545379126263074,443.5575897237329
jan-feb-foils.csv,3.581756353378296,2,0.2503146587859136,0.6085195622777773,2.494119191179656
DailyUsage.csv,1.491300106048584,2,0.7108385301795842,0.34468383766227423,135.06311527643763
csv-4.csv,1.4608995914459229,2,0.9125041466849272,0.0943368441996119,1237.5299191979132
eduroam.csv,1.6644947528839111,3,0.9411764705882353,0.0,1.0
geojson-2.csv,2.0313057899475098,2,0.819423766184596,0.1017369673651216,28.4541657922162
json-5.csv,1.9948253631591797,3,0.9642857142857143,0.0,1.0
