dataset,time,number-clusters,silhouette,davies-bouldin,calinski-harabasz
tab-12.csv,1.4442031383514404,2,0.6454500468156666,0.3888472093227157,167.25734832778647
tab-14.csv,1.7066905498504639,3,0.8715202095598574,0.012993432185978803,2099.371389439481
tab-15.csv,1.8933582305908203,2,0.8328107092131133,0.2208152332700728,154.95938472159696
tab-35.csv,1.8071434497833252,2,0.832488923181761,0.12870393503382455,12.057692307692308
tab-36.csv,1.8220250606536865,2,1.0,0.0,6.490371073168533e+33
tab-37.csv,2.0859997272491455,2,0.5591578650441524,1.0474340810912441,14.585013587355613
tab-38.csv,1.9641926288604736,2,0.6716811100379496,0.20379879385705046,11.135468622556077
tab-42.csv,2.007995367050171,2,0.5997358131741004,0.2610741989041254,8.04019424019205
tab-45.csv,1.979459524154663,2,0.5777703865606981,0.28030978055169004,6.786998057498833
tab-47.csv,1.9663605690002441,2,0.7164702598976661,0.16843010447632967,16.28777973024894
tab-94.csv,1.7634973526000977,2,0.793345233900672,0.03338472156586937,483.9439408043051
21100183.csv,2.1360960006713867,2,0.5522139496585461,0.35512293353794766,14.871082823664548
21100245.csv,1.9042742252349854,3,1.0,0.0,1.0
artpublic.csv,2.5183050632476807,2,0.321222890169977,0.5269682101219546,3.0940312389394995
ccsf_en.csv,5.870012044906616,2,0.5198614044770296,0.3424459488119424,5.8028991487576835
dados.csv,318.5108103752136,668,1.0,0.0,9.252584630222437e+34
covid-line-list.csv,26.223365306854248,2,0.659945553683827,1.0621852183718143,63.65729053345294
estimations.csv,2.602998733520508,2,0.7470085470085474,0.37500001912915376,48.561872909699005
liz-friedman-covid.csv,2.187932252883911,2,0.7066558193613629,0.4198461730617953,89.89023026038517
Crime1.csv,93.06099200248718,9,0.013016172555502751,4.196549596217597,23.206691473843442
accidental_deaths.csv,6.437751054763794,2,0.41953334069228426,0.422962310272316,3.5465203427479723
children_injured.csv,6.115113258361816,2,0.5613282727211307,0.2993859029322663,6.432115915127799
children_killed.csv,5.595594644546509,2,0.5334135600189974,0.3218833680786364,5.630514520637944
knifecrime2.csv,39.18639850616455,2,0.5079912873136635,0.5489155815852662,274.56252401796417
teens_injured.csv,5.435491323471069,2,0.6390776772095794,0.2380184370083948,8.481400213738748
teens_killed.csv,5.453758001327515,2,0.5469230693974481,0.3109154637018508,6.018540899458284
39100009-000000.csv,6.395550489425659,2,0.7317998837260289,0.18632064537505844,14.242192168757137
39100009-000001.csv,5.4812171459198,2,0.6092800861392359,0.27776058468990295,6.367003202600406
39100009-000002.csv,5.2231605052948,2,0.5508736336545778,0.32100667324671533,4.676838340938548
39100009-000003.csv,5.3178675174713135,2,0.5751194520928289,0.3013206195390818,5.242449240083585
39100009-000004.csv,7.513427734375,2,0.7828969882740412,0.1518444099510996,20.861648444712003
39100009-000005.csv,5.104966163635254,2,0.5513398020372506,0.31915775712590483,4.670078117258783
39100009-000006.csv,5.195356845855713,2,0.5428380127217521,0.3290715648970259,4.692300450860993
39100009-000007.csv,2.6135878562927246,2,0.4545701149035892,1.0037873922625882,15.446916443220521
39100011.csv,2.086888313293457,2,1.0,0.0,4.0122293906860025e+33
39100016.csv,3.7972795963287354,2,0.9133799243344484,0.11507087492003362,477.4852941176461
39100019.csv,1.9695534706115723,2,1.0,0.0,2.096889115946758e+33
39100020.csv,3.7574737071990967,2,0.39659188466613393,0.4604828341446247,5.439609527140327
39100021.csv,4.391637563705444,2,0.47002816357134813,0.3863762610039384,3.9229802381093366
39100029.csv,1.9637508392333984,2,-1.0,inf,0.0
39100033.csv,2.070991039276123,3,-1.0,inf,0.0
39100037.csv,28.153823375701904,2,0.6897416850277067,0.27981370153115354,368.84348344332494
