dataset,time,number-clusters,silhouette,davies-bouldin,calinski-harabasz
tab-12.csv,3.643340826034546,2,0.5759190109996453,0.47449275315602807,49.17924006718425
tab-14.csv,1.8938746452331543,2,0.6645039549024809,0.06271094873657825,10746.746414296958
tab-15.csv,1.872291088104248,3,-1.0,inf,0.0
tab-35.csv,1.9505767822265625,2,0.7713637058360382,0.1759462496296525,8.051282051282053
tab-36.csv,1.797252893447876,2,-1.0,inf,0.0
tab-37.csv,2.121218681335449,2,0.5581187135591782,0.28788304212706317,6.883497672299852
tab-38.csv,1.952223777770996,2,0.7884012952053739,0.12496788576672324,20.44683000352332
tab-42.csv,2.3872294425964355,2,0.5682944930918384,0.28222853530716174,7.356878335995804
tab-45.csv,2.403315544128418,2,0.5978514829694259,0.2601775054403178,8.50063309136733
tab-47.csv,2.0070958137512207,2,0.6764035710202755,0.18618252202726698,15.197135117661169
tab-94.csv,1.6675338745117188,3,0.793345233900672,0.03338472156586937,483.9439408043051
21100183.csv,2.0125105381011963,2,0.7591653689362414,0.21150365431013346,24.614035087719294
21100245.csv,1.9129269123077393,2,-1.0,inf,0.0
artpublic.csv,2.789578914642334,2,0.28125760135460454,0.5726366668655126,2.6846501904373046
ccsf_en.csv,5.113209962844849,2,0.4806627263754812,0.3771631906071997,4.951598405312203
dados.csv,312.07513546943665,164,1.0,0.0,9.252584630222437e+34
covid-line-list.csv,23.60997724533081,2,0.8935629261340845,0.07766147376755664,55.69761461290452
estimations.csv,2.365257978439331,2,0.7470085470085472,0.3750000240958623,48.561872909699
liz-friedman-covid.csv,1.957364559173584,2,0.7120743252555287,0.4365687325723473,89.14118493110516
Crime1.csv,95.0453884601593,2,0.6939681195314605,0.29854418887250755,21.542578544060287
accidental_deaths.csv,5.418456554412842,2,0.5025215735775952,0.34693434117404226,4.968700870416125
children_injured.csv,5.385005712509155,2,0.5799080617118824,0.2865425328769483,6.977102963884091
children_killed.csv,5.225959300994873,2,0.5122052754352829,0.339455017872231,5.233691869969746
knifecrime2.csv,44.310880184173584,2,0.2664362749198043,0.8973719702433466,89.71774524258961
teens_injured.csv,5.078054428100586,2,0.6118305462468505,0.2655587227011562,8.326167827050972
teens_killed.csv,5.507369756698608,2,0.5011955358190165,0.3512524621189208,4.799549631279866
39100009-000000.csv,6.607638597488403,2,0.6775870545539847,0.22911504766388308,10.327366534843767
39100009-000001.csv,5.539803743362427,2,0.6700237803693686,0.22679081557239344,9.451025438807434
39100009-000002.csv,5.354388952255249,2,0.5466542607735171,0.3274789370940639,4.189951143169978
39100009-000003.csv,5.328035354614258,2,0.5492883785399679,0.3225738459992035,4.6240131511100175
39100009-000004.csv,6.549416780471802,2,0.7761200897605677,0.15662035783965136,24.534832057010487
39100009-000005.csv,5.214153051376343,2,0.5233375959885561,0.3447029517693869,4.661100082472099
39100009-000006.csv,4.962923526763916,2,0.563367714736923,0.30682819791980975,4.729111206942844
39100009-000007.csv,2.744534730911255,2,0.5982899606557348,0.29383087658091056,4.876945764378177
39100011.csv,2.1287360191345215,2,1.0,0.0,1.0
39100016.csv,4.551591873168945,2,0.7766254626269348,0.23959352120405591,241.5068458417846
39100019.csv,2.003507614135742,2,0.7783958028789691,0.23317778921557955,27.482142857142858
39100020.csv,2.6903159618377686,2,0.38982460364372434,0.46434080529505023,5.646748527330586
39100021.csv,3.9532387256622314,2,0.46668951234541783,0.38564184858803957,4.018909473889495
39100029.csv,1.8676767349243164,3,1.0,0.0,1.9471113219505604e+33
39100033.csv,1.8630125522613525,3,1.0,0.0,2.2716298756089874e+33
39100037.csv,26.021973609924316,2,0.8075330341024136,0.20745829599600513,587.9236733925312
39100038.csv,1.9763643741607666,5,1.0,0.0,2.096889115946758e+33
tag00120.csv,5.147578716278076,2,0.3459593024750944,0.5038512631682204,3.1853299207715686
32100004.csv,8.796036958694458,2,0.4289443823420972,0.7249041780559347,234.57859652626877
32100009.csv,105.55939507484436,2,0.20370283303921952,1.1461829238081955,182.289674400366
32100010.csv,84.63222908973694,2,0.7009218950571626,0.9556720989506233,1244.7008711285148
32100020.csv,92.48077607154846,28,0.8550894031863824,0.6844932512841092,2000.429506140168
32100024.csv,10.24087381362915,2,0.31574408756078626,1.1995718614696553,157.79439685164604
32100027.csv,10.80426549911499,2,0.7331941148645891,0.2913457536269242,474.9696969696974
32100030.csv,9.509811639785767,2,0.6327649764118131,0.3174393434571887,565.0851298948745
32100084.csv,33.286794900894165,2,0.524725472330486,0.4161930522117754,643.3331126502205
32100166.csv,36.1370587348938,2,0.8710513549640836,1.0000000021418907,1510.3636363636383
32100192.csv,11.909921407699585,2,0.3701988626410698,1.5921743127038817,293.9340451486014
co2-nuts-2.csv,2.2464663982391357,23,0.7499930153557958,0.48150605478832403,470.5733017869719
med_en1.csv,1.8715662956237793,2,0.726404436506959,0.02079998588117876,1027.2860757523322
med_en2.csv,1.7847626209259033,2,0.808657102720638,0.10776706247459601,50.775273383149205
t2020_30.csv,1.9438691139221191,2,0.6023150996497713,0.2509519533789135,9.848783669770013
videos_utf8.csv,36.99713611602783,2,0.4789756601256705,0.3733931572150385,4.959466064849699
both_sexes.csv,1.8842496871948242,2,0.7201514176562199,0.3031393959475647,46.60001469910482
divorce.csv,1.7503325939178467,2,0.8837513528077874,0.23271519324014905,198.84139211037095
men.csv,2.0568935871124268,2,0.7282747988697432,0.3061334498741467,49.80881187996022
women.csv,1.9842588901519775,2,0.6897073692894629,0.35922378114676456,39.37544880235419
B-9.csv,3.3090198040008545,2,0.6352061429508394,0.5038029658444283,1211.840787259318
C-6.csv,3.1712188720703125,2,0.9891295603260213,0.1602425496476867,8414.22254009698
D-1.csv,3.5555129051208496,2,0.9965410771412101,0.000637925889673306,85660.56839490612
E-7.csv,3.193481683731079,2,0.9896409294012325,0.12762582166118427,10963.112520892511
