dataset,time,number-clusters,silhouette,davies-bouldin,calinski-harabasz
tab-12.csv,1.8142154216766357,2,0.6454500468156666,0.3888472093227157,167.25734832778647
tab-14.csv,1.8387401103973389,2,0.6787026608488315,0.05260955155071632,12383.55929077938
tab-15.csv,2.014617681503296,2,0.7583392174097634,0.32660187927819195,93.44132886589323
tab-35.csv,1.9150164127349854,2,0.9615384615384616,0.0,1.0
tab-36.csv,1.9527087211608887,3,-1.0,inf,0.0
tab-37.csv,2.07731032371521,2,0.686556800799605,0.195818618199507,11.011773275685272
tab-38.csv,1.9843707084655762,2,0.6542826439149202,0.22015061401021274,9.74838013005428
tab-42.csv,2.0888538360595703,2,0.6270026182132168,0.23596032235752717,10.193539517636122
tab-45.csv,2.084521770477295,2,0.6180848607246276,0.2439999303113533,9.7425413497191
tab-47.csv,1.9685142040252686,2,0.5354624792546812,0.3049059080130028,6.530838799418246
tab-94.csv,1.6232635974884033,2,0.793345233900672,0.03338472156586937,483.9439408043051
21100183.csv,2.2567176818847656,2,0.5607404368854473,0.34601887160701794,14.788600974174376
21100245.csv,1.9522759914398193,3,1.0,0.0,9.735556609752799e+32
artpublic.csv,3.7322120666503906,2,0.32960853690964453,0.5203828067258296,3.2194852894867747
ccsf_en.csv,7.999420404434204,2,0.5343162316686388,0.32612977229750084,6.044557902102622
dados.csv,371.3559584617615,575,1.0,0.0,9.252584630222437e+34
covid-line-list.csv,47.39960265159607,2,0.7728486866008879,0.7563033347899348,32.99723905123193
estimations.csv,2.5956082344055176,2,0.7397522130716878,0.37663051134559977,48.25201465201465
liz-friedman-covid.csv,2.0106253623962402,2,0.7125875297701413,0.40230210512749376,94.23813780051731
Crime1.csv,154.59179878234863,2,0.5342282771561828,0.5028767956343372,16.810399651735576
accidental_deaths.csv,8.324498414993286,2,0.40785398215698265,0.429976893328703,3.235404022655174
children_injured.csv,7.6585516929626465,2,0.5248138104070991,0.3303260894236866,4.684078137358463
children_killed.csv,9.8865966796875,2,0.5243497181299897,0.33007860176120174,5.445809525098618
knifecrime2.csv,67.7739040851593,2,0.35083522333934686,1.3029138037825858,205.5650222674551
teens_injured.csv,8.40335750579834,2,0.6282376676645782,0.24861859831975056,8.330872552134618
teens_killed.csv,7.7399516105651855,2,0.47180406269317043,0.37497100640362224,4.378180146808475
39100009-000000.csv,10.694418668746948,2,0.701738252362965,0.2144733406467684,12.828407038544533
39100009-000001.csv,7.928543329238892,2,0.6225427735006923,0.26773859087051327,6.280080434267839
39100009-000002.csv,8.292449235916138,2,0.5409193921727045,0.33211230416438925,4.8146190162724745
39100009-000003.csv,8.17403268814087,2,0.5727206237900425,0.30428197081411595,4.847971677911041
39100009-000004.csv,12.282751560211182,2,0.7489558046423229,0.17953001034582514,18.89753468973211
39100009-000005.csv,7.4628589153289795,2,0.5267160148400665,0.34221375215302996,4.528440728793629
39100009-000006.csv,7.810195684432983,2,0.5372165720770359,0.3326461141655034,4.482108603109641
39100009-000007.csv,3.041653633117676,2,0.40104893641481976,1.2777878234535869,13.857778401054372
39100011.csv,2.099496841430664,4,1.0,0.0,4.0122293906860025e+33
39100016.csv,5.715781927108765,2,0.8841769129074634,0.14567445898066922,480.0091277890459
39100019.csv,2.0189707279205322,2,0.9124574231403155,0.10028489523786441,108.95640445025158
39100020.csv,4.36342716217041,2,0.41799751604007146,0.4489021118638172,6.204390157885424
39100021.csv,6.126163721084595,2,0.4047110148589133,0.44122231722293476,3.3530186569315794
39100029.csv,1.8282458782196045,2,-1.0,inf,0.0
39100033.csv,2.102586269378662,3,1.0,0.0,2.2716298756089874e+33
39100037.csv,63.883044958114624,2,0.6124500117377947,0.34689535449100906,235.68681963817195
39100038.csv,1.850743293762207,3,-1.0,inf,0.0
tag00120.csv,7.611960172653198,2,0.33327663885759,0.5152046068392996,3.007925386363449
32100004.csv,14.448523759841919,2,0.36577496816453386,1.6763292316246654,200.90785710130282
32100009.csv,180.61097645759583,2,0.25285464438850047,1.3491067440178957,438.79286186099887
32100010.csv,138.42767691612244,11,0.34723344187124144,2.066101070259508,405.00954817799214
32100020.csv,178.04502940177917,2,0.4789746262733463,0.6792160750061752,609.0956194065012
32100024.csv,24.218942403793335,70,-1.0,inf,0.0
32100027.csv,23.704036474227905,2,0.5221996021575088,0.49714084475051157,325.95006437062017
32100030.csv,22.788941144943237,2,0.7331941148645892,0.2913457536269246,474.9696969696976
