dataset,time,number-clusters,calinski-harabasz
tab-12.csv,1.559136152267456,3,167.25734832778647
tab-14.csv,1.6589343547821045,2,2159.3878805727454
tab-15.csv,1.8984673023223877,2,43.6367299741732
tab-35.csv,1.9625864028930664,2,5.355737164680491
tab-36.csv,1.8184549808502197,2,170.2968618479138
tab-37.csv,1.9405109882354736,2,9.05723086763619
tab-38.csv,1.9975624084472656,2,11.568856806567354
tab-42.csv,1.9849677085876465,2,12.319549177113826
tab-45.csv,1.9363675117492676,2,11.645632007985517
tab-47.csv,1.8655750751495361,2,15.430031883691408
tab-94.csv,1.368492841720581,3,1274.441328830253
21100183.csv,2.120056629180908,2,8.530235091983403
21100245.csv,1.9584941864013672,2,0.0
artpublic.csv,2.6980390548706055,2,3.004833417472969
ccsf_en.csv,6.170323610305786,2,6.341349245239917
dados.csv,283.75127816200256,619,9.252584630222437e+34
covid-line-list.csv,20.452967882156372,2,93.64253418996256
estimations.csv,2.2420830726623535,2,48.456025307235926
liz-friedman-covid.csv,1.8333840370178223,2,99.23114191326572
Crime1.csv,96.01733088493347,2,35.7355237601011
accidental_deaths.csv,6.081191301345825,2,3.9691263462729265
children_injured.csv,5.597697734832764,2,7.28316116214084
children_killed.csv,5.756777763366699,2,4.85853282119619
knifecrime2.csv,41.37239170074463,2,231.3903731687567
teens_injured.csv,6.190492868423462,2,10.276786627320872
teens_killed.csv,5.890760660171509,2,6.349629197990313
39100009-000000.csv,7.594120025634766,2,44.38638167932331
39100009-000001.csv,6.210641384124756,2,22.911693189882204
39100009-000002.csv,5.9318084716796875,2,17.983077296989137
39100009-000003.csv,5.706192493438721,2,20.185211260644053
39100009-000004.csv,7.431906223297119,2,75.41150039960205
39100009-000005.csv,5.52596116065979,2,16.372550667643758
39100009-000006.csv,5.747195482254028,2,20.89933837801669
39100009-000007.csv,2.857940673828125,2,7.471897089673148
39100011.csv,1.777787685394287,2,0.0
39100016.csv,4.288633584976196,3,8.55348196185921e+31
39100019.csv,1.989595890045166,2,54.317863193993425
39100020.csv,3.566610336303711,2,7.480673320227555
39100021.csv,4.3398354053497314,2,14.66477693890739
39100029.csv,1.908827543258667,2,1.9471113219505604e+33
39100033.csv,1.78232741355896,3,0.0
39100037.csv,25.723007678985596,2,321.063261943201
39100038.csv,1.9526515007019043,2,65.56942338388889
tag00120.csv,5.374752044677734,2,3.126131534215829
32100004.csv,8.334797143936157,2,299.9253995728447
32100009.csv,90.18595504760742,2,345.0808823393891
32100010.csv,77.29363965988159,2,893.0082972861406
32100020.csv,98.04138135910034,2,443.26770244151635
32100024.csv,10.496152877807617,2,202.0163329276322
32100027.csv,8.257511854171753,2,316.6279652897163
32100030.csv,11.284966230392456,2,342.92298763434195
32100084.csv,35.01590061187744,2,593.2499999999999
32100166.csv,35.37832069396973,128,7.314545177697883e+31
32100192.csv,8.204878807067871,2,557.9730063021367
co2-nuts-2.csv,2.486727476119995,16,9804.684463961179
med_en1.csv,1.8421082496643066,2,2419.8601362308777
med_en2.csv,1.807124376296997,2,59.45095839414728
t2020_30.csv,2.007270336151123,2,15.23473948836287
videos_utf8.csv,35.55333709716797,2,11.260181385792015
both_sexes.csv,1.9984865188598633,2,41.63645476172733
divorce.csv,1.7828552722930908,2,309.9348470248565
men.csv,2.0459492206573486,2,43.03884748776738
women.csv,2.055986166000366,2,45.7724179987926
B-9.csv,3.2040939331054688,2,1120.813681914149
C-6.csv,3.681551456451416,2,6961.06306104611
D-1.csv,3.8264644145965576,2,84354.37712448997
E-7.csv,4.146183967590332,2,2478.5306429674606
F-4.csv,3.631314754486084,2,71726.56223124266
G-3.csv,3.345588445663452,2,1466.3289289966035
H-1.csv,53.92711567878723,2,9079.877164800737
H-2.csv,50.428107261657715,2,8262.442203659823
H-3.csv,54.398085594177246,2,8228.393215695634
H-4.csv,54.33243274688721,2,9107.012936152021
J-1.csv,47.05064630508423,2,9331.499447348284
J-2.csv,59.895371437072754,2,8218.367584498304
J-3.csv,43.55640363693237,13,1024.1758261217387
J-4.csv,55.41512131690979,2,8336.026523552935
K-6.csv,53.06417107582092,2,8399.78644077651
K-7.csv,51.675055742263794,2,9049.585491848462
K-8.csv,58.387155532836914,3,8838.95211684901
K-9.csv,56.36611843109131,2,8511.798588767168
Z-1.csv,58.23025321960449,2,198.0718358931635
Z-2.csv,49.523102045059204,2,2044.6086647474533
37100078.csv,2.6253087520599365,2,37.804394329353755
37100141.csv,2.505094289779663,2,120.02022473026355
CS_ANG.csv,1.8113017082214355,2,14.333333333333334
13100166.csv,7.557829141616821,2,512.9167312161114
13100169.csv,5.93526291847229,2,314.2202435332006
13100170.csv,24.284154653549194,2,250.91832423260195
13100172.csv,6.657760858535767,2,471.97018026896103
13100173.csv,6.923074960708618,2,444.65539638211186
34100282.csv,135.00601863861084,14,1887.2999999999963
37100004.csv,72.32147860527039,2,442.098354897393
37100005.csv,52.55823636054993,2,235.84521573893576
37100006.csv,62.539843797683716,2,269.93875117074765
jan-feb-foils.csv,2.692629337310791,2,2.421872074094677
DailyUsage.csv,1.505535364151001,2,0.0
csv-4.csv,1.147388219833374,2,1237.5299191979132
eduroam.csv,1.5886857509613037,3,32.3738016128281
geojson-2.csv,1.8791122436523438,2,28.454165792216205
json-5.csv,1.894970178604126,2,7.262338593685254
