dataset,time,number-clusters,silhouette
tab-12.csv,0.0102197,6,0.5003036481456065
tab-14.csv,0.0061846,2,0.6710273199531565
tab-15.csv,0.0088509,3,0.787078744072981
tab-35.csv,0.0098032,2,0.832488923181761
tab-36.csv,0.0131615,10,0.47932874450674523
tab-37.csv,0.0213538,2,0.9172361531192545
tab-38.csv,0.0452714,3,0.8288386841973784
tab-42.csv,0.0254994,2,0.9140127046843105
tab-45.csv,0.0186803,5,0.7693769487601899
tab-47.csv,0.0286521,3,0.6544116848631804
tab-94.csv,0.0068748,3,0.576944572694731
21100183.csv,0.0332415,3,0.739410015455373
21100245.csv,0.0088147,2,0.5823298124695769
artpublic.csv,0.0967697,3,0.6248811430481928
ccsf_en.csv,16.4873,3,0.9417192144829796
dados.csv,15.968,47,0.7326234752830043
covid-line-list.csv,3.03129,2,0.9662362664247665
estimations.csv,0.0410997,4,0.9162431580863728
liz-friedman-covid.csv,0.0110839,6,0.7201129982946093
accidental_deaths.csv,14.3347,2,0.9600120608273609
children_injured.csv,8.02672,2,0.9730170553668849
children_killed.csv,7.70037,2,0.9830890107411739
Crime1.csv,107.65,2,0.9892554198267762
knifecrime2.csv,21.9849,42,0.8023673798260689
teens_injured.csv,2.24651,2,0.9759227433492962
teens_killed.csv,4.96323,2,0.9684700744418431
39100009-000000.csv,26.9141,3,0.9979894788311012
39100009-000001.csv,27.4941,3,0.9285061477373455
39100009-000002.csv,80.9579,3,0.9389875439668217
39100009-000003.csv,22.0001,3,0.8182577405690477
39100009-000004.csv,9.72118,3,0.7230832815338489
39100009-000005.csv,62.5689,5,0.9819735919305367
39100009-000006.csv,41.6592,5,0.89249596469215
39100009-000007.csv,0.0563928,3,0.981623497604762
39100011.csv,0.0140542,3,0.774818023305728
39100016.csv,0.423986,3,0.8042961579366741
39100019.csv,0.0236421,2,0.9986144489479563
39100020.csv,1.38019,2,0.9735641287661413
39100021.csv,6.82218,2,0.9656815391118357
39100029.csv,0.0143292,3,0.7708519731764755
39100033.csv,0.0084064,3,0.7644273942192709
39100037.csv,6.87621,3,0.7808550275739586
39100038.csv,0.0265587,2,0.9986144489479563
tag00120.csv,2.38173,2,0.972287126425587
32100004.csv,2.03061,2,0.9983535052351501
32100009.csv,28.4656,2,0.998837087959369
32100010.csv,71.0361,539,0.8795045858784033
32100020.csv,17.9661,3,0.9954894417010131
32100024.csv,7.1585,3,0.9954846504595624
32100027.csv,4.2806,2,0.99844552982489
32100030.csv,4.70807,2,0.99844552982489
32100084.csv,4.31678,2,0.9984463880409817
32100166.csv,4.70896,3,0.8041297067381539
32100192.csv,19.0999,2,0.998353832309994
co2-nuts-2.csv,0.0706379,2,0.7381137559481061
med_en1.csv,0.0077651,2,0.421120741323449
med_en2.csv,0.0093518,5,0.8366651133251092
t2020_30.csv,0.017166,2,0.8792028961354301
videos_utf8.csv,81.878,2,0.992037711462784
both_sexes.csv,0.0133761,5,0.7413386934770638
divorce.csv,0.0088075,3,0.7048570135098423
men.csv,0.017116,3,0.7189315920042573
women.csv,0.0219817,5,0.7329444262183726
B-9.csv,0.382353,3,0.5766224604108475
C-6.csv,0.224692,3,0.9897792215873177
D-1.csv,0.850977,2,0.996578375605556
E-7.csv,0.452578,3,0.9892753916623023
F-4.csv,0.809182,3,0.9842681320872917
G-3.csv,0.354508,3,0.9882864954667729
H-1.csv,13.8467,4,0.9294875234637174
H-2.csv,34.9854,3,0.9217886633635307
H-3.csv,13.3935,3,0.9187923254106838
H-4.csv,41.8213,3,0.9255782076945485
J-1.csv,11.7173,4,0.925572046444831
J-2.csv,25.3087,3,0.9241082737614323
J-3.csv,41.9918,3,0.9233005609136501
J-4.csv,24.1822,3,0.9261765762033379
K-6.csv,40.0561,3,0.9225650133298373
K-7.csv,52.1075,3,0.9217588207150208
K-8.csv,11.2786,8,0.9326677725067246
K-9.csv,26.6078,2,0.9382407709984312
Z-1.csv,11.8825,4,0.9904729345254275
Z-2.csv,14.3987,1252,0.36528109995371977
37100078.csv,0.0965183,3,0.7795932118203106
37100141.csv,0.0543041,2,0.9999998864794765
CS_ANG.csv,0.0044292,3,0.7193840344686846
13100166.csv,3.19101,2,0.9999943122353683
13100169.csv,0.529664,2,0.9887996033569694
13100170.csv,3.20638,2,0.9671672762904194
13100172.csv,0.616498,2,0.9915513916441981
13100173.csv,0.953307,2,0.9915524604118586
34100282.csv,22.4109,2,0.9980778248978931
37100004.csv,10.4515,2,0.9712813679481249
37100005.csv,22.8806,2,0.9988511393063966
37100006.csv,15.1457,2,0.9983780923773087
jan-feb-foils.csv,0.154132,2,0.9467506857830473
csv-4.csv,0.0135479,3,0.8739639672262323
DailyUsage.csv,0.0082062,3,0.7073780657927906
eduroam.csv,0.0045566,2,0.7458863142226536
geojson-2.csv,0.0072756,6,0.8208044496549896
json-5.csv,0.0060858,7,0.5506539216714498
