dataset,time,number-clusters,calinski-harabasz
tab-12.csv,0.0260921,9,68.32724763698079
tab-14.csv,0.0083617,4,70.54972514997823
tab-15.csv,0.0118105,7,676.0776485660093
tab-35.csv,0.0200811,12,2022.8618743099028
tab-36.csv,0.010273,7,293.7037859210367
tab-37.csv,0.0830212,21,226849.2225513728
tab-38.csv,0.0209502,3,371.5499702198759
tab-42.csv,0.0793724,13,192492.16725072783
tab-45.csv,0.0337161,12,1282951.1848668107
tab-47.csv,0.0192015,7,1632.5062108411375
tab-94.csv,0.0050903,3,1215.78701921933
21100183.csv,0.0371915,20,342910.7115060671
21100245.csv,0.0085078,5,235.47677514792915
artpublic.csv,0.162851,10,7.13891835213143
ccsf_en.csv,13.1027,2,230.24827308490688
dados.csv,4.74779,47,302267.8306655411
covid-line-list.csv,5.88816,2,1004.5129782664584
estimations.csv,0.0391298,4,2732.3116837338766
liz-friedman-covid.csv,0.0387785,13,374.1577999354019
accidental_deaths.csv,5.91165,27,11442.630220141851
children_injured.csv,4.0107,47,6384.082665323279
children_killed.csv,5.23823,18,8.223327036105944
Crime1.csv,88.8679,2,1499.3233060374205
knifecrime2.csv,8.44475,157,23109.707311361948
teens_injured.csv,1.76063,26,7658.591185634597
teens_killed.csv,4.13145,30,19645.774552203467
39100009-000000.csv,14.2214,135,194156473221400.9
39100009-000001.csv,37.3497,243,1797862559017825.8
39100009-000002.csv,16.3951,55,44143069752423.516
39100009-000003.csv,19.6779,37,8.093967118001618
39100009-000004.csv,14.3376,223,275318133694.3554
39100009-000005.csv,36.3892,22,27203.12035146776
39100009-000006.csv,11.7272,214,510.17259302247953
39100009-000007.csv,0.0675314,3,107948483831785.61
39100011.csv,0.0162268,23,2189.0663913434328
39100016.csv,0.405516,7,2145760246.4975271
39100019.csv,0.0309035,7,337043354.9583409
39100020.csv,0.71249,11,29749972.761819087
39100021.csv,8.76219,16,93.78274537559734
39100029.csv,0.0139125,6,52190249.64000009
39100033.csv,0.0100633,14,47.88347791237667
39100037.csv,11.9656,585,523636.25970818504
39100038.csv,0.0311566,7,224695567.25000507
tag00120.csv,19.0597,6,14.783452434386636
32100004.csv,9.1491,62,39522363.98856354
32100009.csv,13.1013,3,93873.87381962687
32100010.csv,23.1587,3,4259661065274887.5
32100020.csv,18.3307,4,41744766.363359496
32100024.csv,11.5999,11,231926988721.70215
32100027.csv,4.27325,8,81979.39770410651
32100030.csv,4.55579,8,81979.39770410648
32100084.csv,8.16722,181,1391.4209605596884
32100166.csv,4.26355,54,17198173729.99532
32100192.csv,29.4059,10,211585444.7434007
co2-nuts-2.csv,0.0854737,22,1927.503831259781
med_en1.csv,0.0055499,2,2.5656323158353422
med_en2.csv,0.0074935,5,95281.0413655457
t2020_30.csv,0.0219631,2,33.43333333333332
videos_utf8.csv,59.9822,8,3.9005696199514213
both_sexes.csv,0.0159343,7,330474596819.3875
divorce.csv,0.0112291,7,3558150723344.411
men.csv,0.0179183,8,193.6968515047631
women.csv,0.0326043,8,832.976596289918
B-9.csv,0.183438,6,2440.291225314847
C-6.csv,0.198423,122,4575432219.600726
D-1.csv,0.528477,8,11254785.181255098
E-7.csv,0.354806,6,267933996.93527344
F-4.csv,0.689907,5,2353641.880767477
G-3.csv,0.259776,118,13999065.973255971
H-1.csv,5.72502,4,11945.82677735441
H-2.csv,9.11087,4,12542.142232858316
H-3.csv,5.08958,3,11916.588672457498
H-4.csv,4.56708,4,11318.619301011136
J-1.csv,8.96406,3,10633.215150807635
J-2.csv,3.79214,4,11404.114157585196
J-3.csv,6.96774,4,10745.29505335659
J-4.csv,4.16891,4,11765.22933489607
K-6.csv,4.08433,4,11268.758839774862
K-7.csv,4.76396,4,11464.750626524403
K-8.csv,10.9464,781,1856321698.8227572
K-9.csv,5.33107,2,12164.426220069114
Z-1.csv,8.91104,1252,74764686.35612266
Z-2.csv,5.37484,1049,16117.011348888873
37100078.csv,0.0994158,55,7363764032990782.0
37100141.csv,0.0460143,5,7623677799232164.0
CS_ANG.csv,0.0135283,4,1415.047306138738
13100166.csv,1.71285,27,25675006711725.977
13100169.csv,0.676651,13,304565.6255734349
13100170.csv,4.73028,26,138938.78680549908
13100172.csv,0.548567,11,3712041.7311926577
13100173.csv,0.791483,17,4007223.062499999
34100282.csv,10.7657,6,15385684766.057468
37100004.csv,12.6155,7,356863376.8240251
37100005.csv,5.13913,7,4494.797330922452
37100006.csv,31.801,76,993.6872941660752
jan-feb-foils.csv,0.0881283,2,85.54237288135602
csv-4.csv,0.0131321,3,295.5233449550745
DailyUsage.csv,0.0063843,9,526.9242167747655
eduroam.csv,0.0067881,8,805.0351975064233
geojson-2.csv,0.025912,12,422746.8403986089
json-5.csv,0.020048,13,605314.8292036222
