dataset,time,number-clusters,calinski-harabasz
tab-12.csv,0.0191506,9,68.32724763698079
tab-14.csv,0.0086581,4,70.54972514997823
tab-15.csv,0.011807,6,358.2817884889806
tab-35.csv,0.0193843,12,2022.8618743099028
tab-36.csv,0.0213921,10,1915.070243527392
tab-37.csv,0.0600681,21,316509.50276497524
tab-38.csv,0.0558754,3,1270.3545040358774
tab-42.csv,0.0711535,10,109413.97878984625
tab-45.csv,0.0292898,13,1613377.4930017223
tab-47.csv,0.0096825,9,10352.069053925668
tab-94.csv,0.004708,3,1215.78701921933
21100183.csv,0.0195263,20,406134.7385521567
21100245.csv,0.00725,5,235.47677514792915
artpublic.csv,0.324458,14,6.640201821842915
ccsf_en.csv,4.14954,220,65.0606598094629
dados.csv,8.38031,47,302267.8306655411
covid-line-list.csv,3.94575,2,502.8776315430757
estimations.csv,0.0551706,4,1882.4935375781818
liz-friedman-covid.csv,0.0370147,13,339.94840282800845
accidental_deaths.csv,7.96493,31,3988.743724964625
children_injured.csv,5.54172,46,4429.7538940015575
children_killed.csv,9.46325,24,47.64118393679894
Crime1.csv,87.3422,2,1500.17269852687
knifecrime2.csv,11.9037,327,82317.15869447803
teens_injured.csv,1.97636,2,233.9687043616536
teens_killed.csv,3.83108,36,29285.5628442269
39100009-000000.csv,65.932,193,361923701831579.8
39100009-000001.csv,44.8895,245,2585254662702671.5
39100009-000002.csv,7.7508,52,7.715497862821358
39100009-000003.csv,23.0552,37,49.05152514942597
39100009-000004.csv,18.5456,226,190.1908626389709
39100009-000005.csv,25.3673,21,28679918019859.055
39100009-000006.csv,12.795,209,726.0598919474472
39100009-000007.csv,0.0586665,4,121567684896623.92
39100011.csv,0.0169176,23,2190.3678897723826
39100016.csv,0.615007,7,4291520571.1617193
39100019.csv,0.0327021,7,337043354.9583409
39100020.csv,0.5618,19,20.75526227447548
39100021.csv,4.42028,20,12.750340488181367
39100029.csv,0.0154201,6,52190249.64000009
39100033.csv,0.0276573,14,51.1684224706992
39100037.csv,8.60343,585,1565417.5324628311
39100038.csv,0.0420655,7,337043354.958341
tag00120.csv,4.95173,6,20.02117397352312
32100004.csv,4.41825,66,40674256.84245308
32100009.csv,14.017,3,93873.87381962687
32100010.csv,28.6612,2,1033237044551226.8
32100020.csv,20.8474,4,217299049301.30136
32100024.csv,5.85703,16,179176333940.33783
32100027.csv,6.02846,7,65984.772275412
32100030.csv,6.15914,7,65984.772275412
32100084.csv,7.05044,165,27739964124.382015
32100166.csv,5.39567,42,26456876280.084747
32100192.csv,18.5623,9,85367449.83134714
co2-nuts-2.csv,0.0799656,22,1927.503831259781
med_en1.csv,0.0054302,2,2.5656323158353422
med_en2.csv,0.0200497,5,47639.020682772854
t2020_30.csv,0.018679,2,33.43333333333334
videos_utf8.csv,42.8736,8,4.659225852329736
both_sexes.csv,0.014343,6,99450762024.94373
divorce.csv,0.0111939,7,3558150723344.411
men.csv,0.0263957,7,207726703165.99487
women.csv,0.0135338,8,156.40213461027935
B-9.csv,0.188748,6,2440.291225314847
C-6.csv,0.17122,5,112417122.7857901
D-1.csv,0.520805,8,11254785.181255098
E-7.csv,0.440576,100,2970321955.532076
F-4.csv,0.735904,5,2353641.880767477
G-3.csv,0.361667,146,3561148156.822449
H-1.csv,5.20293,4,12469.827721521244
H-2.csv,3.69305,4,11729.99552072917
H-3.csv,4.97061,3,11916.588672457498
H-4.csv,6.94585,4,11191.37649231932
J-1.csv,11.2541,2,12765.949153949614
J-2.csv,4.94976,4,10851.56028890856
J-3.csv,5.66886,4,12044.549757100574
J-4.csv,5.12935,4,12934.4698043757
K-6.csv,6.12241,4,12294.400609087335
K-7.csv,4.35833,4,12230.896348228842
K-8.csv,4.64121,760,1418783027.2771668
K-9.csv,4.45406,3,11459.445776373477
Z-1.csv,6.73949,31,25027.148267598164
Z-2.csv,7.42225,1122,17033.27447991501
37100078.csv,0.0855433,35,4921326788689370.0
37100141.csv,0.0386401,5,3811838899616063.5
CS_ANG.csv,0.0107022,4,1415.047306138738
13100166.csv,1.3357,27,25675006711725.97
13100169.csv,0.469005,14,1062088.6735218505
13100170.csv,2.88317,20,52781.657380337216
13100172.csv,1.31941,14,1809.7751477091097
13100173.csv,0.456156,12,2606.467779652759
34100282.csv,8.5693,7,140016296.76120427
37100004.csv,10.7352,6,367415614.19362295
37100005.csv,5.81332,7,1908.4462410720535
37100006.csv,7.58219,7,283940291.3277524
jan-feb-foils.csv,0.118854,2,171.06779661016952
csv-4.csv,0.0123816,3,295.5233449550745
DailyUsage.csv,0.0068145,9,526.9242167747655
eduroam.csv,0.0084187,8,763.2253781638634
geojson-2.csv,0.0236854,13,468832.4894015168
json-5.csv,0.0140565,13,518841.1036031047
