dataset,time,number-clusters,calinski-harabasz
tab-12.csv,0.0178268,10,65.06889563658999
tab-14.csv,0.0086036,4,70.54972514997823
tab-15.csv,0.0216958,7,737.9487757541217
tab-35.csv,0.0212665,12,2022.8618743099028
tab-36.csv,0.0194806,10,2543.200733791686
tab-37.csv,0.0807887,21,225467.7247558267
tab-38.csv,0.0274095,2,361.16422668799754
tab-42.csv,0.088241,14,365515.2208107998
tab-45.csv,0.017966,12,234512.92768876537
tab-47.csv,0.0132727,7,1634.0850531694048
tab-94.csv,0.0046452,3,1215.78701921933
21100183.csv,0.0275476,24,310691.7366669824
21100245.csv,0.0080517,5,235.47677514792915
artpublic.csv,0.315974,8,11.497173345672602
ccsf_en.csv,13.0882,2,459.33103077987676
dados.csv,5.33438,47,302267.8306655411
covid-line-list.csv,3.58722,2,502.8776315430757
estimations.csv,0.0356237,6,1565.3260848044256
liz-friedman-covid.csv,0.0284795,9,565.9706572037842
accidental_deaths.csv,7.66472,33,4764.167137860914
children_injured.csv,5.64207,35,15505.165178598685
children_killed.csv,8.37266,23,8.250443553556071
Crime1.csv,123.696,113,183643.7799957485
knifecrime2.csv,14.1372,311,19845.33483004713
teens_injured.csv,2.05217,28,5448.79358387937
teens_killed.csv,4.59408,30,15908.109268652415
39100009-000000.csv,20.4713,135,436294291307868.6
39100009-000001.csv,35.3768,245,1909691765502731.5
39100009-000002.csv,16.1529,53,4.788530820809706
39100009-000003.csv,15.0051,46,426.0738089891607
39100009-000004.csv,13.906,226,6659178967889.476
39100009-000005.csv,33.8453,21,11615196135062.01
39100009-000006.csv,6.98441,207,123.3388609696877
39100009-000007.csv,0.0688701,3,129538180598145.83
39100011.csv,0.0344404,28,3109.992487973042
39100016.csv,0.542125,7,2145760246.4975271
39100019.csv,0.0286774,7,337043354.9583409
39100020.csv,0.59478,10,28277518.221295133
39100021.csv,5.02286,14,9.53693887937891
39100029.csv,0.0081872,6,52190249.64000009
39100033.csv,0.0148718,14,44.89458219355658
39100037.csv,8.90504,585,3367865.6867207084
39100038.csv,0.0247979,7,337043354.9583409
tag00120.csv,15.9137,6,15.77370496534843
32100004.csv,5.0761,66,5551880.003731953
32100009.csv,15.8505,3,93873.87381962687
32100010.csv,39.3568,2,4132948178215192.5
32100020.csv,18.804,4,41744766.363359496
32100024.csv,8.52139,10,154164457323.736
32100027.csv,5.36074,7,65984.772275412
32100030.csv,8.005,7,65984.77227541199
32100084.csv,8.80473,159,2639.405323151833
32100166.csv,5.60896,51,14942847327.655653
32100192.csv,16.6688,14,73306920.0133837
co2-nuts-2.csv,0.0898236,22,1927.503831259781
med_en1.csv,0.0064492,2,2.5656323158353422
med_en2.csv,0.0083312,4,76.26671528053228
t2020_30.csv,0.0103604,2,34.05555555555555
videos_utf8.csv,55.128,8,4.5355585828209115
both_sexes.csv,0.0132551,7,136449549097.87038
divorce.csv,0.0124694,7,3558150723344.411
men.csv,0.0348912,8,885.7502233458989
women.csv,0.0221131,4,135.93588494857647
B-9.csv,0.249721,13,2220.890752323992
C-6.csv,0.173921,5,112417122.7857901
D-1.csv,0.541064,8,10907028.02146126
E-7.csv,0.425259,15,543246518.2652563
F-4.csv,0.712629,5,2353641.880767477
G-3.csv,0.308611,100,2622907980.38416
H-1.csv,8.90904,4,10138.03580608714
H-2.csv,6.47214,4,11892.062567466737
H-3.csv,4.16455,3,11916.588672457498
H-4.csv,7.43151,4,12557.717048354332
J-1.csv,7.76729,3,10265.704031660853
J-2.csv,10.0581,3,11389.105073079529
J-3.csv,7.56486,4,12182.582179750108
J-4.csv,4.37998,4,12240.476815104657
K-6.csv,4.42558,4,11479.75507069115
K-7.csv,6.07435,4,11896.221335220545
K-8.csv,10.6905,835,1986390904.6275384
K-9.csv,7.68462,2,13234.693451565048
Z-1.csv,5.37873,31,16781.157515165367
Z-2.csv,7.02786,1211,18591.908458319962
37100078.csv,0.103666,57,1.086636638996644e+16
37100141.csv,0.0520975,4,2047820021878906.5
CS_ANG.csv,0.0100681,4,1415.047306138738
13100166.csv,1.33881,27,25675006711725.97
13100169.csv,0.799389,15,19009.686049677337
13100170.csv,3.6089,2,1110.4127888808111
13100172.csv,1.01974,10,4764.150868798818
13100173.csv,1.27665,15,3964.8178340502627
34100282.csv,11.2219,6,3984781044.4723787
37100004.csv,7.80827,7,499.99863371615555
37100005.csv,10.0027,7,5795.529852319808
37100006.csv,23.6719,68,549.8201456250548
jan-feb-foils.csv,0.0696695,2,85.542372881356
csv-4.csv,0.0130202,3,295.5233449550745
DailyUsage.csv,0.0061258,9,526.9242167747655
eduroam.csv,0.0072483,8,508.3883473473373
geojson-2.csv,0.0142468,12,352288.79124126484
json-5.csv,0.0217848,13,605314.8292036222
