dataset,time,number-clusters,calinski-harabasz
tab-12.csv,0.019007,9,68.32724763698079
tab-14.csv,0.0084745,4,70.54972514997823
tab-15.csv,0.0120754,6,358.2817884889806
tab-35.csv,0.0126317,12,1605.5608512130266
tab-36.csv,0.0169192,10,1915.070243527392
tab-37.csv,0.0787664,21,252395.58682367406
tab-38.csv,0.0339737,3,27.531127353336657
tab-42.csv,0.0678476,11,104116.94483156521
tab-45.csv,0.0233576,12,366.6938724692455
tab-47.csv,0.0079327,9,3947.515731327555
tab-94.csv,0.0053661,3,1215.78701921933
21100183.csv,0.0198618,21,330453.0297483968
21100245.csv,0.0076665,5,235.47677514792915
artpublic.csv,0.38182,15,7.283412566848278
ccsf_en.csv,11.1597,2,306.60919231656345
dados.csv,5.88973,47,302267.8306655411
covid-line-list.csv,3.62264,2,502.5321065373213
estimations.csv,0.0372086,4,1258.8685527105724
liz-friedman-covid.csv,0.0345404,13,368.9605584744889
accidental_deaths.csv,7.80973,33,18964.619652323716
children_injured.csv,7.24,47,5031.008307725135
children_killed.csv,5.49593,14,8.119947557052015
Crime1.csv,152.419,2,1500.1726985268697
knifecrime2.csv,30.8637,318,47820.63675252941
teens_injured.csv,4.45064,28,10954.552279582054
teens_killed.csv,6.4439,29,24433.44625442367
39100009-000000.csv,40.215,198,729377548394563.5
39100009-000001.csv,15.2293,245,2945844017960867.0
39100009-000002.csv,9.25373,46,8.621702889584128
39100009-000003.csv,19.4074,37,7.720735688249892
39100009-000004.csv,27.2195,226,737955220350.8193
39100009-000005.csv,53.4555,22,24601189929496.062
39100009-000006.csv,9.46358,153,56.814040789579124
39100009-000007.csv,0.0608947,4,182351527344940.88
39100011.csv,0.0188221,27,2500.3914088275806
39100016.csv,0.409449,7,3218640408.829623
39100019.csv,0.0206876,13,397.5806320758441
39100020.csv,0.528096,10,28828591.952476222
39100021.csv,8.70733,16,41.77304908992901
39100029.csv,0.0128966,6,104380502.8800002
39100033.csv,0.009236,14,47.88347791237667
39100037.csv,12.7915,585,1620544.9834099752
39100038.csv,0.0415651,7,385192406.8333323
tag00120.csv,5.78011,7,25.332978107058135
32100004.csv,5.17135,57,7627.5000000000155
32100009.csv,17.0665,3,93873.87381962687
32100010.csv,29.6004,2,2066474089105882.2
32100020.csv,15.0124,3,1146.178531701892
32100024.csv,11.7085,12,292753664142.8258
32100027.csv,4.8189,6,139460.58765657592
32100030.csv,7.46145,8,81979.39770410651
32100084.csv,9.97933,144,3259.3507781096255
32100166.csv,6.77396,42,26318720935.947
32100192.csv,29.9103,11,357068406.8176938
co2-nuts-2.csv,0.0913689,22,1927.503831259781
med_en1.csv,0.0056181,2,2.5656323158353422
med_en2.csv,0.0226043,6,235572.2542138507
t2020_30.csv,0.0106525,2,34.05555555555555
videos_utf8.csv,30.808,13,2.969088915422999
both_sexes.csv,0.0197361,6,99450762024.94373
divorce.csv,0.0096712,6,2955513462500.0938
men.csv,0.0150532,7,543.4501031158528
women.csv,0.0213163,7,601.763812500608
B-9.csv,0.239907,13,2220.890752323992
C-6.csv,0.167783,5,112417122.7857901
D-1.csv,0.546844,8,10907028.02146126
E-7.csv,0.351237,6,188565577.12941587
F-4.csv,0.705906,5,2353641.880767477
G-3.csv,0.307697,6,255079523.53479865
H-1.csv,5.93541,4,11426.921666651724
H-2.csv,5.05534,4,12220.667256465795
H-3.csv,4.48603,3,11916.588672457498
H-4.csv,5.14578,4,10976.865291574704
J-1.csv,6.15659,4,11733.166375077692
J-2.csv,9.29526,4,11360.798016676006
J-3.csv,8.85227,4,11066.687270302653
J-4.csv,8.88218,4,11383.186658328921
K-6.csv,5.63345,4,11045.337797101856
K-7.csv,9.40484,4,10607.788110783122
K-8.csv,16.3895,819,2154552722.8241205
K-9.csv,3.98248,2,12164.426220069114
Z-1.csv,4.91442,1122,14779791.786600515
Z-2.csv,5.96769,8,6353.049365604167
37100078.csv,0.133143,34,4712220466088613.0
37100141.csv,0.052128,5,3811838899616063.5
CS_ANG.csv,0.0100816,4,1415.047306138738
13100166.csv,1.32206,27,25675006711725.977
13100169.csv,0.872474,12,219183.95200536118
13100170.csv,5.89614,26,67356.21990312755
13100172.csv,0.877326,13,3423.451581151619
13100173.csv,0.610915,12,1744.2152450850792
34100282.csv,9.43836,8,20355.032581856038
37100004.csv,9.86578,5,2483846277.1369815
37100005.csv,7.7408,7,3911.5284918768452
37100006.csv,16.2785,8,52054.751935311266
jan-feb-foils.csv,0.0951519,2,85.542372881356
csv-4.csv,0.0136123,3,295.5233449550745
DailyUsage.csv,0.0061046,9,526.9242167747655
eduroam.csv,0.009741,8,508.3883473473373
geojson-2.csv,0.031835,14,776971.3122514582
json-5.csv,0.0306036,13,399529.1375041263
