dataset,time,number-clusters,silhouette
tab-12.csv,1.8175008296966553,2,0.6333690065133077
tab-14.csv,1.8906161785125732,2,0.8704511528621375
tab-15.csv,1.8591511249542236,2,0.8062335122124389
tab-35.csv,1.9350759983062744,2,0.7713637058360382
tab-36.csv,1.860469102859497,3,1.0
tab-37.csv,2.1032092571258545,2,0.6098070789705243
tab-38.csv,1.935727596282959,2,0.5093112962801968
tab-42.csv,1.8414747714996338,2,0.5743765963075509
tab-45.csv,1.8928806781768799,2,0.5958233149948562
tab-47.csv,1.8715834617614746,2,0.5615520415834236
tab-94.csv,1.3405067920684814,3,0.793345233900672
21100183.csv,2.1150574684143066,2,0.5585020032009756
21100245.csv,1.8712596893310547,2,1.0
artpublic.csv,3.0086421966552734,2,0.26662821861824365
ccsf_en.csv,5.896961688995361,2,0.4816094893589588
dados.csv,256.9010453224182,739,1.0
covid-line-list.csv,27.89192795753479,2,0.7105245960028334
estimations.csv,2.3118467330932617,2,0.7470085470085474
liz-friedman-covid.csv,1.8155407905578613,2,0.6776047842184246
Crime1.csv,70.97212266921997,2,0.7374846400436533
accidental_deaths.csv,6.01844596862793,2,0.4565998520604385
children_injured.csv,5.900325775146484,2,0.5069823488363456
children_killed.csv,6.075549125671387,2,0.5107140092476599
knifecrime2.csv,34.96671533584595,2,0.4907814671279552
teens_injured.csv,5.05395770072937,2,0.6390555554241322
teens_killed.csv,6.065524578094482,2,0.48882351287666165
39100009-000000.csv,6.017432928085327,2,0.6552160533097685
39100009-000001.csv,6.133197784423828,2,0.6119394866944797
39100009-000002.csv,5.924983501434326,2,0.5182186510405861
39100009-000003.csv,5.875673532485962,2,0.5805035593944656
39100009-000004.csv,6.002835273742676,2,0.7329149369539848
39100009-000005.csv,5.8765318393707275,2,0.5693572138999545
39100009-000006.csv,5.417373895645142,2,0.5379824369259288
39100009-000007.csv,2.8351986408233643,2,0.5478880674881595
39100011.csv,1.9555656909942627,2,0.6218113867984033
39100016.csv,5.248291015625,2,0.5341964278038543
39100019.csv,2.2257258892059326,2,0.6794778519014206
39100020.csv,3.4745032787323,2,0.3880568425310423
39100021.csv,4.568700313568115,2,0.4890097839366617
39100029.csv,1.8391213417053223,2,0.8970091402170081
39100033.csv,1.8593547344207764,2,1.0
39100037.csv,29.114072561264038,2,0.5241039343567825
39100038.csv,1.927337884902954,2,1.0
tag00120.csv,5.916517972946167,2,0.3273099222462144
32100004.csv,8.001930713653564,2,0.5217656363661323
32100009.csv,108.17115378379822,2,0.24965692643032522
32100010.csv,88.05257773399353,2,0.6738707724931672
32100020.csv,101.6906418800354,2,0.3843781382386214
32100024.csv,11.429187059402466,2,0.6088659227694492
32100027.csv,11.83415937423706,2,0.5813067119647102
32100030.csv,11.00649380683899,2,0.5040190039880919
32100084.csv,35.85667300224304,2,0.9017586789474108
32100166.csv,34.1100549697876,2,0.742359069063422
32100192.csv,11.876667261123657,2,0.47225100107756857
co2-nuts-2.csv,1.8561065196990967,24,0.7499930153557958
med_en1.csv,1.8249001502990723,2,0.5106389766338135
med_en2.csv,1.8696866035461426,2,0.5681952817365807
t2020_30.csv,2.061450958251953,2,0.5224020131726106
videos_utf8.csv,37.43946671485901,2,0.49854245360371796
both_sexes.csv,1.7833571434020996,2,0.6724470407812483
divorce.csv,1.8661935329437256,2,0.8549197371518166
men.csv,2.1138393878936768,2,0.6878636158422029
women.csv,2.0682525634765625,2,0.6444625859041664
B-9.csv,3.4021759033203125,2,0.6337926690025888
C-6.csv,3.3792130947113037,2,0.9633210695488276
D-1.csv,3.551964521408081,2,0.9965315175301881
E-7.csv,3.1963932514190674,2,0.9886130603599546
F-4.csv,3.3058922290802,2,0.9964850637215532
G-3.csv,3.1851813793182373,2,0.9869253399759975
H-1.csv,52.52865195274353,20,0.2203668361111519
H-2.csv,53.033700466156006,2,0.8816374837727203
H-3.csv,53.79650568962097,2,0.8835692145276182
H-4.csv,54.18395233154297,2,0.8863806349070515
J-1.csv,47.53599238395691,2,0.8916017095537775
J-2.csv,49.35207962989807,10,0.6841447343948026
J-3.csv,57.20655179023743,3,0.8974818650976966
J-4.csv,49.18454170227051,14,0.3212322472134105
K-6.csv,50.468356132507324,12,0.35348700655006277
K-7.csv,56.47219228744507,2,0.8910808477292029
K-8.csv,59.46021318435669,3,0.9000889549519674
K-9.csv,54.96939563751221,2,0.8938697786784237
Z-1.csv,49.33520698547363,2,0.9435460106955271
Z-2.csv,54.44751787185669,2,0.2616361502017031
37100078.csv,2.613097667694092,2,0.6921962306357321
37100141.csv,2.725846529006958,2,0.774939386140415
CS_ANG.csv,1.896315097808838,2,0.6963476005636212
13100166.csv,8.993727207183838,2,0.45842669044707407
13100169.csv,5.637021541595459,2,0.5401755520062748
13100170.csv,24.697869062423706,4,0.4935533265213567
13100172.csv,5.140471458435059,2,-1.0
13100173.csv,6.316650629043579,2,0.687071240258789
34100282.csv,112.8524432182312,2,0.4600869970003714
37100004.csv,70.36794185638428,11,0.4136546523870709
37100005.csv,59.771095991134644,2,0.48599266391539675
37100006.csv,74.4020447731018,2,0.6005136166506071
jan-feb-foils.csv,2.964392900466919,2,0.184760300903541
DailyUsage.csv,1.4088430404663086,2,-1.0
csv-4.csv,1.2587440013885498,3,0.9468659874275194
eduroam.csv,1.7860112190246582,2,-1.0
geojson-2.csv,1.878242015838623,2,0.9033176149576231
json-5.csv,1.82672119140625,2,0.9033176149576231
