dataset,time,number-clusters,silhouette
tab-12.csv,1.7229278087615967,3,0.7691185752154894
tab-14.csv,1.8536136150360107,2,0.8705083608352022
tab-15.csv,1.7834625244140625,2,0.776994106083474
tab-35.csv,1.863875150680542,2,0.712504856378734
tab-36.csv,1.8448538780212402,3,1.0
tab-37.csv,2.165696382522583,2,0.5726172636835161
tab-38.csv,1.9646518230438232,2,0.5717719912155712
tab-42.csv,1.9781486988067627,2,0.6682884829270278
tab-45.csv,1.9586007595062256,2,0.7709156889462415
tab-47.csv,1.832873821258545,2,0.5703562141670699
tab-94.csv,1.1938886642456055,3,0.793345233900672
21100183.csv,2.393888473510742,2,0.6339504890778842
21100245.csv,2.1492412090301514,2,-1.0
artpublic.csv,2.9209015369415283,2,0.32616392830136015
ccsf_en.csv,5.431766033172607,2,0.5117636594075037
dados.csv,298.33153891563416,860,1.0
covid-line-list.csv,21.985350370407104,2,0.9154584707963227
estimations.csv,2.66009783744812,2,0.7470085470085472
liz-friedman-covid.csv,2.076218366622925,2,0.6750036883014628
Crime1.csv,79.71172618865967,2,0.7645952950870257
accidental_deaths.csv,5.595521688461304,2,0.47855550246108874
children_injured.csv,4.995253086090088,2,0.5810701554774004
children_killed.csv,5.5935139656066895,2,0.5232051579966687
knifecrime2.csv,40.86260151863098,2,0.5012387055077054
teens_injured.csv,4.800305604934692,2,0.5945757393171308
teens_killed.csv,5.339304447174072,2,0.5076034873489117
39100009-000000.csv,5.602911472320557,2,0.6601525387881251
39100009-000001.csv,6.0732200145721436,2,0.5743027155853757
39100009-000002.csv,5.889995336532593,2,0.5393441884735132
39100009-000003.csv,6.035773515701294,2,0.5760999836954993
39100009-000004.csv,6.1585118770599365,2,0.7484042531691043
39100009-000005.csv,6.105603218078613,2,0.5318963214688618
39100009-000006.csv,6.703288316726685,2,0.5518699268830358
39100009-000007.csv,3.660501003265381,2,0.42162868145647225
39100011.csv,2.784348249435425,3,1.0
39100016.csv,4.452479600906372,2,0.8841769129074634
39100019.csv,2.344679117202759,2,0.8852365189118289
39100020.csv,3.7798914909362793,2,0.359472967272566
39100021.csv,5.468493223190308,2,0.40182559752044766
39100029.csv,2.352397918701172,2,-1.0
39100033.csv,2.2689173221588135,3,-1.0
39100037.csv,34.2861533164978,2,0.5834530199063976
39100038.csv,2.4268503189086914,2,0.8852365189118289
tag00120.csv,6.13495659828186,2,0.34466079975571584
32100004.csv,9.916324377059937,2,0.34891119863503506
32100009.csv,118.93867778778076,2,0.3656225237818659
32100010.csv,94.93140959739685,17,0.7588475083630961
32100020.csv,93.24832057952881,2,0.3613752462812196
32100024.csv,8.541964769363403,2,0.5002045897105519
32100027.csv,9.98531460762024,2,0.5168057041429394
32100030.csv,10.704370737075806,2,0.5848166783347282
32100084.csv,34.8847279548645,2,0.529541516572521
32100166.csv,39.3128821849823,3,0.8710513549640836
32100192.csv,11.142213582992554,2,0.2128934294273495
co2-nuts-2.csv,1.6663758754730225,2,0.7499930153557958
med_en1.csv,1.875352382659912,2,0.5067948949659316
med_en2.csv,1.827070951461792,2,0.735983620117696
t2020_30.csv,2.0798916816711426,2,0.5622771238243306
videos_utf8.csv,38.87002778053284,2,0.5827685062163408
both_sexes.csv,1.932953119277954,2,0.6774044787953464
divorce.csv,1.83526611328125,2,0.8593459663678482
men.csv,1.9615225791931152,2,0.6865990556717552
women.csv,2.1823415756225586,2,0.6314082132987422
B-9.csv,3.3729889392852783,2,0.6309330000015932
C-6.csv,3.05049204826355,2,0.9884762880600356
D-1.csv,3.3114686012268066,2,0.9965331573144656
E-7.csv,2.9937562942504883,2,0.988937035231324
F-4.csv,3.411639928817749,2,0.9964938733262431
G-3.csv,3.3524253368377686,2,0.9870521499679971
H-1.csv,54.63781213760376,2,0.8948745483504011
H-2.csv,49.16129398345947,2,0.8905419594682286
H-3.csv,55.644649505615234,2,0.8814063889944399
H-4.csv,49.8074312210083,2,0.8867858149431812
J-1.csv,48.546716928482056,22,0.1979334461738858
J-2.csv,53.08179450035095,2,0.877958333136636
J-3.csv,52.14969348907471,2,0.8957021752284051
J-4.csv,59.2964403629303,2,0.8846957614969706
K-6.csv,50.37850022315979,2,0.8847798339818539
K-7.csv,59.22370004653931,2,0.8828799015387214
K-8.csv,60.802133083343506,2,0.8921371047182335
K-9.csv,51.189998149871826,2,0.8916164055000304
Z-1.csv,51.45549011230469,2,0.9544026722911695
Z-2.csv,53.50293827056885,2,0.26948333639870464
37100078.csv,2.5934627056121826,2,0.6115505092690763
37100141.csv,2.143540143966675,4,1.0
CS_ANG.csv,1.6792597770690918,2,-1.0
13100166.csv,6.228185653686523,2,0.7980599679618601
13100169.csv,5.281119108200073,2,0.7235521565233597
13100170.csv,22.20534372329712,2,0.803545850082993
13100172.csv,5.82007908821106,2,0.8590654972879876
13100173.csv,4.782310962677002,2,1.0
34100282.csv,115.49691462516785,365,1.0
37100004.csv,64.43989872932434,2,0.45512803066661567
37100005.csv,51.32938838005066,2,0.444579774097983
37100006.csv,65.904545545578,2,0.5289282421048901
jan-feb-foils.csv,2.8220715522766113,2,0.1843741835533502
DailyUsage.csv,1.2631053924560547,3,-1.0
csv-4.csv,1.1096434593200684,2,0.9468659874275194
eduroam.csv,1.7102937698364258,2,-1.0
geojson-2.csv,1.8392410278320312,2,0.8442921166767482
json-5.csv,1.8213074207305908,2,0.8442921166767482
