dataset,time,number-clusters,silhouette
tab-12.csv,1.8688693046569824,2,0.7033019677504856
tab-14.csv,1.7724850177764893,2,0.8709833840146929
tab-15.csv,1.8298609256744385,2,0.8480149926271829
tab-35.csv,1.869072437286377,2,0.8958805084159019
tab-36.csv,1.8648133277893066,2,1.0
tab-37.csv,2.046494960784912,2,0.5374695876782666
tab-38.csv,1.9952917098999023,2,0.6253089134587249
tab-42.csv,1.970367193222046,2,0.6866756255807702
tab-45.csv,1.9551587104797363,2,0.52645393381398
tab-47.csv,1.9178838729858398,2,0.5970146473598624
tab-94.csv,1.3366377353668213,3,0.793345233900672
21100183.csv,2.079726457595825,2,0.5427516226024958
21100245.csv,1.5173556804656982,2,-1.0
artpublic.csv,2.608095645904541,2,0.2931595726157837
ccsf_en.csv,5.075857162475586,2,0.5188385831497301
dados.csv,271.9757146835327,536,0.43464324679875005
covid-line-list.csv,21.112083673477173,2,0.8912688806689608
estimations.csv,2.4460556507110596,2,0.7470085470085474
liz-friedman-covid.csv,1.8212401866912842,2,0.6979546211042712
Crime1.csv,90.60305833816528,2,0.7693519381360012
accidental_deaths.csv,5.707026481628418,2,0.39496526418551303
children_injured.csv,5.092685222625732,2,0.5562761389951225
children_killed.csv,5.754784345626831,2,0.5036847685507235
knifecrime2.csv,37.10208868980408,2,0.5020699068185436
teens_injured.csv,4.928373575210571,2,0.5976751707157331
teens_killed.csv,5.448520660400391,2,0.5253190037740774
39100009-000000.csv,5.366374492645264,2,0.6929099740302263
39100009-000001.csv,6.155323028564453,2,0.6311787120077093
39100009-000002.csv,5.303512096405029,2,0.5444168374849184
39100009-000003.csv,5.263444185256958,2,0.5345603534890826
39100009-000004.csv,5.776046514511108,2,0.7204680710825802
39100009-000005.csv,5.3317811489105225,2,0.59591126427869
39100009-000006.csv,5.183244466781616,2,0.5453314570424466
39100009-000007.csv,2.720369815826416,2,0.5789885635502083
39100011.csv,2.1489768028259277,2,0.6215790752314815
39100016.csv,3.964434862136841,2,0.8841769129074634
39100019.csv,1.919090986251831,2,0.7558922612664594
39100020.csv,3.3814661502838135,2,0.33079050224305606
39100021.csv,4.069401979446411,2,0.4273238775468691
39100029.csv,1.8870058059692383,2,0.9986808353610367
39100033.csv,1.785975694656372,2,0.9107853954090894
39100037.csv,26.99307942390442,2,0.5465735105848604
39100038.csv,1.9731032848358154,3,1.0
tag00120.csv,5.146576642990112,2,0.3342495025544387
32100004.csv,8.088975429534912,2,0.4291379471413796
32100009.csv,99.93684506416321,6,0.1618843632511396
32100010.csv,86.13160181045532,2,0.7133644005000866
32100020.csv,91.37691330909729,2,0.3444466621160238
32100024.csv,10.681928634643555,2,0.3123724702265624
32100027.csv,9.67386245727539,2,0.3304953439251489
32100030.csv,8.494843244552612,2,0.860161152174989
32100084.csv,34.66903567314148,2,0.4284872437281304
32100166.csv,44.15616965293884,6,1.0
32100192.csv,11.010560035705566,2,0.3337171824076121
co2-nuts-2.csv,1.576080322265625,22,0.7499930153557958
med_en1.csv,1.8993220329284668,2,0.5070295779843462
med_en2.csv,1.7698521614074707,2,0.7835383594308918
t2020_30.csv,2.0450186729431152,2,0.5430808303095033
videos_utf8.csv,35.1900634765625,2,0.4666974205863051
both_sexes.csv,1.955336093902588,2,0.6761418249763289
divorce.csv,1.740351915359497,2,0.9279642761320407
men.csv,2.062664747238159,2,0.6831086842570524
women.csv,2.0285792350769043,2,0.6335830487922145
B-9.csv,3.0885422229766846,2,0.6188109755613677
C-6.csv,3.036395788192749,2,0.9881472760520705
D-1.csv,3.4579737186431885,2,0.9965206824167772
E-7.csv,3.132807731628418,2,0.9892983047484968
F-4.csv,3.3626697063446045,2,0.9964873633193588
G-3.csv,2.9929494857788086,2,0.9869458749971505
H-1.csv,46.17284822463989,36,0.17524642507930643
H-2.csv,53.06073307991028,2,0.884559454726152
H-3.csv,45.42267870903015,16,0.4159931125183288
H-4.csv,51.76122260093689,2,0.89079170574873
J-1.csv,49.94654560089111,2,0.8902927547191412
J-2.csv,51.09915781021118,2,0.8928977632258642
J-3.csv,53.905054330825806,2,0.8834324815766366
J-4.csv,51.79130434989929,2,0.8833845017132215
K-6.csv,53.64937949180603,2,0.8868184250513583
K-7.csv,48.59852075576782,4,0.7035233568992242
K-8.csv,52.17806625366211,2,0.8892008187177692
K-9.csv,56.57210874557495,2,0.8877174474117948
Z-1.csv,50.79468107223511,2,0.9301185837207013
Z-2.csv,52.51107668876648,2,0.28536253196065947
37100078.csv,2.5290985107421875,2,0.6780173728102941
37100141.csv,2.0938429832458496,2,-1.0
CS_ANG.csv,1.910719871520996,2,0.7371568557726019
13100166.csv,7.435316324234009,2,0.6010501492737836
13100169.csv,5.849189281463623,2,0.4791481792726862
13100170.csv,24.46772789955139,2,0.8126727509710425
13100172.csv,5.893951177597046,2,0.584272341286059
13100173.csv,5.551999092102051,2,-1.0
34100282.csv,109.57179093360901,2,0.5580845392871009
37100004.csv,67.66917300224304,2,0.4459092146207215
37100005.csv,56.21715688705444,2,0.4520227638499144
37100006.csv,68.26957106590271,33,0.41957788725844136
jan-feb-foils.csv,2.9873404502868652,2,0.19345497612868945
DailyUsage.csv,1.3915786743164062,2,0.7108385301795842
csv-4.csv,1.0744664669036865,3,0.9468659874275194
eduroam.csv,1.7570252418518066,3,-1.0
geojson-2.csv,1.901010274887085,2,0.8442921166767482
json-5.csv,1.8608434200286865,2,0.7320689222956236
