dataset,time,number-clusters,calinski-harabasz
tab-12.csv,5.72072,9,68.32724763698079
tab-14.csv,1.49637,4,70.54972514997823
tab-15.csv,3.64153,3,10.294313697983759
tab-35.csv,6.21993,12,2022.8618743099028
tab-36.csv,2.29491,10,2507.21406873462
tab-37.csv,11.323,21,187993.43550355342
tab-38.csv,13.5651,2,12.408232793856353
tab-42.csv,15.2282,13,192492.1672507278
tab-45.csv,5.17821,14,58535.25627321386
tab-47.csv,4.64971,9,10651.54816234119
tab-94.csv,2.15798,3,1215.78701921933
21100183.csv,4.64603,21,243421.23241723943
21100245.csv,2.62661,5,235.47677514792915
artpublic.csv,5.91275,18,4.311522629029439
ccsf_en.csv,28.4847,2,461.4313111786186
dados.csv,58.3987,42,253273.36752524355
covid-line-list.csv,54.9738,2,1004.4940154921575
estimations.csv,3.96109,4,1903.3051698423285
liz-friedman-covid.csv,7.91916,8,381.9751053269574
accidental_deaths.csv,13.2059,15,60.95524542640692
children_injured.csv,14.7185,28,15226.7622007643
children_killed.csv,19.0355,25,19368.85291177828
Crime1.csv,107.467,2,1506.139629300338
knifecrime2.csv,116.592,318,81972.3653030141
teens_injured.csv,13.4824,33,9703.297725679662
teens_killed.csv,17.6636,34,495.01364503631567
39100009-000000.csv,130.11,192,1120095914826713.9
39100009-000001.csv,77.3536,245,2519689616440815.0
39100009-000002.csv,87.826,26,44.408216889519004
39100009-000003.csv,67.4177,61,607.2624141599613
39100009-000004.csv,31.7415,250,2005.0183680698
39100009-000005.csv,63.5498,22,12300594964736.646
39100009-000006.csv,32.0496,19,4.616548710282477
39100009-000007.csv,6.38311,3,151127877364506.06
39100011.csv,5.34182,28,2838.493075756448
39100016.csv,4.00071,7,1072880084.1654309
39100019.csv,3.16253,14,72.15040491852453
39100020.csv,11.4093,15,49.72435222704866
39100021.csv,20.5706,14,94.30384982360874
39100029.csv,8.83072,6,104380502.88000019
39100033.csv,4.20608,14,51.1684224706992
39100037.csv,73.3782,588,358.8989476888964
39100038.csv,6.3172,7,337043354.958341
tag00120.csv,99.8072,6,57.5612446635037
32100004.csv,43.7605,60,108156.21826346093
32100009.csv,66.4147,3,93873.87381962687
32100010.csv,148.867,2,6943.447141059467
32100020.csv,62.1175,3,94776510512.23346
32100024.csv,27.4182,11,231926988721.70224
32100027.csv,30.2184,11,97958.55828819859
32100030.csv,24.0324,10,3076.2085288658654
32100084.csv,64.6444,162,3138.06957468195
32100166.csv,60.3585,62,28767517405.846886
32100192.csv,62.8321,10,355495082.30613023
co2-nuts-2.csv,21.9829,19,2337.814442283703
med_en1.csv,1.90503,2,4.737797489831951
med_en2.csv,7.27368,6,117785.02710692535
t2020_30.csv,10.044,18,7625.160972565186
videos_utf8.csv,54.7171,8,33.001349531286834
both_sexes.csv,3.96984,7,216309238749.91928
divorce.csv,6.28648,6,2955513462500.0938
men.csv,6.03031,7,3340750206103.508
women.csv,4.57669,7,2105471726169.3
B-9.csv,18.3777,16,2957.1720708492526
C-6.csv,16.9885,4,67868981.19965778
D-1.csv,14.0925,5,2827609.508307707
E-7.csv,15.531,70,1911788824.4272428
F-4.csv,13.0328,5,2558235.44245617
G-3.csv,16.4736,4,53473322.36278483
H-1.csv,54.4679,13,10590.295845830366
H-2.csv,53.6516,13,12659.764709406669
H-3.csv,114.668,3,10439.31376175709
H-4.csv,56.3873,13,12790.420936675744
J-1.csv,56.1545,22,10786.27285291043
J-2.csv,58.2438,13,13231.727687356919
J-3.csv,41.9851,13,9065.27763830893
J-4.csv,100.042,13,13560.47645238392
K-6.csv,70.7077,13,12222.389668272734
K-7.csv,77.7127,13,13249.845689627096
K-8.csv,97.782,720,2071299626.7336583
K-9.csv,136.194,5,12525.817052451583
Z-1.csv,102.044,859,13322908.7439757
Z-2.csv,77.0725,142,8879.185431755785
37100078.csv,5.93771,38,5311848303241319.0
37100141.csv,6.52312,5,3811838899616063.5
CS_ANG.csv,2.80785,4,1415.047306138738
13100166.csv,53.588,25,24218549728511.387
13100169.csv,10.4523,8,329445.92628187354
13100170.csv,68.2934,18,23662.294431142247
13100172.csv,13.9014,10,3298.9752299038764
13100173.csv,13.0539,7,3057877.4367088615
34100282.csv,29.0134,6,7692841963.628771
37100004.csv,69.2047,74,5645.542256389247
37100005.csv,51.4406,1242,1616.9276619704476
37100006.csv,37.9566,78,362.78192783422463
jan-feb-foils.csv,5.14,2,57.03389830508479
csv-4.csv,4.7949,3,295.5233449550745
DailyUsage.csv,2.47657,10,653.9200864776373
eduroam.csv,1.79549,8,805.0351975064236
geojson-2.csv,6.62218,12,352288.79124126484
json-5.csv,9.41462,12,422746.8403986089
