dataset,time,number-clusters,calinski-harabasz
tab-12.csv,5.93953,9,68.32724763698079
tab-14.csv,1.50752,4,70.54972514997823
tab-15.csv,8.04706,7,737.9487757541217
tab-35.csv,4.51122,12,3161.600153123672
tab-36.csv,2.29083,10,2507.21406873462
tab-37.csv,10.8351,21,239797.10318959807
tab-38.csv,10.1548,2,9.021779929127867
tab-42.csv,12.9794,13,192492.1672507278
tab-45.csv,8.69601,14,2174335.1392055466
tab-47.csv,7.10766,7,727.859100076522
tab-94.csv,2.17126,3,1215.78701921933
21100183.csv,3.90427,22,549820.1259615545
21100245.csv,2.21437,5,156.40118343195277
artpublic.csv,13.7032,14,5.6743714093267545
ccsf_en.csv,20.014,2,115.6690234764733
dados.csv,106.241,47,302267.8306655411
covid-line-list.csv,69.9522,2,1003.5728356995069
estimations.csv,3.02216,4,1781.3145730891254
liz-friedman-covid.csv,4.21957,10,221.7330338564527
accidental_deaths.csv,15.9748,15,69.54981616586556
children_injured.csv,12.3507,18,7.902757067919593
children_killed.csv,13.6536,32,243.19915537670886
Crime1.csv,106.039,2,1506.1396293003374
knifecrime2.csv,89.9896,308,30714.048384424623
teens_injured.csv,9.29632,31,17251.80241324346
teens_killed.csv,9.20872,26,19464.98704846655
39100009-000000.csv,110.305,192,364235238372486.9
39100009-000001.csv,57.3717,242,859283057052935.9
39100009-000002.csv,36.1727,48,16.908221362509995
39100009-000003.csv,77.6378,39,32.80583573418091
39100009-000004.csv,41.8702,206,7488.678939412307
39100009-000005.csv,83.0691,22,12300594964736.646
39100009-000006.csv,14.1108,19,5.45684612086809
39100009-000007.csv,8.54902,4,243135369793257.9
39100011.csv,4.43194,28,1667.9405684754536
39100016.csv,3.90551,7,1072880084.1654309
39100019.csv,8.15581,7,449391142.66667676
39100020.csv,8.33646,9,5542742.794708195
39100021.csv,18.6526,14,94.31639574487593
39100029.csv,9.7549,6,156570756.12000033
39100033.csv,3.94298,14,51.1684224706992
39100037.csv,122.129,584,345112161085318.9
39100038.csv,5.90712,7,337043354.958341
tag00120.csv,89.5069,6,11.118033877195533
32100004.csv,9.9381,11,1438.995011916614
32100009.csv,68.7347,3,93873.87381962687
32100010.csv,178.852,2,2066474089105882.2
32100020.csv,60.6746,8,362.28512647028765
32100024.csv,23.4553,10,137621889482.88403
32100027.csv,16.539,8,21131.729460093928
32100030.csv,14.9136,6,139460.58765657598
32100084.csv,104.074,144,3194.6644462886725
32100166.csv,60.6017,51,14942847327.65649
32100192.csv,54.754,11,207758124.84881797
co2-nuts-2.csv,22.1142,19,2337.814442283703
med_en1.csv,1.90098,2,4.737797489831951
med_en2.csv,5.95706,5,57.71883538521517
t2020_30.csv,5.70918,15,3572.3931473295193
videos_utf8.csv,56.613,9,34.24603930745661
both_sexes.csv,3.86601,7,216309238749.91928
divorce.csv,3.03909,7,6313.533186479929
men.csv,6.0131,7,622848952783.6149
women.csv,4.26383,7,2105471726169.3
B-9.csv,18.0439,16,2957.1720708492526
C-6.csv,16.8423,4,67868981.19965778
D-1.csv,14.0297,5,2827609.508307707
E-7.csv,22.0118,150,4896554058.413717
F-4.csv,18.3947,124,3669226.089287719
G-3.csv,10.4936,8,451086365.15271544
H-1.csv,49.247,13,13546.481403701786
H-2.csv,65.7144,13,13378.237449533737
H-3.csv,74.7675,3,10685.564543710509
H-4.csv,60.9521,13,9255.914622378768
J-1.csv,81.821,22,11161.763711788331
J-2.csv,77.1621,13,13985.403859836792
J-3.csv,77.0456,13,12359.899428136905
J-4.csv,49.2311,13,12728.118327441782
K-6.csv,54.1067,13,12762.994134667197
K-7.csv,56.748,13,9550.19158562829
K-8.csv,78.5905,750,1941104997.7760928
K-9.csv,93.6653,5,13134.515645289483
Z-1.csv,69.7381,1309,62505678.660708874
Z-2.csv,138.299,13,7304.680551757319
37100078.csv,7.94436,36,5171915364936768.0
37100141.csv,6.45251,5,7623677799232164.0
CS_ANG.csv,3.20763,4,2359.5232880090075
13100166.csv,35.9704,33,63402320309470.63
13100169.csv,10.6558,13,262403.2221880178
13100170.csv,58.7105,18,99724.98448565703
13100172.csv,10.8115,14,3225.052372780821
13100173.csv,13.5681,8,4893211.651732881
34100282.csv,31.4616,6,7692841963.628771
37100004.csv,115.126,71,843.1728108368771
37100005.csv,66.0326,8,5631.159634260088
37100006.csv,82.6848,6,379271965.799129
jan-feb-foils.csv,5.1256,2,28.52542372881358
csv-4.csv,4.73453,3,295.5233449550745
DailyUsage.csv,2.46382,10,653.9200864776373
eduroam.csv,1.95426,8,918.6047031715909
geojson-2.csv,6.43069,14,512759.14633019327
json-5.csv,5.27596,12,281830.74208392116
