dataset,time,number-clusters,calinski-harabasz
tab-12.csv,5.67337,9,68.32724763698079
tab-14.csv,1.49844,4,70.54972514997823
tab-15.csv,3.54968,3,16.961168947270362
tab-35.csv,6.63026,12,2022.8618743099028
tab-36.csv,2.27673,10,2507.21406873462
tab-37.csv,12.6284,21,190884.18218489512
tab-38.csv,10.3408,6,11.710076461463048
tab-42.csv,13.1084,13,192492.1672507278
tab-45.csv,4.74315,10,2.786810669479559
tab-47.csv,5.30885,9,69558.92136104449
tab-94.csv,2.17576,3,1215.78701921933
21100183.csv,3.00214,22,435884.49308192596
21100245.csv,1.98231,5,235.47677514792915
artpublic.csv,8.45876,16,5.721625685266604
ccsf_en.csv,24.4232,2,230.06952069908235
dados.csv,54.8963,43,257834.43577472953
covid-line-list.csv,53.9425,2,1004.5129782664584
estimations.csv,3.25301,4,691.7574701905212
liz-friedman-covid.csv,4.91673,10,221.7330338564527
accidental_deaths.csv,13.6139,15,60.79605202387188
children_injured.csv,15.3583,38,97.40006309621955
children_killed.csv,25.4011,2,261.5822668302937
Crime1.csv,130.969,2,1501.7888178635724
knifecrime2.csv,72.8461,298,26265.19082565431
teens_injured.csv,12.2847,24,3224.62935952225
teens_killed.csv,18.9582,25,13177.745474950267
39100009-000000.csv,100.249,192,1537882117645736.0
39100009-000001.csv,101.472,248,1665385114616232.0
39100009-000002.csv,51.9194,61,11.992083970898369
39100009-000003.csv,36.3331,81,25.231062548128662
39100009-000004.csv,49.5207,205,860.295721424323
39100009-000005.csv,80.0785,22,12300594964736.646
39100009-000006.csv,16.3942,140,10.080115120184587
39100009-000007.csv,5.92653,3,129538180598145.83
39100011.csv,4.126,25,2411.1332888212664
39100016.csv,8.66087,7,2145760246.4975271
39100019.csv,4.11931,7,112347779.5416692
39100020.csv,18.1141,10,248.3902883194374
39100021.csv,16.9302,17,46.89259501415765
39100029.csv,7.18459,6,156570756.12000033
39100033.csv,3.19215,14,51.168422470699205
39100037.csv,88.6052,584,162067082730903.8
39100038.csv,4.39124,7,337043354.9583409
tag00120.csv,56.7128,5,2.9198146428101808
32100004.csv,14.849,10,1452.0022165081675
32100009.csv,32.75,3,93873.87381962687
32100010.csv,122.101,3,1054648776914243.2
32100020.csv,61.1744,3,94776510512.23346
32100024.csv,29.1007,11,231926988721.70224
32100027.csv,34.3465,7,3458.944213406691
32100030.csv,14.3396,6,139460.58765657598
32100084.csv,132.307,159,3006.223210545247
32100166.csv,40.7943,54,16934881904.518536
32100192.csv,101.824,11,739887932.5122019
co2-nuts-2.csv,21.8454,19,2337.814442283703
med_en1.csv,1.88238,2,4.737797489831951
med_en2.csv,4.92134,6,21963.417132601466
t2020_30.csv,4.37098,2,5.699074074074077
videos_utf8.csv,71.8366,10,34.945011639051806
both_sexes.csv,2.58445,3,54498391710.7836
divorce.csv,3.22822,8,18036.657203884035
men.csv,5.24576,7,622848952783.6149
women.csv,4.4112,7,2105471726169.3
B-9.csv,18.1124,16,2957.1720708492526
C-6.csv,15.6975,4,27574.446281279757
D-1.csv,14.0343,5,2827609.508307707
E-7.csv,16.292,148,5046566493.561754
F-4.csv,12.9852,5,2558235.44245617
G-3.csv,13.3237,130,4413828945.716049
H-1.csv,84.3688,13,13684.948578715132
H-2.csv,65.4397,95,22249.768843061476
H-3.csv,69.8235,3,10439.31376175709
H-4.csv,100.296,13,9669.886623955215
J-1.csv,81.6047,13,12720.04925624933
J-2.csv,81.6019,13,9722.00425288046
J-3.csv,56.2106,13,13360.295809463312
J-4.csv,51.7509,13,13166.3248114491
K-6.csv,84.8671,13,14520.850088004976
K-7.csv,107.667,13,13974.676180367765
K-8.csv,78.9117,817,2025052394.244511
K-9.csv,54.3086,5,12354.327294372428
Z-1.csv,122.455,345,7408453.468771628
Z-2.csv,95.246,987,17846.98483163653
37100078.csv,5.85764,38,5311848303241319.0
37100141.csv,6.67236,5,7623677799232164.0
CS_ANG.csv,3.77863,4,2831.7612789441423
13100166.csv,40.2486,26,47080267940242.08
13100169.csv,11.2082,9,737398.0068658896
13100170.csv,84.2439,17,67622.60998386702
13100172.csv,6.95551,5,773981.4090909081
13100173.csv,20.6976,8,4893211.651732881
34100282.csv,39.1816,6,7692841963.628771
37100004.csv,55.6841,7,960197947.7516267
37100005.csv,27.8093,12,290.3568523763007
37100006.csv,61.541,8,1181968917.5266123
jan-feb-foils.csv,4.52788,2,57.03389830508477
csv-4.csv,4.70216,3,295.5233449550745
DailyUsage.csv,2.44223,10,653.9200864776373
eduroam.csv,2.00407,8,918.6047031715908
geojson-2.csv,6.71734,14,776971.3122514582
json-5.csv,8.72415,14,599440.6219951084
