dataset,time,number-clusters,silhouette
tab-12.csv,4.10382,5,0.5837033384303834
tab-14.csv,3.03836,2,0.6710273199531565
tab-15.csv,3.07137,2,0.8958823575445005
tab-35.csv,3.32638,2,0.8324889231817608
tab-36.csv,3.39723,10,0.47932874450674523
tab-37.csv,4.36474,2,0.9172361531192545
tab-38.csv,16.1684,2,0.8842717888679775
tab-42.csv,7.51167,2,0.9140127046843105
tab-45.csv,10.4991,4,0.9004369100517529
tab-47.csv,9.89575,3,0.9057526906946336
tab-94.csv,2.28116,3,0.576944572694731
21100183.csv,5.86456,3,0.9391394911580883
21100245.csv,2.19976,2,0.5823298124695769
artpublic.csv,5.65405,2,0.7294480200445423
ccsf_en.csv,23.5015,2,0.9680484643444964
dados.csv,120.6,3,0.8378137520791525
covid-line-list.csv,70.4897,3,0.9650400710872249
estimations.csv,8.73818,4,0.9278418809085563
liz-friedman-covid.csv,9.40433,3,0.7605620396483034
accidental_deaths.csv,17.9726,2,0.9842657973821062
children_injured.csv,25.8905,2,0.9823425123113636
children_killed.csv,29.0446,2,0.9801612139708847
Crime1.csv,327.783,2,0.9866372147220737
knifecrime2.csv,52.2316,2,0.9146313787424268
teens_injured.csv,12.6048,2,0.9876647349711345
teens_killed.csv,35.0844,2,0.9721089514939155
39100009-000000.csv,68.9519,2,0.9999894560119958
39100009-000001.csv,163.447,2,0.9323479706803207
39100009-000002.csv,143.217,2,0.9821798563506838
39100009-000003.csv,28.7261,2,0.9730343186658104
39100009-000004.csv,57.0698,2,0.9999887485435304
39100009-000005.csv,54.234,2,0.9514239361603755
39100009-000006.csv,20.7194,2,0.951465828716121
39100009-000007.csv,6.2992,3,0.981623497604762
39100011.csv,1.81702,2,0.998048291478356
39100016.csv,5.77968,3,0.8042961357723473
39100019.csv,3.05175,2,0.9986144489479563
39100020.csv,18.0003,2,0.9331923898951902
39100021.csv,10.7826,2,0.9442410889210986
39100029.csv,4.12676,3,0.7708519731764755
39100033.csv,2.74805,2,0.9980014504738358
39100037.csv,92.761,2,0.9980765563680363
39100038.csv,3.23936,2,0.9986144489479563
tag00120.csv,38.4706,2,0.9306015297515436
32100004.csv,27.0732,2,0.9988358300212873
32100009.csv,181.747,2,0.9983552844051644
32100010.csv,268.479,2,0.9958477018839881
32100020.csv,313.789,2,0.998447034330868
32100024.csv,18.8937,2,0.99844552982489
32100027.csv,30.0092,10,0.5725926777590415
32100030.csv,34.3415,10,0.5663995911012184
32100084.csv,76.762,2,0.9984463880409817
32100166.csv,54.9207,2,0.9988367545160095
32100192.csv,50.472,3,0.8038959713041549
co2-nuts-2.csv,15.3247,4,0.5834968236511855
med_en1.csv,1.67249,2,0.3172387786605867
med_en2.csv,6.75239,5,0.9107289449048818
t2020_30.csv,2.92471,2,0.8785383598379802
videos_utf8.csv,245.245,2,0.9844789291870367
both_sexes.csv,5.16148,5,0.7053518390322574
divorce.csv,2.08606,6,0.48963879046640435
men.csv,3.96399,2,0.9999939829960354
women.csv,5.67515,5,0.7208057259458419
B-9.csv,9.10578,4,0.5784964358212412
C-6.csv,11.4497,3,0.9891707453515258
D-1.csv,17.6245,5,0.84161244019371
E-7.csv,11.9101,5,0.8665615796775127
F-4.csv,17.9056,5,0.8534118243347433
G-3.csv,26.2892,2,0.9990762143022305
H-1.csv,71.5744,13,0.7525149957016751
H-2.csv,131.391,13,0.7501904559594522
H-3.csv,81.0489,48,0.6663022660458566
H-4.csv,65.3347,13,0.7340364657789197
J-1.csv,111.201,13,0.7488952211458088
J-2.csv,181.248,13,0.7498631681055056
J-3.csv,110.461,13,0.7362795840675811
J-4.csv,153.834,13,0.7490219206487455
K-6.csv,97.2203,13,0.7505972396886683
K-7.csv,112.141,22,0.7019521849984905
K-8.csv,162.103,593,0.09682924294224246
K-9.csv,300.976,904,0.12754649432080048
Z-1.csv,85.0995,22,0.8460071507198181
Z-2.csv,168.859,1301,0.35704386563253737
37100078.csv,4.59069,3,0.7795932118206919
37100141.csv,3.92157,2,0.8789013599447892
CS_ANG.csv,1.58012,3,0.7193840344686846
13100166.csv,22.09,3,0.6431410968463208
13100169.csv,9.3663,2,0.9887996033569694
13100170.csv,33.8367,2,0.9844613589756673
13100172.csv,13.6064,2,0.9915513916441981
13100173.csv,14.4343,2,0.9915524604118586
34100282.csv,114.375,3,0.7811220304851727
37100004.csv,94.7244,3,0.783252336340911
37100005.csv,72.1488,2,0.9988511393063966
37100006.csv,99.4244,2,0.9983780923773087
jan-feb-foils.csv,4.73548,2,0.9397882299125819
csv-4.csv,3.00304,3,0.8739639672262323
DailyUsage.csv,2.1966,3,0.7073780657927906
eduroam.csv,1.45881,2,0.7458863142226536
geojson-2.csv,3.50898,6,0.6090226129976744
json-5.csv,4.79756,8,0.5962548345710826
