dataset,time,number-clusters,silhouette
tab-12.csv,4.09941,5,0.5837033384303834
tab-14.csv,2.88729,2,0.6710273199531565
tab-15.csv,2.65194,2,0.8958823575445005
tab-35.csv,3.30441,2,0.8324889231817608
tab-36.csv,3.63927,10,0.47932874450674523
tab-37.csv,7.60033,2,0.9172361531192548
tab-38.csv,12.5226,2,0.9023914123087059
tab-42.csv,4.46534,2,0.9140127046843105
tab-45.csv,10.0423,4,0.8915932690807656
tab-47.csv,2.76418,3,0.787177461181623
tab-94.csv,2.29883,3,0.576944572694731
21100183.csv,4.01677,3,0.7394100154553731
21100245.csv,3.28938,2,0.5823298124695769
artpublic.csv,8.59145,4,0.5238589516394865
ccsf_en.csv,37.1769,2,0.9668718503988097
dados.csv,183.888,47,0.9354634529291592
covid-line-list.csv,93.8282,6,0.9903853103916321
estimations.csv,3.77895,4,0.8956452807874667
liz-friedman-covid.csv,5.67593,13,0.37318258236498586
accidental_deaths.csv,22.6554,2,0.9772196459593474
children_injured.csv,38.9776,2,0.9815840380269656
children_killed.csv,19.9877,2,0.9802387310886664
Crime1.csv,329.303,2,0.9969983357218755
knifecrime2.csv,75.4777,2,0.8716581912034332
teens_injured.csv,12.9535,2,0.9876647349711345
teens_killed.csv,32.3574,2,0.9815473664039734
39100009-000000.csv,21.6858,2,0.9514519096996621
39100009-000001.csv,20.0723,2,0.9514400070232366
39100009-000002.csv,95.3025,2,0.9999867407294064
39100009-000003.csv,24.1833,2,0.9730343186658104
39100009-000004.csv,25.1738,2,0.9733060104604919
39100009-000005.csv,14.2826,2,0.9515031959261925
39100009-000006.csv,22.3926,2,0.9707084521993413
39100009-000007.csv,2.71097,3,0.981623497604762
39100011.csv,1.86614,2,0.998048291478356
39100016.csv,8.94374,3,0.8042961357723473
39100019.csv,6.0907,3,0.7731538585967704
39100020.csv,20.018,3,0.933222564834743
39100021.csv,13.713,2,0.9442410889210986
39100029.csv,5.06267,3,0.7708519731764755
39100033.csv,3.94281,2,0.9985867379269154
39100037.csv,82.625,3,0.7808550275742532
39100038.csv,2.8553,2,0.9980406377194472
tag00120.csv,38.6108,2,0.9306015297515436
32100004.csv,12.3278,2,0.9983535052351501
32100009.csv,127.269,2,0.872975903824171
32100010.csv,292.895,3,0.9985464051106581
32100020.csv,157.66,2,0.998447034330868
32100024.csv,32.4852,4,0.8153981840780402
32100027.csv,39.7487,3,0.9787812239335656
32100030.csv,27.8086,2,0.6185220009247969
32100084.csv,69.1111,2,0.9984463880409817
32100166.csv,69.5026,2,0.9988367545160095
32100192.csv,29.1944,3,0.9849529677543817
co2-nuts-2.csv,15.5564,4,0.5834968236511855
med_en1.csv,1.60913,2,0.3172387786605867
med_en2.csv,2.95021,3,0.8583161610239536
t2020_30.csv,3.01319,2,0.8785383598379802
videos_utf8.csv,182.632,2,0.9781994695191847
both_sexes.csv,6.42934,5,0.7413386864169907
divorce.csv,2.10657,6,0.48963879046640435
men.csv,4.81593,2,0.9999965692954881
women.csv,6.11134,2,0.9999923262975453
B-9.csv,8.99699,4,0.5784964358212412
C-6.csv,17.0184,2,0.9990912131375765
D-1.csv,15.2112,5,0.8519947526694995
E-7.csv,15.072,2,0.9991424319706319
F-4.csv,21.3209,5,0.8534118243347433
G-3.csv,22.5809,2,0.9990762143022305
H-1.csv,86.6506,13,0.7501426488037457
H-2.csv,149.169,13,0.7293306360732075
H-3.csv,132.187,3,0.928089116055022
H-4.csv,122.977,13,0.7359893371464193
J-1.csv,75.0633,13,0.7434527654299937
J-2.csv,61.5413,13,0.7494192956122351
J-3.csv,148.002,13,0.7959316647288966
J-4.csv,143.944,13,0.7501088363194145
K-6.csv,131.225,13,0.7483646707434752
K-7.csv,229.418,13,0.7487097111572787
K-8.csv,163.015,3,0.9300607268768306
K-9.csv,161.145,905,0.1468497515656103
Z-1.csv,73.6027,22,0.7526928011754394
Z-2.csv,158.256,1300,0.3540341957523406
37100078.csv,5.35701,3,0.7795932118206919
37100141.csv,3.61299,2,0.9999999196910886
CS_ANG.csv,1.58726,3,0.7193840344686846
13100166.csv,15.9885,2,0.9999943122353683
13100169.csv,10.5435,2,0.9887996033569694
13100170.csv,50.8423,2,0.9687697445222938
13100172.csv,8.96815,2,0.9915513916441981
13100173.csv,8.26763,2,0.9915524604118586
34100282.csv,126.451,2,0.9986407456114479
37100004.csv,93.2843,2,0.9988496567327824
37100005.csv,139.287,2,0.9983751948858888
37100006.csv,104.731,2,0.9988531365672053
jan-feb-foils.csv,4.01234,2,0.9397882299125819
csv-4.csv,3.04675,3,0.8739639672262323
DailyUsage.csv,2.13228,3,0.7073780657927906
eduroam.csv,1.37047,2,0.7458863142226536
geojson-2.csv,4.60609,4,0.8918487155230354
json-5.csv,4.48685,4,0.8849499620397507
