dataset,time,number-clusters,davies-bouldin
tab-12.csv,3.61239,5,0.3821569343918464
tab-14.csv,1.35292,3,0.30264048389703285
tab-15.csv,3.10046,2,0.30452799262681646
tab-35.csv,3.57574,2,0.12870393503382455
tab-36.csv,4.0293,10,0.21316846135005227
tab-37.csv,5.72549,2,0.06385593193376135
tab-38.csv,6.36469,2,0.09433744861816273
tab-42.csv,5.50137,2,0.09133225695619643
tab-45.csv,5.82043,2,0.0843313014105829
tab-47.csv,2.98614,2,0.13913972844427405
tab-94.csv,2.07927,2,0.034217266984805615
21100183.csv,4.99522,2,0.051675226216678895
21100245.csv,1.11392,2,0.7453559924999297
artpublic.csv,2.52684,3,0.47380322397787733
ccsf_en.csv,25.2658,2,0.007431571390084293
dados.csv,109.84,2979,0.6829482074250688
covid-line-list.csv,81.5655,2,0.031332673753815474
estimations.csv,6.13605,8,0.43896182335739753
liz-friedman-covid.csv,6.52017,12,0.3957452243928293
accidental_deaths.csv,18.4256,2,0.0068500929430627844
children_injured.csv,18.4209,2,0.0068776754734329966
children_killed.csv,15.0412,2,0.011936403989587879
Crime1.csv,140.223,2,0.0011394327648753919
knifecrime2.csv,54.998,2,0.08036822171117444
teens_injured.csv,7.86168,2,0.007367442427433123
teens_killed.csv,22.9222,2,0.0068915578420369
39100009-000000.csv,16.762,2,0.006822700815829748
39100009-000001.csv,113.265,2,1.348226257850266e-05
39100009-000002.csv,61.315,2,1.97333967568699e-05
39100009-000003.csv,199.625,2,0.20809637894747215
39100009-000004.csv,48.3983,2,1.5367501614289423e-05
39100009-000005.csv,13.0164,2,0.15107399252590717
39100009-000006.csv,27.435,2,0.10735666765851289
39100009-000007.csv,2.27099,2,6.388626637158587e-06
39100011.csv,3.01437,2,0.0012014212479637535
39100016.csv,8.51038,3,0.19984675454943443
39100019.csv,3.70388,2,0.0016990866458095443
39100020.csv,6.0526,4,0.001147805230739637
39100021.csv,43.2073,2,0.04841478924399985
39100029.csv,7.04928,3,0.20657363335511433
39100033.csv,2.49064,3,0.21368636420996542
39100037.csv,143.711,26,0.0016064939793476814
39100038.csv,4.1227,2,0.0016990866458095443
tag00120.csv,59.6942,3,0.08545363331571677
32100004.csv,10.8062,3,0.35381862472276865
32100009.csv,37.3321,4,0.4974124695185731
32100010.csv,108.961,2,0.0010710218869153403
32100020.csv,76.5666,2,0.0015146647083120008
32100024.csv,26.7988,2,0.17903325764352368
32100027.csv,41.1722,10,0.5765406312648801
32100030.csv,26.7707,2,0.0015146647083121058
32100084.csv,52.9769,3,0.18601794352330944
32100166.csv,34.226,2,0.0015146647083124692
32100192.csv,87.807,2,0.0010710340033708399
co2-nuts-2.csv,3.90306,130,0.31689637278481414
med_en1.csv,1.79246,2,0.30638480947702434
med_en2.csv,8.35632,5,0.047430406069422545
t2020_30.csv,3.29006,2,0.0935550498529252
videos_utf8.csv,86.0424,2,0.0033295859419611197
both_sexes.csv,6.69445,3,0.4687136766232524
divorce.csv,5.17567,3,0.3637427951560804
men.csv,3.64468,2,8.907694285394126e-06
women.csv,3.3551,5,0.22409359175220928
B-9.csv,12.0734,194,0.3706954516559877
C-6.csv,9.27928,3,0.16276940882043758
D-1.csv,15.1312,5,0.29963565348748344
E-7.csv,8.93662,5,0.18946065942728527
F-4.csv,13.0861,5,0.22921168214131252
G-3.csv,11.7417,5,0.14483852256706134
H-1.csv,43.2026,13,0.660290950797648
H-2.csv,38.9218,13,0.6945706070770098
H-3.csv,37.1015,1259,0.28575166963461074
H-4.csv,64.6601,1280,0.3251606257489005
J-1.csv,124.638,1278,0.3154781786777547
J-2.csv,100.472,1282,0.3118010595226086
J-3.csv,63.8684,1301,0.4690848495171628
J-4.csv,183.604,7,1.3598237611814505
K-6.csv,99.5931,13,0.7183761361893235
K-7.csv,46.9656,13,0.7312791705159063
K-8.csv,82.8154,603,0.3353492906960451
K-9.csv,69.4454,243,0.289676785087299
Z-1.csv,53.5909,1270,0.2740421956783439
Z-2.csv,89.6641,1309,0.3772310040399758
37100078.csv,3.7749,2,0.001198306331950697
37100141.csv,3.4511,2,6.014751219463619e-08
CS_ANG.csv,2.7474,3,0.02863865294042356
13100166.csv,19.3037,3,3.895507480722193e-06
13100169.csv,4.90056,3,0.3256862073857434
13100170.csv,29.4605,2,0.03890985131708142
13100172.csv,12.4061,2,0.007728300934213595
13100173.csv,11.1058,2,0.007728300934213635
34100282.csv,30.2241,2,0.0016990866458094062
37100004.csv,39.0237,2,0.0010418651044223977
37100005.csv,83.4609,2,0.0014912856057747068
37100006.csv,65.2149,2,0.0010362505698586488
jan-feb-foils.csv,4.87424,2,0.040607097337389104
csv-4.csv,3.96276,14,0.36480511073887867
DailyUsage.csv,3.07462,15,0.45777777777777706
eduroam.csv,1.98825,2,0.19403097324343904
geojson-2.csv,4.90128,9,0.07781980714541348
json-5.csv,3.33483,5,0.14334191066732319
