dataset,time,number-clusters,davies-bouldin
tab-12.csv,4.01799,5,0.3821569343918464
tab-14.csv,1.55847,3,0.30264048389703285
tab-15.csv,6.60982,7,0.11261638921494169
tab-35.csv,4.78787,2,0.12870393503382455
tab-36.csv,4.77278,10,0.21316846135005227
tab-37.csv,5.72256,2,0.08794283436153152
tab-38.csv,9.49148,2,0.08230217232109248
tab-42.csv,7.2829,3,0.07168635470374184
tab-45.csv,5.09791,2,0.0843313014105829
tab-47.csv,3.15683,2,0.13913972844427405
tab-94.csv,2.21364,2,0.034217266984805615
21100183.csv,6.53667,2,0.08475015120350916
21100245.csv,2.71306,2,0.7453559924999298
artpublic.csv,2.77021,2,0.5952188968143225
ccsf_en.csv,50.3629,2,0.007431571390084293
dados.csv,147.418,3056,0.6792744248281929
covid-line-list.csv,85.7691,2,0.031332673753815474
estimations.csv,7.03484,4,0.08900431170511806
liz-friedman-covid.csv,5.66257,12,0.4001109256626693
accidental_deaths.csv,24.781,2,0.011888393965173617
children_injured.csv,22.5161,2,0.009736245273526217
children_killed.csv,15.295,2,0.0068776754734329966
Crime1.csv,162.581,2,0.0011394327648753919
knifecrime2.csv,74.6117,2,0.0803682217111744
teens_injured.csv,13.6186,2,0.007367442427433142
teens_killed.csv,17.5902,2,0.011960526864225917
39100009-000000.csv,66.7418,2,1.5211511108837576e-05
39100009-000001.csv,88.6644,2,1.348226257850266e-05
39100009-000002.csv,52.6426,2,0.8932152287177464
39100009-000003.csv,123.14,2,0.08838495158694205
39100009-000004.csv,64.3207,2,1.0866476691410724e-05
39100009-000005.csv,78.08,4,0.8541223300969719
39100009-000006.csv,19.8154,2,0.044924079289689875
39100009-000007.csv,9.32378,2,4.51743657724573e-06
39100011.csv,5.74133,2,0.0012014212479633242
39100016.csv,5.65917,3,0.19984675455018278
39100019.csv,6.07848,3,0.21368636420898424
39100020.csv,19.2322,2,0.001699086645809196
39100021.csv,41.948,3,0.0561739392384066
39100029.csv,5.81116,3,0.20657363335511433
39100033.csv,3.15856,2,0.0012014212479646554
39100037.csv,303.208,3,0.333123523364023
39100038.csv,5.72202,2,0.0012014212479638338
tag00120.csv,93.9341,3,0.0995906871527999
32100004.csv,13.8645,3,0.4662862078582944
32100009.csv,175.871,3,0.1859711824878918
32100010.csv,67.3876,3,0.32019252421172023
32100020.csv,82.4667,3,0.1859711824899729
32100024.csv,39.3539,2,0.0015146647083121058
32100027.csv,25.3439,2,0.0015146647083121058
32100030.csv,61.95,6,0.29201160480933774
32100084.csv,61.8011,3,0.18601794352330944
32100166.csv,80.6921,3,0.18597127686383455
32100192.csv,119.522,2,0.0015146647083121058
co2-nuts-2.csv,4.59196,130,0.31689637278481414
med_en1.csv,2.11805,2,0.30638480947702434
med_en2.csv,10.2933,5,0.06369313723012157
t2020_30.csv,3.9806,2,0.0935550498529252
videos_utf8.csv,127.307,2,0.0033295859419611193
both_sexes.csv,6.77234,5,0.22711758818121514
divorce.csv,4.04354,6,0.15655297214863387
men.csv,3.31278,5,0.19698079076872368
women.csv,6.0426,5,0.20090756258772496
B-9.csv,13.473,194,0.3706954516559877
C-6.csv,14.1263,3,0.13110007542774715
D-1.csv,17.8168,5,0.29963565348748344
E-7.csv,19.7419,2,0.0007675631608004538
F-4.csv,19.361,4,0.005165167404764772
G-3.csv,19.7583,2,0.0007021274287872163
H-1.csv,166.256,7,1.3171763995334054
H-2.csv,75.1828,1308,0.46649189083459736
H-3.csv,79.1409,559,0.19020665220712818
H-4.csv,132.084,1267,0.3158174200446362
J-1.csv,109.153,1280,0.28646000418076445
J-2.csv,78.2987,1278,0.33106588452668195
J-3.csv,81.5632,1286,0.4757560583699177
J-4.csv,73.6212,13,0.7027926153688454
K-6.csv,95.2496,13,0.6616925539101749
K-7.csv,109.387,13,0.7312791705159063
K-8.csv,123.526,603,0.3354147029775793
K-9.csv,53.2922,242,0.24136274568269903
Z-1.csv,41.1094,1278,0.2699557417048379
Z-2.csv,99.3369,1301,0.3889793430339255
37100078.csv,4.15169,3,0.21471273298730575
37100141.csv,6.30844,2,6.014751219463619e-08
CS_ANG.csv,2.13083,3,0.02863865294042356
13100166.csv,18.6962,3,0.33414546933007355
13100169.csv,9.45203,2,0.0063219475599148155
13100170.csv,77.0133,2,0.03578742541728637
13100172.csv,12.9553,2,0.007728300934213595
13100173.csv,12.2613,2,0.007728300934213635
34100282.csv,57.1637,2,0.0012014212479641677
37100004.csv,72.9456,2,0.0010418651044210381
37100005.csv,83.1992,2,0.0010544823933971823
37100006.csv,59.7233,2,0.0010362505698586488
jan-feb-foils.csv,4.82569,2,0.040607097337389104
csv-4.csv,3.95353,14,0.36480511073887867
DailyUsage.csv,3.08519,15,0.45777777777777706
eduroam.csv,2.08731,2,0.19403097324343904
geojson-2.csv,4.72657,9,0.07781980714541348
json-5.csv,2.66017,4,0.03645144335195354
