dataset,time,number-clusters,davies-bouldin
tab-12.csv,3.57783,5,0.3821569343918464
tab-14.csv,1.36646,3,0.30264048389703285
tab-15.csv,5.87653,7,0.11261638921494169
tab-35.csv,4.835,2,0.12870393503382455
tab-36.csv,3.87001,10,0.21316846135005227
tab-37.csv,3.65808,2,0.06385593193376136
tab-38.csv,7.0497,2,0.08230217232109248
tab-42.csv,4.48428,3,0.03186130309889081
tab-45.csv,5.10075,2,0.08433130141058291
tab-47.csv,2.99922,2,0.13913971163192673
tab-94.csv,2.05373,2,0.034217266984805615
21100183.csv,10.2972,3,0.30912323915371237
21100245.csv,1.10762,2,0.7453559924999297
artpublic.csv,2.48799,3,0.47380322397787733
ccsf_en.csv,22.3872,2,0.00743157139008429
dados.csv,151.545,3056,0.6792744248281929
covid-line-list.csv,41.6209,3,0.08013522900872314
estimations.csv,4.89662,4,0.07614337911917735
liz-friedman-covid.csv,5.9384,12,0.3957452243928293
accidental_deaths.csv,20.4395,2,0.009697138517965309
children_injured.csv,13.7254,2,0.011936385503833991
children_killed.csv,14.2714,2,0.01193638550383397
Crime1.csv,150.812,2,0.0011394327648753893
knifecrime2.csv,92.1524,3,0.061570483672784955
teens_injured.csv,8.8532,2,0.0073674267745964086
teens_killed.csv,27.9026,2,0.011960526864225917
39100009-000000.csv,61.5038,2,1.0756162409314773e-05
39100009-000001.csv,104.919,2,1.9066778356335446e-05
39100009-000002.csv,12.9085,2,0.1528800149010187
39100009-000003.csv,201.065,2,2.1160239725126098
39100009-000004.csv,64.389,2,1.5367501614289423e-05
39100009-000005.csv,91.2269,4,0.1129187885369967
39100009-000006.csv,14.917,2,0.15167365751741918
39100009-000007.csv,10.8636,2,3.688452780183834e-06
39100011.csv,3.66445,2,0.0012014212479637535
39100016.csv,7.35999,2,0.0012337548966899299
39100019.csv,2.9429,2,0.0012014212479638338
39100020.csv,26.9734,2,0.0012014365986915804
39100021.csv,37.9339,2,0.0669888314546734
39100029.csv,3.51875,3,0.20663559083121752
39100033.csv,2.77455,2,0.0012014212479644782
39100037.csv,76.5648,3,0.2137605744297674
39100038.csv,3.55505,2,0.0012014212479638338
tag00120.csv,74.4124,2,0.056800590410249964
32100004.csv,19.7289,2,0.001514664708312131
32100009.csv,155.912,3,0.18601799073448078
32100010.csv,52.3273,3,1.0811097934640072e-06
32100020.csv,68.5352,3,0.1859711824899729
32100024.csv,24.646,3,0.0032393154497446994
32100027.csv,31.2198,2,0.0010710218869158293
32100030.csv,58.5049,7,0.08125475436736766
32100084.csv,43.5823,2,0.0015146647083122346
32100166.csv,66.6358,3,0.18597127686513729
32100192.csv,158.061,3,0.18597118248909963
co2-nuts-2.csv,3.89405,130,0.31689637278481414
med_en1.csv,1.80193,2,0.30638480947702434
med_en2.csv,1.7115,5,0.03766473237892065
t2020_30.csv,3.20084,2,0.0935550498529252
videos_utf8.csv,77.3795,2,0.0033295859419611197
both_sexes.csv,5.66163,5,0.27613452346505535
divorce.csv,3.33894,6,0.15655297214863387
men.csv,3.57288,2,8.907694285394126e-06
women.csv,5.15317,5,0.1743278636782499
B-9.csv,9.15552,194,0.3897152612442184
C-6.csv,10.575,3,0.16276940882043758
D-1.csv,14.8645,5,0.29963565348748344
E-7.csv,23.8766,2,0.0006584460088226269
F-4.csv,12.9271,5,0.22921168214131252
G-3.csv,22.7524,2,0.0007021274287872163
H-1.csv,76.1798,1307,0.4181693134913345
H-2.csv,60.916,1298,0.40855817708193154
H-3.csv,36.549,1142,0.33312695738932246
H-4.csv,186.846,7,1.2527611709471014
J-1.csv,77.9969,1283,0.31570291173923054
J-2.csv,50.2348,1258,0.3237813058983269
J-3.csv,162.608,7,1.297202878238487
J-4.csv,91.8706,13,0.7100697397092929
K-6.csv,72.1516,13,0.7090085198443224
K-7.csv,55.7468,1274,0.410854634517096
K-8.csv,52.8959,595,0.33008077163866806
K-9.csv,103.508,241,0.26179458322315446
Z-1.csv,93.221,1301,0.2596215683224864
Z-2.csv,91.8632,1301,0.3945485151994157
37100078.csv,4.68798,2,0.0011983063319508445
37100141.csv,4.68026,2,6.014751219463619e-08
CS_ANG.csv,1.95412,3,0.037365675084659065
13100166.csv,32.9045,3,0.05754247986022986
13100169.csv,7.70671,2,0.0063219475599148155
13100170.csv,44.009,2,0.015176969495269083
13100172.csv,11.9943,2,0.007728300934213595
13100173.csv,10.4807,2,0.007728300934213635
34100282.csv,31.0513,2,0.0016990866458094062
37100004.csv,43.1323,2,0.0010418651044223977
37100005.csv,47.86,2,0.0010544823933977738
37100006.csv,55.0268,2,0.0010362505698590734
jan-feb-foils.csv,5.53796,2,0.040607097337389104
csv-4.csv,3.906,14,0.36480511073887867
DailyUsage.csv,3.08357,15,0.45777777777777706
eduroam.csv,1.97947,2,0.19403097324343904
geojson-2.csv,2.03466,3,0.044656150039464604
json-5.csv,3.67206,4,0.03702374353200211
