dataset,time,number-clusters,davies-bouldin
tab-12.csv,0.009521,6,0.4380687293469829
tab-14.csv,0.0051687,2,0.17187101398537843
tab-15.csv,0.0157496,8,0.11072837515773351
tab-35.csv,0.0163507,2,0.12870393503382455
tab-36.csv,0.0087326,10,0.24578640283882672
tab-37.csv,0.0285163,2,0.0638559481472081
tab-38.csv,0.0483727,2,0.08230217232109248
tab-42.csv,0.0387388,2,0.06633453430398006
tab-45.csv,0.0121161,2,0.11588363530495344
tab-47.csv,0.0090134,2,0.13913972844427416
tab-94.csv,0.0045505,2,0.034217266984805615
21100183.csv,0.0582561,3,0.3091232391537124
21100245.csv,0.0064729,2,0.7453559924999298
artpublic.csv,0.11792,6,0.5039890085239845
ccsf_en.csv,13.0663,2,0.00743157139008429
dados.csv,26.1219,2952,0.6685685538955298
covid-line-list.csv,3.77667,2,0.09591743775662316
estimations.csv,0.0330103,5,0.31053666517149486
liz-friedman-covid.csv,0.0304811,12,0.262155475139621
accidental_deaths.csv,9.94302,5,0.048161565342473206
children_injured.csv,5.13274,2,0.011936403989587887
children_killed.csv,6.69709,2,0.019109665629631612
Crime1.csv,55.0847,2,0.0011394327648753808
knifecrime2.csv,13.7737,54,0.2511546502423395
teens_injured.csv,2.93315,2,0.01278817700728537
teens_killed.csv,3.49868,2,0.010940570491989805
39100009-000000.csv,39.0262,3,0.31178907816956136
39100009-000001.csv,31.1482,3,0.10647029281771826
39100009-000002.csv,35.6356,3,9.638427294747416e-06
39100009-000003.csv,64.3512,3,0.6452803329520306
39100009-000004.csv,29.7039,3,0.46281128736908955
39100009-000005.csv,39.429,4,0.4719172165900693
39100009-000006.csv,25.9128,2,0.04369269189165969
39100009-000007.csv,0.0475995,2,4.51743640556542e-06
39100011.csv,0.0135919,3,0.2136863642091986
39100016.csv,0.293247,2,0.0012337548966899299
39100019.csv,0.0161805,3,0.21376057442933802
39100020.csv,0.606484,2,0.001699086645809196
39100021.csv,7.32561,2,0.001675794728707415
39100029.csv,0.0105348,3,0.2065736333558771
39100033.csv,0.0055925,3,0.21376057442984586
39100037.csv,3.76023,3,0.2137605744297674
39100038.csv,0.0170609,3,0.21368636420898424
tag00120.csv,18.1872,3,0.06109310685806763
32100004.csv,2.93446,3,0.18597118248881558
32100009.csv,22.3698,3,0.1859711824878918
32100010.csv,43.4522,2,0.0009946971912040727
32100020.csv,13.015,2,0.0015146647083120008
32100024.csv,8.08171,2,0.0015146647083121058
32100027.csv,3.90196,2,0.38868307309731004
32100030.csv,3.86632,6,0.2920116048093387
32100084.csv,4.22317,2,0.0010710218869150138
32100166.csv,3.08654,3,0.18597127686383455
32100192.csv,36.2331,3,0.19631422310314897
co2-nuts-2.csv,0.0792119,3,0.5873721434807759
med_en1.csv,0.0074985,2,0.30638480947702434
med_en2.csv,0.0115109,4,0.3041051066408543
t2020_30.csv,0.0180426,2,0.0935550498529252
videos_utf8.csv,54.2755,2,0.00461332310399822
both_sexes.csv,0.0206943,2,6.447890389824647e-06
divorce.csv,0.0115181,5,0.16652699948275046
men.csv,0.0199116,5,0.31562916474020747
women.csv,0.0206789,5,0.16811269069684448
B-9.csv,0.295125,3,0.5759319799482198
C-6.csv,0.26855,3,0.16276940882043758
D-1.csv,0.706991,3,0.09296175077833592
E-7.csv,0.296577,3,0.10081539727975407
F-4.csv,0.548387,3,0.19905248041791582
G-3.csv,0.274408,3,0.19907628763816934
H-1.csv,10.8125,12,0.6961031536040546
H-2.csv,9.66888,8,1.5907253902343876
H-3.csv,5.5323,1281,0.2585623346922514
H-4.csv,8.0495,1242,0.32402345587898373
J-1.csv,8.02885,8,1.3201609675684753
J-2.csv,9.55962,4,2.2735672323720686
J-3.csv,8.47189,8,1.2922777164990693
J-4.csv,13.0503,10,1.5728750206517232
K-6.csv,5.84173,15,2.0491543004322734
K-7.csv,4.98479,8,1.6223193439794952
K-8.csv,5.91385,593,0.33429665399665526
K-9.csv,6.41158,248,0.2983823351069797
Z-1.csv,6.3564,1264,0.2700647268701875
Z-2.csv,12.288,1264,0.409913775410744
37100078.csv,0.0364323,2,0.0016946908615423743
37100141.csv,0.0470317,2,6.014751219463619e-08
CS_ANG.csv,0.0065322,3,0.0321378280468531
13100166.csv,1.5162,2,0.09958585612835102
13100169.csv,0.385236,3,0.326244902757351
13100170.csv,2.51042,2,0.017820870903643444
13100172.csv,0.419946,2,0.007728300934213595
13100173.csv,1.32142,2,0.007728300934213635
34100282.csv,11.1286,2,0.0012014212479648464
37100004.csv,6.20667,2,0.08314394458554472
37100005.csv,20.1611,2,0.0014912856057747068
37100006.csv,6.86618,2,0.04901970565648397
jan-feb-foils.csv,0.0959735,2,0.03315719843651607
csv-4.csv,0.0074087,13,0.37030235075378093
DailyUsage.csv,0.0107404,15,0.45777777777777706
eduroam.csv,0.0052975,2,0.19403097324343904
geojson-2.csv,0.0148834,7,0.15281040368179716
json-5.csv,0.0080497,5,0.032835126643755104
