dataset,time,number-clusters,davies-bouldin
tab-12.csv,0.0103186,6,0.4380687293469829
tab-14.csv,0.0050111,2,0.17187101398537843
tab-15.csv,0.0138473,8,0.12161455120378406
tab-35.csv,0.0151476,2,0.12870393503382455
tab-36.csv,0.0088487,10,0.24578640283882672
tab-37.csv,0.0210602,2,0.0638559481472081
tab-38.csv,0.0352235,2,0.08230217232109248
tab-42.csv,0.0384285,2,0.06633453430398005
tab-45.csv,0.020042,2,0.0843313014105829
tab-47.csv,0.0096272,2,0.13913972844427405
tab-94.csv,0.0046941,2,0.034217266984805615
21100183.csv,0.0233124,2,0.051675226216678895
21100245.csv,0.0048953,2,0.7453559924999298
artpublic.csv,0.0850086,2,1.269979252055586
ccsf_en.csv,9.98878,2,0.007431571390084293
dados.csv,40.196,3191,0.6632724132962627
covid-line-list.csv,3.63175,2,0.09591743775662316
estimations.csv,0.0338982,11,0.47849109045644966
liz-friedman-covid.csv,0.0123231,12,0.2768958369914991
accidental_deaths.csv,12.9308,2,0.03797757697218156
children_injured.csv,5.49865,2,0.006877675473432988
children_killed.csv,6.34233,3,0.0188804514345981
Crime1.csv,41.7101,2,0.0011394327648753854
knifecrime2.csv,26.8556,42,0.18461808057238782
teens_injured.csv,2.56862,2,0.007367426774596412
teens_killed.csv,2.25351,2,0.0068915578420369085
39100009-000000.csv,27.7345,3,1.0367752632395415e-05
39100009-000001.csv,46.1045,3,9.28848503254062e-06
39100009-000002.csv,45.516,3,0.07667230181364874
39100009-000003.csv,73.9477,3,0.1471066797170591
39100009-000004.csv,27.7332,3,0.4628100317451162
39100009-000005.csv,42.5161,3,0.5497559802074223
39100009-000006.csv,43.4027,2,0.0876855854845107
39100009-000007.csv,0.071511,2,4.51743657724573e-06
39100011.csv,0.0111367,3,0.21368636420898302
39100016.csv,0.186672,3,0.19991628626223235
39100019.csv,0.0109589,2,0.0016990866458095443
39100020.csv,1.12051,2,0.08864435007987095
39100021.csv,15.557,2,0.048414853781754266
39100029.csv,0.0076966,2,0.0016011668028793858
39100033.csv,0.005917,3,0.21376057442984586
39100037.csv,13.9434,2,1.6338247221383394e-06
39100038.csv,0.0201355,3,0.21368636420898424
tag00120.csv,18.5078,3,0.194977512118081
32100004.csv,2.5764,2,0.001514664708312131
32100009.csv,20.1742,3,0.1859711824878918
32100010.csv,44.3432,2,0.0009946971912040742
32100020.csv,14.8235,2,0.0010710218869153403
32100024.csv,7.3336,3,0.18597118652813535
32100027.csv,3.28618,6,0.31931110387551925
32100030.csv,3.76415,8,0.4254094515645167
32100084.csv,3.70161,2,0.0010710218869150608
32100166.csv,2.96737,3,0.18597127686383455
32100192.csv,25.665,2,0.0010710218869158293
co2-nuts-2.csv,0.0664519,130,0.3107394199970365
med_en1.csv,0.0076305,2,0.30638480947702434
med_en2.csv,0.0048413,5,0.3693486145091766
t2020_30.csv,0.0176363,2,0.0935550498529252
videos_utf8.csv,89.9872,2,0.0033295859419611193
both_sexes.csv,0.0213424,5,0.24255724213738392
divorce.csv,0.0098919,5,0.2587876187727522
men.csv,0.0211824,5,0.31562916474020747
women.csv,0.0293674,5,0.2070856882681446
B-9.csv,0.215925,2,0.4245408431616735
C-6.csv,0.198227,3,0.14531822293675675
D-1.csv,0.770425,3,0.09296175077833592
E-7.csv,0.359178,3,0.10081539727975407
F-4.csv,0.557706,3,0.19905248041791582
G-3.csv,0.306411,3,0.1933011620010157
H-1.csv,13.2249,2,0.387191032163996
H-2.csv,16.6994,8,1.3432081316255506
H-3.csv,20.3808,1281,0.2746328829886015
H-4.csv,7.10583,8,1.3071224866196829
J-1.csv,9.66962,8,1.3489439766311206
J-2.csv,13.0958,4,2.3628057126882447
J-3.csv,7.47087,8,1.2736247788638586
J-4.csv,6.20905,8,1.3233512712358604
K-6.csv,12.0704,12,0.6890883575151309
K-7.csv,6.69006,12,0.7189919523467135
K-8.csv,5.18351,594,0.33475782459656467
K-9.csv,5.59798,248,0.27618768988677356
Z-1.csv,14.8509,1311,0.2568945289107863
Z-2.csv,18.8978,1291,0.3825725363816749
37100078.csv,0.0707493,2,0.001198306331950697
37100141.csv,0.0584706,2,6.014517320118955e-08
CS_ANG.csv,0.0042826,3,0.04331292502684058
13100166.csv,1.54652,2,5.140940555225666e-06
13100169.csv,0.429637,3,0.326244902757351
13100170.csv,3.34848,2,0.015176969495269083
13100172.csv,0.507316,2,0.007728300934213595
13100173.csv,0.868732,2,0.007728300934213635
34100282.csv,10.1696,2,0.0012014212479641677
37100004.csv,7.63359,2,0.0014734291596068105
37100005.csv,15.2787,2,0.0010544823933971823
37100006.csv,5.87415,2,0.0014654887481750547
jan-feb-foils.csv,0.12217,2,0.025684473301975676
csv-4.csv,0.0072548,13,0.37030235075378093
DailyUsage.csv,0.0121599,15,0.45777777777777706
eduroam.csv,0.0053254,2,0.19403097324343904
geojson-2.csv,0.0186161,6,0.10715382011271683
json-5.csv,0.0142206,6,0.10764117176437554
