dataset,time,number-clusters,davies-bouldin
tab-12.csv,0.0102031,6,0.4380687293469829
tab-14.csv,0.0051415,2,0.17187101398537843
tab-15.csv,0.0130231,8,0.11072837515773351
tab-35.csv,0.0167268,2,0.12870393503382455
tab-36.csv,0.0090808,10,0.21316846135005227
tab-37.csv,0.0211102,2,0.0638559481472081
tab-38.csv,0.0350894,2,0.08230217232109248
tab-42.csv,0.0401012,2,0.06633455082554862
tab-45.csv,0.0222632,2,0.0843313014105829
tab-47.csv,0.0094366,2,0.13913971163192673
tab-94.csv,0.0048309,2,0.034217266984805615
21100183.csv,0.0201037,3,0.31199002156206385
21100245.csv,0.0048163,2,0.7453559924999298
artpublic.csv,0.141492,3,0.5894778670842085
ccsf_en.csv,19.9036,2,0.007431571390084293
dados.csv,21.7951,2952,0.6685685538955298
covid-line-list.csv,3.98879,2,0.11629105717306039
estimations.csv,0.0269747,5,0.3489040083655972
liz-friedman-covid.csv,0.0184043,13,0.33870886472767014
accidental_deaths.csv,20.7002,2,0.009697138517965314
children_injured.csv,5.93985,2,0.006877675473432984
children_killed.csv,10.5238,2,0.013796813120986275
Crime1.csv,56.312,2,0.001139432764875384
knifecrime2.csv,10.2805,2,0.034101602267100045
teens_injured.csv,2.02881,2,0.012788177007285385
teens_killed.csv,5.23712,2,0.011960526864225923
39100009-000000.csv,40.4212,3,0.31178907816956136
39100009-000001.csv,38.1438,3,0.31679009298636657
39100009-000002.csv,64.8427,3,0.06279873629778975
39100009-000003.csv,36.6764,3,0.3575706088924659
39100009-000004.csv,19.5546,3,0.4628100317451162
39100009-000005.csv,46.8937,5,0.17637342243350498
39100009-000006.csv,32.2633,2,0.15167365751741918
39100009-000007.csv,0.0769822,2,3.6884525890478305e-06
39100011.csv,0.0096356,3,0.21368636420898302
39100016.csv,0.268999,3,0.19984675455018278
39100019.csv,0.0177385,3,0.21368636421004697
39100020.csv,0.732619,2,0.001699086645809196
39100021.csv,15.8075,2,0.13605359030884742
39100029.csv,0.0085431,2,0.0016011668028793858
39100033.csv,0.0107,3,0.21368636420992737
39100037.csv,4.51951,2,0.0012014212479648364
39100038.csv,0.0184622,3,0.21376057442933802
tag00120.csv,16.6114,3,0.15395639965267147
32100004.csv,4.84151,2,0.0010710218869155593
32100009.csv,14.061,2,0.0015146647083122342
32100010.csv,26.5243,2,0.0015146647083120008
32100020.csv,20.8892,2,0.0015146647083120008
32100024.csv,5.7638,2,0.0018571069846664888
32100027.csv,6.65126,3,0.18601794352510145
32100030.csv,4.29562,12,0.7095373548840042
32100084.csv,4.33863,2,0.0010710218869150608
32100166.csv,2.70122,3,0.18597127686383455
32100192.csv,35.9885,3,0.18597118248909963
co2-nuts-2.csv,0.0517132,127,0.30784884664724477
med_en1.csv,0.009364,2,0.30638480947702434
med_en2.csv,0.0045604,5,0.053033271094625745
t2020_30.csv,0.0184317,2,0.0935550498529252
videos_utf8.csv,246.841,2,0.0033295859419611193
both_sexes.csv,0.0188089,2,9.448063235410203e-06
divorce.csv,0.0107753,5,0.2587876187727522
men.csv,0.0207861,5,0.31562916474020747
women.csv,0.020896,5,0.1667307658338305
B-9.csv,0.180241,3,0.5699406082544717
C-6.csv,0.19133,3,0.16276940882043758
D-1.csv,0.451377,3,0.0911832485037219
E-7.csv,0.304237,3,0.09994835898700376
F-4.csv,0.554538,3,0.19905248041791582
G-3.csv,0.268433,3,0.1933011620010157
H-1.csv,17.0195,8,1.0837096272876132
H-2.csv,5.79755,8,1.41634838168184
H-3.csv,10.6284,1281,0.2602463987138793
H-4.csv,8.84137,8,1.1450465301179011
J-1.csv,6.38033,1169,0.32066622378270293
J-2.csv,5.81028,4,2.0759716138598128
J-3.csv,7.90954,8,0.9408005176268475
J-4.csv,6.6209,4,2.024961061818077
K-6.csv,5.80276,8,1.7628452609235574
K-7.csv,7.46447,8,1.105069635611432
K-8.csv,20.9624,546,0.17732224637035143
K-9.csv,9.22676,246,0.2653406038470077
Z-1.csv,5.22289,1252,0.274758543974102
Z-2.csv,8.03029,1257,0.3870268273887372
37100078.csv,0.0474937,2,0.0011983063319508445
37100141.csv,0.0402562,2,6.014503757201909e-08
CS_ANG.csv,0.0050492,3,0.04331292502684058
13100166.csv,1.84233,2,5.140940555225666e-06
13100169.csv,0.557994,2,0.008943459148097613
13100170.csv,2.8974,2,0.03876824214214605
13100172.csv,0.500567,2,0.007728300934213595
13100173.csv,0.750129,2,0.007728300934213635
34100282.csv,8.78896,2,0.0012014212479648464
37100004.csv,11.118,2,0.0010418651044223977
37100005.csv,12.24,2,0.009709109331610176
37100006.csv,16.6388,2,0.0014654887481750547
jan-feb-foils.csv,0.125933,2,0.020305811701006607
csv-4.csv,0.0075579,13,0.37030235075378093
DailyUsage.csv,0.0106918,15,0.45777777777777706
eduroam.csv,0.0049926,2,0.19403097324343904
geojson-2.csv,0.0248033,12,0.10017241150433319
json-5.csv,0.0119951,7,0.15306776933036326
