dataset,time,number-clusters,davies-bouldin
tab-12.csv,0.0101251,6,0.4380687293469829
tab-14.csv,0.0049115,2,0.17187101398537843
tab-15.csv,0.0137889,8,0.11072837515773351
tab-35.csv,0.0145186,2,0.12870393503382455
tab-36.csv,0.0079287,10,0.21316846135005227
tab-37.csv,0.0186535,2,0.06385594814720809
tab-38.csv,0.0267361,2,0.08230217232109248
tab-42.csv,0.0404866,2,0.06633453430398005
tab-45.csv,0.0325868,2,0.0843313014105829
tab-47.csv,0.0086386,2,0.13913971163192673
tab-94.csv,0.0046298,2,0.034217266984805615
21100183.csv,0.068631,3,0.30912323915371237
21100245.csv,0.0058167,2,0.7453559924999298
artpublic.csv,0.0850335,4,0.07686479868332526
ccsf_en.csv,15.7726,2,0.007431571390084289
dados.csv,20.2008,2952,0.6685685538955298
covid-line-list.csv,5.05459,2,0.026149691995396615
estimations.csv,0.0674613,4,0.10642445463524824
liz-friedman-covid.csv,0.010037,13,0.3650784970688616
accidental_deaths.csv,3.01003,2,0.00948802935789147
children_injured.csv,4.31796,2,0.006877675473433002
children_killed.csv,3.51972,2,0.009736245273526222
Crime1.csv,46.1255,2,0.0011394327648753808
knifecrime2.csv,21.8987,59,0.1429552273597479
teens_injured.csv,2.24013,2,0.007367426774596412
teens_killed.csv,5.86972,2,0.01196052686422593
39100009-000000.csv,45.0192,3,0.31178907816956136
39100009-000001.csv,27.9887,3,0.31679009298636657
39100009-000002.csv,44.6905,3,0.2835797096217878
39100009-000003.csv,66.2746,3,0.38936304441613867
39100009-000004.csv,14.0231,3,0.46281128736908955
39100009-000005.csv,44.2865,5,0.17321668984222477
39100009-000006.csv,34.0021,2,0.14853112214032782
39100009-000007.csv,0.119571,2,6.388626637158587e-06
39100011.csv,0.0082146,3,0.2137605744294108
39100016.csv,0.223815,2,0.0017448139172970532
39100019.csv,0.0162256,3,0.21368636420898424
39100020.csv,0.864738,2,0.0012014365986915804
39100021.csv,8.62354,2,0.026363552824635855
39100029.csv,0.0081919,2,0.0016011668028793858
39100033.csv,0.0091188,3,0.21368636420992737
39100037.csv,19.6211,2,1.4938701833462532e-06
39100038.csv,0.0168574,3,0.21368636420898424
tag00120.csv,16.4896,3,0.10945217337802728
32100004.csv,3.97389,3,0.27993036239527536
32100009.csv,24.0282,3,0.1859711824878918
32100010.csv,31.5508,3,0.31991987844965286
32100020.csv,15.636,2,0.0010710218869153403
32100024.csv,8.51338,2,0.0010710218869158293
32100027.csv,3.18791,4,0.16020177237077815
32100030.csv,5.71198,7,0.2985861107576874
32100084.csv,4.17433,2,0.0010710218869150608
32100166.csv,3.09727,2,0.0010710218869155665
32100192.csv,32.895,3,0.18597118248909963
co2-nuts-2.csv,0.0472739,127,0.30784884664724477
med_en1.csv,0.0074811,2,0.30638480947702434
med_en2.csv,0.0046136,7,0.5112641184285184
t2020_30.csv,0.0193029,2,0.0935550498529252
videos_utf8.csv,62.134,2,0.002354373920755202
both_sexes.csv,0.0110359,5,0.2622149201900462
divorce.csv,0.0104706,5,0.2587876187727522
men.csv,0.0217756,5,0.31562916474020747
women.csv,0.0178964,5,0.3205974761849587
B-9.csv,0.244905,3,0.6104477983477614
C-6.csv,0.272797,3,0.16276940882043758
D-1.csv,0.458479,3,0.0911832485037219
E-7.csv,0.350182,3,0.10081539727975407
F-4.csv,0.569603,3,0.19905248041791582
G-3.csv,0.271886,3,0.1933011620010157
H-1.csv,4.55696,8,0.8955898523337292
H-2.csv,8.93385,8,1.6409065093135846
H-3.csv,7.83827,1256,0.30139032874827926
H-4.csv,9.40255,8,0.8901033239178815
J-1.csv,6.05913,1270,0.3017882043187282
J-2.csv,8.69439,4,1.6471835647756818
J-3.csv,10.1817,8,0.8909982345889522
J-4.csv,6.39087,8,1.2922650550994512
K-6.csv,9.3584,12,1.2345817888496495
K-7.csv,12.9445,12,0.8876054378075442
K-8.csv,12.0576,606,0.33740576741987444
K-9.csv,10.4092,247,0.25058053777835537
Z-1.csv,8.14804,1257,0.27561598318292463
Z-2.csv,9.86787,1264,0.38576167418363894
37100078.csv,0.0722084,2,0.001198306331950697
37100141.csv,0.041693,2,6.014751219463619e-08
CS_ANG.csv,0.0043265,3,0.04331292502684058
13100166.csv,1.49073,3,0.33414546933007355
13100169.csv,0.607083,3,0.3256862073857434
13100170.csv,2.71056,2,0.017820870903643444
13100172.csv,0.493953,2,0.007728300934213595
13100173.csv,0.732385,2,0.007728300934213635
34100282.csv,13.4495,2,0.0012014212479641677
37100004.csv,10.9682,2,0.0014734291596068105
37100005.csv,11.0954,2,0.0010544823933971823
37100006.csv,11.7806,2,0.027573843666926313
jan-feb-foils.csv,0.114083,2,0.025684473301975673
csv-4.csv,0.0074529,13,0.37030235075378093
DailyUsage.csv,0.010656,15,0.45777777777777706
eduroam.csv,0.0048433,2,0.19403097324343904
geojson-2.csv,0.0161565,3,0.07216745681675867
json-5.csv,0.0215191,6,0.10764117176437554
