data-01,data-02,data-03,valor-01,valor-02,valor-03,valor-04,clazz
4,6,1986,0,6,50,41,0.0
5,6,1986,0,6,73,97,0.0
6,6,1986,0,6,67,40,0.0
9,6,1986,0,6,82,47,0.0
10,6,1986,0,6,70,41,0.0
11,6,1986,0,6,67,40,0.0
12,6,1986,0,6,65,75,0.0
13,6,1986,0,6,61,64,0.0
16,6,1986,0,6,64,93,0.0
17,6,1986,0,6,62,47,0.0
18,6,1986,0,6,63,1,0.0
19,6,1986,0,6,61,64,0.0
20,6,1986,0,6,60,55,0.0
23,6,1986,0,6,61,10,0.0
24,6,1986,0,6,60,27,0.0
25,6,1986,0,6,64,93,0.0
26,6,1986,0,6,64,11,0.0
27,6,1986,0,6,63,1,0.0
30,6,1986,0,6,66,3,0.0
1,7,1986,0,6,66,30,0.0
2,7,1986,0,6,83,1,0.0
3,7,1986,0,7,39,73,0.0
4,7,1986,0,8,31,78,0.0
7,7,1986,0,8,33,15,0.0
8,7,1986,0,8,31,51,0.0
9,7,1986,0,8,44,11,0.0
10,7,1986,0,8,50,96,0.0
11,7,1986,0,8,51,51,0.0
14,7,1986,0,8,51,78,0.0
15,7,1986,0,8,47,67,0.0
16,7,1986,0,8,48,49,0.0
17,7,1986,0,8,48,49,0.0
18,7,1986,0,8,50,14,0.0
21,7,1986,0,8,50,41,0.0
22,7,1986,0,8,52,60,0.0
23,7,1986,0,8,78,90,0.0
24,7,1986,0,8,81,64,0.0
25,7,1986,0,8,84,38,0.0
28,7,1986,0,8,88,49,0.0
29,7,1986,0,8,88,49,0.0
30,7,1986,0,8,87,95,0.0
31,7,1986,0,8,88,49,0.0
1,8,1986,0,8,89,86,0.0
4,8,1986,0,8,93,15,0.0
5,8,1986,0,8,96,71,0.0
6,8,1986,0,9,2,19,0.0
7,8,1986,0,9,36,44,0.0
8,8,1986,0,11,3,56,0.0
11,8,1986,0,12,76,44,0.0
12,8,1986,0,12,65,75,0.0
13,8,1986,0,12,93,15,0.0
14,8,1986,0,12,95,89,0.0
15,8,1986,0,13,20,82,0.0
18,8,1986,0,13,29,32,0.0
19,8,1986,0,13,25,21,0.0
20,8,1986,0,13,23,1,0.0
21,8,1986,0,13,29,4,0.0
22,8,1986,0,13,31,23,0.0
25,8,1986,0,13,30,41,0.0
26,8,1986,0,13,30,14,0.0
27,8,1986,0,13,30,68,0.0
28,8,1986,0,13,29,86,0.0
29,8,1986,0,13,32,60,0.0
1,9,1986,0,13,9,59,0.0
2,9,1986,0,13,11,78,0.0
3,9,1986,0,13,15,62,0.0
4,9,1986,0,13,12,60,0.0
5,9,1986,0,13,13,42,0.0
8,9,1986,0,13,11,51,0.0
9,9,1986,0,13,14,25,0.0
10,9,1986,0,13,13,15,0.0
11,9,1986,0,13,13,15,0.0
12,9,1986,0,13,13,15,0.0
15,9,1986,0,13,13,15,0.0
16,9,1986,0,13,13,15,0.0
17,9,1986,0,13,19,73,0.0
18,9,1986,0,13,21,10,0.0
19,9,1986,0,13,23,56,0.0
22,9,1986,0,13,25,75,0.0
23,9,1986,0,13,29,4,0.0
24,9,1986,0,13,25,48,0.0
25,9,1986,0,13,27,67,0.0
26,9,1986,0,13,26,85,0.0
29,9,1986,0,13,29,4,0.0
30,9,1986,0,13,29,86,0.0
1,10,1986,0,6,66,85,0.0
2,10,1986,0,7,19,45,0.0
3,10,1986,0,7,67,67,0.0
6,10,1986,0,8,33,70,0.0
7,10,1986,0,8,38,36,0.0
8,10,1986,0,8,44,11,0.0
9,10,1986,0,8,60,55,0.0
10,10,1986,0,8,63,56,0.0
13,10,1986,0,8,61,10,0.0
14,10,1986,0,8,61,10,0.0
15,10,1986,0,8,63,1,0.0
16,10,1986,0,8,64,93,0.0
17,10,1986,0,8,61,92,0.0
20,10,1986,0,8,64,11,0.0
21,10,1986,0,8,63,56,0.0
22,10,1986,0,8,63,56,0.0
23,10,1986,0,8,63,1,0.0
24,10,1986,0,8,63,1,0.0
27,10,1986,0,8,63,56,0.0
28,10,1986,0,8,64,38,0.0
29,10,1986,0,8,63,84,0.0
30,10,1986,0,8,64,93,0.0
31,10,1986,0,9,0,55,0.0
3,11,1986,0,11,26,85,0.0
4,11,1986,0,11,50,41,0.0
5,11,1986,0,11,51,23,0.0
6,11,1986,0,11,50,41,0.0
7,11,1986,0,11,45,75,0.0
10,11,1986,0,11,34,52,0.0
11,11,1986,0,11,8,22,0.0
12,11,1986,0,11,12,5,0.0
13,11,1986,0,11,13,42,0.0
14,11,1986,0,11,17,81,0.0
17,11,1986,0,11,22,19,0.0
18,11,1986,0,11,21,64,0.0
19,11,1986,0,11,21,92,0.0
20,11,1986,0,11,12,33,0.0
21,11,1986,0,11,21,92,0.0
24,11,1986,0,11,50,41,0.0
25,11,1986,0,12,33,97,0.0
26,11,1986,0,13,49,86,0.0
27,11,1986,0,13,80,0,0.0
28,11,1986,0,14,4,38,0.0
1,12,1986,0,19,90,96,0.0
2,12,1986,0,23,48,22,0.0
3,12,1986,0,22,56,99,0.0
4,12,1986,0,21,93,70,0.0
5,12,1986,0,22,5,75,0.0
8,12,1986,0,22,85,75,0.0
9,12,1986,0,24,33,42,0.0
10,12,1986,0,24,66,58,0.0
11,12,1986,0,23,82,74,0.0
12,12,1986,0,23,82,74,0.0
15,12,1986,0,23,84,11,0.0
16,12,1986,0,23,61,10,0.0
17,12,1986,0,23,92,88,0.0
18,12,1986,0,24,9,4,0.0
19,12,1986,0,24,5,48,0.0
22,12,1986,0,24,35,7,0.0
23,12,1986,0,24,56,71,0.0
24,12,1986,0,24,56,71,0.0
26,12,1986,0,24,56,71,0.0
29,12,1986,0,24,78,36,0.0
30,12,1986,0,30,52,60,0.0
31,12,1986,0,30,52,60,0.0
2,1,1987,0,30,52,60,0.0
5,1,1987,0,41,63,1,0.0
6,1,1987,0,40,70,68,0.0
7,1,1987,0,40,58,36,0.0
8,1,1987,0,40,93,70,0.0
9,1,1987,0,49,92,88,0.0
12,1,1987,0,49,74,25,0.0
13,1,1987,0,49,89,4,0.0
14,1,1987,0,50,3,56,0.0
15,1,1987,0,51,66,58,0.0
16,1,1987,0,51,53,15,0.0
19,1,1987,0,51,53,15,0.0
20,1,1987,0,51,58,36,0.0
21,1,1987,0,51,59,73,0.0
22,1,1987,0,51,52,60,0.0
23,1,1987,0,57,27,95,0.0
26,1,1987,0,57,26,30,0.0
27,1,1987,0,57,16,16,0.0
28,1,1987,0,57,19,45,0.0
29,1,1987,0,57,15,34,0.0
30,1,1987,0,57,21,92,0.0
2,2,1987,0,76,71,78,0.0
3,2,1987,0,76,70,41,0.0
4,2,1987,0,76,70,96,0.0
5,2,1987,0,76,68,77,0.0
6,2,1987,0,77,29,86,0.0
9,2,1987,0,91,6,58,0.0
10,2,1987,1,0,6,58,0.0
11,2,1987,1,1,74,25,0.0
12,2,1987,1,1,78,63,0.0
13,2,1987,1,1,81,64,0.0
16,2,1987,1,1,65,75,0.0
17,2,1987,1,1,87,40,0.0
18,2,1987,1,1,89,86,0.0
19,2,1987,1,1,88,77,0.0
20,2,1987,1,1,96,71,0.0
23,2,1987,1,2,0,55,0.0
24,2,1987,1,2,1,64,0.0
25,2,1987,0,89,81,10,0.0
26,2,1987,0,59,99,73,0.0
27,2,1987,0,55,0,0,0.0
4,3,1987,0,55,0,0,0.0
5,3,1987,0,55,37,81,0.0
6,3,1987,0,62,66,58,0.0
9,3,1987,0,62,49,86,0.0
10,3,1987,0,62,49,86,0.0
11,3,1987,0,62,40,82,0.0
12,3,1987,0,49,0,55,0.0
13,3,1987,0,40,16,99,0.0
16,3,1987,0,55,82,19,0.0
17,3,1987,0,55,85,75,0.0
18,3,1987,0,56,0,82,0.0
19,3,1987,0,56,33,15,0.0
20,3,1987,0,56,86,3,0.0
23,3,1987,0,57,37,26,0.0
24,3,1987,0,57,36,99,0.0
25,3,1987,0,57,36,99,0.0
26,3,1987,0,57,36,99,0.0
27,3,1987,0,57,37,26,0.0
30,3,1987,0,57,37,26,0.0
31,3,1987,0,57,37,26,0.0
1,4,1987,0,57,36,99,0.0
2,4,1987,0,57,36,71,0.0
3,4,1987,0,57,36,16,0.0
6,4,1987,0,65,80,27,0.0
7,4,1987,0,65,93,70,0.0
8,4,1987,0,66,10,96,0.0
9,4,1987,0,76,63,56,0.0
10,4,1987,0,76,78,90,0.0
13,4,1987,0,76,88,77,0.0
14,4,1987,0,76,89,4,0.0
15,4,1987,0,77,18,8,0.0
21,4,1987,0,77,92,88,0.0
22,4,1987,0,78,6,58,0.0
23,4,1987,0,78,22,47,0.0
24,4,1987,0,78,33,15,0.0
27,4,1987,0,84,97,81,0.0
28,4,1987,0,92,12,33,0.0
29,4,1987,0,92,20,82,0.0
30,4,1987,0,92,84,93,0.0
4,5,1987,0,93,49,32,0.0
5,5,1987,0,93,66,30,0.0
6,5,1987,0,94,21,10,0.0
7,5,1987,1,26,23,29,0.0
8,5,1987,1,26,59,45,0.0
11,5,1987,1,49,96,44,0.0
12,5,1987,1,50,39,18,0.0
13,5,1987,1,51,14,79,0.0
14,5,1987,1,51,74,52,0.0
15,5,1987,0,90,70,14,0.0
18,5,1987,0,91,41,10,0.0
19,5,1987,0,91,93,70,0.0
20,5,1987,0,92,46,58,0.0
21,5,1987,0,93,61,10,0.0
22,5,1987,0,96,46,85,0.0
25,5,1987,0,98,75,89,0.0
26,5,1987,1,4,80,27,0.0
27,5,1987,1,5,8,77,0.0
28,5,1987,1,5,40,27,0.0
29,5,1987,1,6,14,25,0.0
1,6,1987,1,6,10,14,0.0
2,6,1987,1,5,69,32,0.0
3,6,1987,1,5,15,34,0.0
4,6,1987,1,5,0,82,0.0
5,6,1987,1,5,9,86,0.0
8,6,1987,1,4,90,41,0.0
9,6,1987,1,4,50,14,0.0
10,6,1987,1,3,74,52,0.0
11,6,1987,1,2,33,15,0.0
12,6,1987,0,97,43,56,0.0
16,6,1987,0,66,0,0,0.0
17,6,1987,0,64,0,0,0.0
18,6,1987,0,62,6,58,0.0
19,6,1987,0,60,0,0,0.0
22,6,1987,0,58,0,0,0.0
23,6,1987,0,56,20,0,0.0
24,6,1987,0,54,40,0,0.0
25,6,1987,0,52,80,0,0.0
26,6,1987,0,51,60,0,0.0
29,6,1987,0,50,0,0,0.0
30,6,1987,0,49,0,0,0.0
1,7,1987,0,43,35,7,0.0
2,7,1987,0,41,66,30,0.0
3,7,1987,0,40,3,29,0.0
6,7,1987,0,39,93,42,0.0
7,7,1987,0,39,99,18,0.0
8,7,1987,0,39,99,18,0.0
9,7,1987,0,38,33,15,0.0
10,7,1987,0,37,51,51,0.0
13,7,1987,0,36,67,12,0.0
14,7,1987,0,35,83,29,0.0
15,7,1987,0,35,86,3,0.0
16,7,1987,0,35,83,84,0.0
17,7,1987,0,35,0,82,0.0
20,7,1987,0,35,6,3,0.0
21,7,1987,0,35,13,15,0.0
22,7,1987,0,35,34,52,0.0
23,7,1987,0,35,73,42,0.0
24,7,1987,0,36,4,38,0.0
27,7,1987,0,36,17,26,0.0
28,7,1987,0,36,32,33,0.0
29,7,1987,0,35,97,53,0.0
30,7,1987,0,35,0,0,0.0
31,7,1987,0,33,98,63,0.0
3,8,1987,0,34,3,1,0.0
4,8,1987,0,33,66,30,0.0
5,8,1987,0,33,35,62,0.0
6,8,1987,0,33,3,1,0.0
7,8,1987,0,33,13,97,0.0
10,8,1987,0,33,47,95,0.0
11,8,1987,0,34,13,70,0.0
12,8,1987,0,34,51,78,0.0
13,8,1987,0,35,18,8,0.0
14,8,1987,0,35,46,85,0.0
17,8,1987,0,36,13,97,0.0
18,8,1987,0,36,16,71,0.0
19,8,1987,0,36,32,88,0.0
20,8,1987,0,36,52,33,0.0
21,8,1987,0,38,18,90,0.0
24,8,1987,0,40,13,70,0.0
25,8,1987,0,41,50,14,0.0
26,8,1987,0,42,69,86,0.0
27,8,1987,0,43,53,97,0.0
28,8,1987,0,43,96,44,0.0
31,8,1987,0,43,85,48,0.0
1,9,1987,0,43,43,56,0.0
2,9,1987,0,43,85,48,0.0
3,9,1987,0,43,88,22,0.0
4,9,1987,0,43,87,67,0.0
8,9,1987,0,43,46,85,0.0
9,9,1987,0,42,45,21,0.0
10,9,1987,0,40,0,0,0.0
11,9,1987,0,36,86,85,0.0
14,9,1987,0,36,86,3,0.0
15,9,1987,0,36,88,77,0.0
16,9,1987,0,36,94,25,0.0
17,9,1987,0,36,83,56,0.0
18,9,1987,0,36,33,42,0.0
21,9,1987,0,33,45,21,0.0
22,9,1987,0,29,99,45,0.0
23,9,1987,0,30,17,53,0.0
24,9,1987,0,30,8,22,0.0
25,9,1987,0,30,17,81,0.0
28,9,1987,0,30,40,27,0.0
29,9,1987,0,31,52,88,0.0
30,9,1987,0,32,27,95,0.0
1,10,1987,0,34,37,81,0.0
2,10,1987,0,34,81,10,0.0
5,10,1987,0,34,96,44,0.0
6,10,1987,0,35,23,1,0.0
7,10,1987,0,35,77,53,0.0
8,10,1987,0,35,80,0,0.0
9,10,1987,0,36,21,10,0.0
13,10,1987,0,36,83,84,0.0
14,10,1987,0,39,40,0,0.0
15,10,1987,0,41,29,4,0.0
16,10,1987,0,42,91,51,0.0
19,10,1987,0,50,34,25,0.0
20,10,1987,0,50,29,59,0.0
21,10,1987,0,50,32,5,0.0
22,10,1987,0,50,27,40,0.0
23,10,1987,0,50,30,68,0.0
26,10,1987,0,49,91,78,0.0
27,10,1987,0,48,78,90,0.0
28,10,1987,0,48,82,74,0.0
29,10,1987,0,49,9,32,0.0
30,10,1987,0,49,18,63,0.0
3,11,1987,0,53,13,42,0.0
4,11,1987,0,53,59,73,0.0
5,11,1987,0,53,90,41,0.0
6,11,1987,0,54,48,77,0.0
9,11,1987,0,55,28,49,0.0
10,11,1987,0,56,43,1,0.0
11,11,1987,0,57,99,18,0.0
12,11,1987,0,58,57,26,0.0
13,11,1987,0,60,6,58,0.0
16,11,1987,0,61,69,4,0.0
17,11,1987,0,61,52,5,0.0
18,11,1987,0,61,77,81,0.0
19,11,1987,0,61,87,40,0.0
20,11,1987,0,62,96,71,0.0
23,11,1987,0,65,69,59,0.0
24,11,1987,0,66,57,26,0.0
25,11,1987,0,66,55,89,0.0
26,11,1987,0,67,76,16,0.0
27,11,1987,0,69,30,14,0.0
30,11,1987,0,69,36,99,0.0
1,12,1987,0,61,80,55,0.0
2,12,1987,0,61,95,62,0.0
3,12,1987,0,62,48,22,0.0
4,12,1987,0,63,26,85,0.0
7,12,1987,0,63,39,18,0.0
8,12,1987,0,63,69,59,0.0
9,12,1987,0,64,0,27,0.0
10,12,1987,0,63,98,63,0.0
11,12,1987,0,63,66,85,0.0
14,12,1987,0,63,45,48,0.0
15,12,1987,0,63,21,92,0.0
16,12,1987,0,62,92,60,0.0
17,12,1987,0,62,27,40,0.0
18,12,1987,0,61,11,51,0.0
21,12,1987,0,59,66,85,0.0
22,12,1987,0,58,57,81,0.0
23,12,1987,0,57,10,41,0.0
24,12,1987,0,57,10,41,0.0
28,12,1987,0,57,72,33,0.0
29,12,1987,0,58,5,48,0.0
30,12,1987,0,59,15,62,0.0
31,12,1987,0,59,15,62,0.0
4,1,1988,0,66,36,71,0.0
5,1,1988,0,67,7,67,0.0
6,1,1988,0,67,64,11,0.0
7,1,1988,0,68,35,89,0.0
8,1,1988,0,68,21,37,0.0
11,1,1988,0,68,78,8,0.0
12,1,1988,0,69,41,10,0.0
13,1,1988,0,70,13,42,0.0
14,1,1988,0,75,67,95,0.0
15,1,1988,0,76,61,64,0.0
18,1,1988,0,76,61,64,0.0
19,1,1988,0,78,24,38,0.0
20,1,1988,0,79,93,15,0.0
21,1,1988,0,80,72,5,0.0
22,1,1988,0,89,46,58,0.0
25,1,1988,0,90,33,97,0.0
26,1,1988,0,90,39,45,0.0
27,1,1988,0,90,88,77,0.0
28,1,1988,0,91,32,33,0.0
29,1,1988,0,91,43,29,0.0
1,2,1988,0,84,29,32,0.0
2,2,1988,0,83,64,11,0.0
3,2,1988,0,83,26,30,0.0
4,2,1988,0,82,89,86,0.0
5,2,1988,0,82,50,14,0.0
8,2,1988,0,83,10,14,0.0
9,2,1988,0,83,17,26,0.0
10,2,1988,0,83,28,22,0.0
11,2,1988,0,93,49,32,0.0
12,2,1988,0,93,36,16,0.0
17,2,1988,0,93,36,16,0.0
18,2,1988,0,93,2,47,0.0
19,2,1988,0,92,94,79,0.0
22,2,1988,0,92,63,56,0.0
23,2,1988,0,92,68,77,0.0
24,2,1988,0,93,42,47,0.0
25,2,1988,0,93,57,26,0.0
26,2,1988,0,93,71,78,0.0
29,2,1988,0,93,71,51,0.0
1,3,1988,0,75,81,10,0.0
2,3,1988,0,74,80,55,0.0
3,3,1988,0,73,72,33,0.0
4,3,1988,0,73,69,86,0.0
7,3,1988,0,73,69,32,0.0
8,3,1988,0,73,72,5,0.0
9,3,1988,0,73,77,53,0.0
10,3,1988,0,73,82,74,0.0
11,3,1988,0,66,0,0,0.0
14,3,1988,0,66,1,37,0.0
15,3,1988,0,66,10,96,0.0
16,3,1988,0,66,15,34,0.0
17,3,1988,0,66,21,64,0.0
18,3,1988,0,66,41,10,0.0
21,3,1988,0,66,60,0,0.0
22,3,1988,0,66,55,34,0.0
23,3,1988,0,66,52,33,0.0
24,3,1988,0,67,43,29,0.0
25,3,1988,0,68,64,66,0.0
28,3,1988,0,70,20,55,0.0
29,3,1988,0,72,1,37,0.0
30,3,1988,0,72,20,27,0.0
4,4,1988,0,87,3,84,0.0
5,4,1988,0,88,70,96,0.0
6,4,1988,0,90,48,22,0.0
7,4,1988,0,92,17,53,0.0
8,4,1988,0,92,17,53,0.0
11,4,1988,0,95,20,82,0.0
12,4,1988,0,97,3,84,0.0
13,4,1988,0,98,42,47,0.0
14,4,1988,0,99,60,27,0.0
15,4,1988,0,99,44,66,0.0
19,4,1988,0,99,89,59,0.0
20,4,1988,1,1,60,0,0.0
21,4,1988,1,2,34,79,0.0
22,4,1988,1,2,30,41,0.0
25,4,1988,1,6,67,95,0.0
26,4,1988,1,7,31,51,0.0
27,4,1988,1,5,21,37,0.0
28,4,1988,0,97,36,71,0.0
29,4,1988,0,90,26,30,0.0
2,5,1988,0,87,67,12,0.0
3,5,1988,0,87,91,51,0.0
4,5,1988,0,91,92,88,0.0
5,5,1988,0,92,4,11,0.0
6,5,1988,0,92,10,96,0.0
9,5,1988,0,91,82,47,0.0
10,5,1988,0,88,42,47,0.0
11,5,1988,0,89,80,55,0.0
12,5,1988,0,89,0,82,0.0
16,5,1988,0,88,48,22,0.0
17,5,1988,0,87,29,4,0.0
18,5,1988,0,87,40,82,0.0
19,5,1988,0,87,37,26,0.0
20,5,1988,0,87,47,40,0.0
23,5,1988,0,80,66,85,0.0
24,5,1988,0,79,32,5,0.0
25,5,1988,0,76,92,33,0.0
26,5,1988,0,77,0,27,0.0
27,5,1988,0,77,32,33,0.0
31,5,1988,0,77,43,1,0.0
1,6,1988,0,77,30,96,0.0
2,6,1988,0,77,32,60,0.0
3,6,1988,0,77,59,18,0.0
6,6,1988,0,78,0,27,0.0
7,6,1988,0,77,99,18,0.0
8,6,1988,0,78,0,55,0.0
9,6,1988,0,78,7,40,0.0
10,6,1988,0,78,24,11,0.0
13,6,1988,0,79,34,52,0.0
14,6,1988,0,80,97,81,0.0
15,6,1988,0,80,93,42,0.0
16,6,1988,0,81,7,12,0.0
17,6,1988,0,82,86,58,0.0
20,6,1988,0,82,81,10,0.0
21,6,1988,0,82,97,53,0.0
22,6,1988,0,83,54,79,0.0
23,6,1988,0,93,33,42,0.0
24,6,1988,0,97,52,88,0.0
27,6,1988,0,96,73,97,0.0
28,6,1988,0,96,83,84,0.0
29,6,1988,0,96,91,51,0.0
30,6,1988,0,87,6,30,0.0
1,7,1988,0,82,75,62,0.0
4,7,1988,0,83,59,45,0.0
5,7,1988,0,84,20,0,0.0
6,7,1988,0,84,86,3,0.0
7,7,1988,0,85,88,49,0.0
8,7,1988,0,88,25,75,0.0
11,7,1988,0,91,24,93,0.0
12,7,1988,0,90,97,81,0.0
13,7,1988,0,92,29,4,0.0
14,7,1988,0,95,60,55,0.0
15,7,1988,1,1,81,92,0.0
18,7,1988,1,4,76,44,0.0
19,7,1988,1,7,64,11,0.0
20,7,1988,1,24,13,70,0.0
21,7,1988,1,24,13,42,0.0
22,7,1988,1,24,33,70,0.0
25,7,1988,1,26,53,42,0.0
26,7,1988,1,31,47,67,0.0
27,7,1988,1,31,49,59,0.0
28,7,1988,1,31,39,18,0.0
29,7,1988,1,31,39,73,0.0
1,8,1988,1,0,16,16,0.0
2,8,1988,1,0,32,33,0.0
3,8,1988,1,0,28,77,0.0
4,8,1988,1,0,28,77,0.0
5,8,1988,1,0,28,49,0.0
8,8,1988,1,0,27,40,0.0
9,8,1988,1,0,24,11,0.0
10,8,1988,0,93,26,58,0.0
11,8,1988,0,86,19,73,0.0
12,8,1988,0,83,63,29,0.0
15,8,1988,0,83,56,99,0.0
16,8,1988,0,83,28,22,0.0
17,8,1988,0,82,82,19,0.0
18,8,1988,0,83,10,14,0.0
19,8,1988,0,81,54,79,0.0
22,8,1988,0,81,53,97,0.0
23,8,1988,0,81,37,81,0.0
24,8,1988,0,81,20,82,0.0
25,8,1988,0,82,21,37,0.0
26,8,1988,0,82,15,89,0.0
29,8,1988,0,82,72,5,0.0
30,8,1988,0,83,41,37,0.0
31,8,1988,0,95,53,42,0.0
1,9,1988,0,95,53,42,0.0
2,9,1988,0,96,78,36,0.0
5,9,1988,0,99,82,74,0.0
6,9,1988,1,3,46,30,0.0
8,9,1988,1,5,43,84,0.0
9,9,1988,1,10,37,81,0.0
12,9,1988,1,10,63,84,0.0
13,9,1988,1,10,15,62,0.0
14,9,1988,1,10,16,71,0.0
15,9,1988,1,10,66,85,0.0
16,9,1988,1,11,40,27,0.0
19,9,1988,1,12,88,77,0.0
20,9,1988,1,12,73,97,0.0
21,9,1988,1,13,21,10,0.0
22,9,1988,1,13,23,56,0.0
23,9,1988,1,13,59,45,0.0
26,9,1988,1,13,37,26,0.0
27,9,1988,1,15,4,93,0.0
28,9,1988,1,28,33,42,0.0
29,9,1988,1,28,28,22,0.0
30,9,1988,1,28,56,16,0.0
3,10,1988,1,28,33,15,0.0
4,10,1988,1,28,35,89,0.0
5,10,1988,1,28,38,8,0.0
6,10,1988,1,28,43,84,0.0
7,10,1988,1,28,57,53,0.0
11,10,1988,1,30,80,82,0.0
12,10,1988,1,32,96,44,0.0
13,10,1988,1,66,65,75,0.0
14,10,1988,1,40,0,0,0.0
17,10,1988,1,40,59,18,0.0
18,10,1988,1,40,60,0,0.0
19,10,1988,1,41,15,7,0.0
20,10,1988,1,42,35,62,0.0
21,10,1988,1,44,34,25,0.0
24,10,1988,1,45,27,12,0.0
25,10,1988,1,46,35,89,0.0
26,10,1988,1,46,58,63,0.0
27,10,1988,1,34,72,88,0.0
28,10,1988,1,31,3,84,0.0
1,11,1988,1,23,92,60,0.0
2,11,1988,1,23,84,66,0.0
3,11,1988,1,23,56,99,0.0
4,11,1988,1,23,68,22,0.0
7,11,1988,1,23,83,56,0.0
8,11,1988,1,23,66,58,0.0
9,11,1988,1,23,60,82,0.0
10,11,1988,1,23,48,77,0.0
11,11,1988,1,23,36,99,0.0
14,11,1988,1,22,24,66,0.0
16,11,1988,1,19,65,21,0.0
17,11,1988,1,19,64,11,0.0
18,11,1988,1,19,62,74,0.0
21,11,1988,1,19,52,5,0.0
22,11,1988,1,19,37,53,0.0
23,11,1988,1,16,80,27,0.0
24,11,1988,1,13,31,51,0.0
25,11,1988,1,12,70,68,0.0
28,11,1988,1,12,93,15,0.0
29,11,1988,1,12,85,48,0.0
30,11,1988,1,13,60,55,0.0
1,12,1988,1,10,28,77,0.0
2,12,1988,1,10,7,12,0.0
5,12,1988,1,9,96,99,0.0
6,12,1988,1,9,99,45,0.0
7,12,1988,1,10,9,86,0.0
8,12,1988,1,11,69,4,0.0
9,12,1988,1,12,62,19,0.0
12,12,1988,1,13,46,30,0.0
13,12,1988,1,15,7,40,0.0
14,12,1988,1,16,61,10,0.0
15,12,1988,1,18,71,51,0.0
16,12,1988,1,20,15,34,0.0
19,12,1988,1,22,24,93,0.0
20,12,1988,1,25,24,38,0.0
21,12,1988,1,28,5,21,0.0
22,12,1988,1,29,86,3,0.0
23,12,1988,1,30,11,23,0.0
26,12,1988,1,29,99,73,0.0
27,12,1988,1,32,98,8,0.0
28,12,1988,1,33,40,27,0.0
29,12,1988,1,33,69,59,0.0
30,12,1988,1,33,69,59,0.0
2,1,1989,1,23,40,82,0.0
3,1,1989,1,23,82,19,0.0
4,1,1989,1,23,90,14,0.0
5,1,1989,1,23,25,21,0.0
6,1,1989,1,23,46,85,0.0
9,1,1989,1,23,25,75,0.0
10,1,1989,1,23,7,40,0.0
11,1,1989,1,23,49,59,0.0
12,1,1989,1,23,10,14,0.0
13,1,1989,1,30,16,99,0.0
18,1,1989,0,83,33,15,0.0
19,1,1989,0,83,33,15,0.0
20,1,1989,0,83,33,15,0.0
23,1,1989,0,83,33,15,0.0
24,1,1989,0,83,59,45,0.0
25,1,1989,0,83,45,75,0.0
26,1,1989,0,82,93,97,0.0
27,1,1989,0,83,23,56,0.0
30,1,1989,0,84,85,75,0.0
31,1,1989,0,86,58,90,0.0
1,2,1989,0,88,82,74,0.0
2,2,1989,0,89,55,89,0.0
3,2,1989,0,90,79,18,0.0
8,2,1989,0,90,79,18,0.0
9,2,1989,0,90,61,92,0.0
10,2,1989,0,92,60,27,0.0
13,2,1989,0,95,99,73,0.0
14,2,1989,0,98,28,22,0.0
15,2,1989,0,99,60,27,0.0
16,2,1989,0,99,66,85,0.0
17,2,1989,1,0,83,29,0.0
20,2,1989,1,1,82,47,0.0
21,2,1989,1,2,3,56,0.0
22,2,1989,1,2,60,0,0.0
23,2,1989,1,2,34,25,0.0
24,2,1989,1,0,93,15,0.0
27,2,1989,0,99,3,56,0.0
28,2,1989,0,97,1,10,0.0
1,3,1989,0,94,83,1,0.0
2,3,1989,0,91,48,77,0.0
3,3,1989,0,92,78,8,0.0
6,3,1989,0,94,9,86,0.0
7,3,1989,0,93,75,34,0.0
8,3,1989,0,93,96,71,0.0
9,3,1989,0,93,88,22,0.0
10,3,1989,0,93,87,95,0.0
13,3,1989,0,93,75,89,0.0
14,3,1989,0,93,40,27,0.0
15,3,1989,0,93,6,58,0.0
16,3,1989,0,91,17,81,0.0
17,3,1989,0,90,64,11,0.0
20,3,1989,0,88,54,25,0.0
21,3,1989,0,84,55,62,0.0
22,3,1989,0,83,21,64,0.0
27,3,1989,0,82,86,58,0.0
28,3,1989,0,81,16,44,0.0
29,3,1989,0,80,12,88,0.0
30,3,1989,0,78,16,16,0.0
31,3,1989,0,76,56,44,0.0
3,4,1989,0,76,4,66,0.0
4,4,1989,0,74,14,25,0.0
5,4,1989,0,73,36,99,0.0
6,4,1989,0,70,98,36,0.0
7,4,1989,0,68,40,82,0.0
10,4,1989,0,66,58,90,0.0
11,4,1989,0,64,44,93,0.0
12,4,1989,0,62,16,44,0.0
13,4,1989,0,59,20,55,0.0
14,4,1989,0,55,3,56,0.0
18,4,1989,0,51,1,37,0.0
19,4,1989,0,46,41,37,0.0
20,4,1989,0,46,86,30,0.0
21,4,1989,0,46,91,78,0.0
24,4,1989,0,46,76,16,0.0
25,4,1989,0,46,24,38,0.0
26,4,1989,0,46,24,38,0.0
27,4,1989,0,46,26,3,0.0
28,4,1989,0,46,26,3,0.0
2,5,1989,0,46,13,42,0.0
3,5,1989,0,46,17,26,0.0
4,5,1989,0,46,99,73,0.0
5,5,1989,0,48,80,0,0.0
8,5,1989,0,50,28,22,0.0
9,5,1989,0,50,23,56,0.0
10,5,1989,0,50,16,44,0.0
11,5,1989,0,50,62,19,0.0
