data-01,data-02,data-03,valor-01,valor-02,valor-03,valor-04,clazz
14,7,2004,0,5,80,92,0.0
15,7,2004,0,5,81,26,0.0
16,7,2004,0,5,80,92,0.0
19,7,2004,0,5,80,92,0.0
20,7,2004,0,5,80,92,0.0
21,7,2004,0,5,80,58,0.0
22,7,2004,0,5,80,58,0.0
23,7,2004,0,5,80,58,0.0
26,7,2004,0,5,80,58,0.0
27,7,2004,0,5,80,58,0.0
28,7,2004,0,5,80,92,0.0
29,7,2004,0,5,81,60,0.0
30,7,2004,0,5,82,98,0.0
2,8,2004,0,5,82,98,0.0
3,8,2004,0,5,82,98,0.0
4,8,2004,0,5,83,32,0.0
5,8,2004,0,5,83,66,0.0
6,8,2004,0,5,84,35,0.0
9,8,2004,0,5,84,35,0.0
10,8,2004,0,5,84,69,0.0
11,8,2004,0,5,85,3,0.0
12,8,2004,0,5,85,3,0.0
13,8,2004,0,5,85,3,0.0
16,8,2004,0,5,85,3,0.0
17,8,2004,0,5,85,3,0.0
18,8,2004,0,5,84,69,0.0
19,8,2004,0,5,84,35,0.0
20,8,2004,0,5,84,0,0.0
23,8,2004,0,5,83,66,0.0
24,8,2004,0,5,83,32,0.0
25,8,2004,0,5,83,66,0.0
26,8,2004,0,5,84,35,0.0
27,8,2004,0,5,85,3,0.0
30,8,2004,0,5,86,6,0.0
31,8,2004,0,5,86,6,0.0
1,9,2004,0,5,86,40,0.0
2,9,2004,0,5,86,40,0.0
3,9,2004,0,5,86,40,0.0
6,9,2004,0,5,86,40,0.0
8,9,2004,0,5,86,74,0.0
9,9,2004,0,5,86,74,0.0
10,9,2004,0,5,87,9,0.0
13,9,2004,0,5,87,43,0.0
14,9,2004,0,5,88,11,0.0
15,9,2004,0,5,88,11,0.0
16,9,2004,0,5,96,67,0.0
17,9,2004,0,5,97,1,0.0
20,9,2004,0,5,97,35,0.0
21,9,2004,0,5,97,35,0.0
22,9,2004,0,5,97,35,0.0
23,9,2004,0,5,97,35,0.0
24,9,2004,0,5,97,35,0.0
27,9,2004,0,5,97,35,0.0
28,9,2004,0,5,97,35,0.0
29,9,2004,0,5,97,1,0.0
30,9,2004,0,5,97,35,0.0
1,10,2004,0,5,97,1,0.0
4,10,2004,0,5,96,67,0.0
5,10,2004,0,5,95,98,0.0
6,10,2004,0,5,96,67,0.0
7,10,2004,0,5,97,1,0.0
8,10,2004,0,5,97,35,0.0
11,10,2004,0,5,97,35,0.0
13,10,2004,0,5,97,35,0.0
14,10,2004,0,5,97,35,0.0
15,10,2004,0,5,97,35,0.0
18,10,2004,0,5,97,35,0.0
19,10,2004,0,5,97,35,0.0
20,10,2004,0,5,97,35,0.0
21,10,2004,0,6,14,39,0.0
22,10,2004,0,6,14,39,0.0
25,10,2004,0,6,14,39,0.0
26,10,2004,0,6,14,39,0.0
27,10,2004,0,6,14,39,0.0
28,10,2004,0,6,14,39,0.0
29,10,2004,0,6,14,39,0.0
1,11,2004,0,6,14,39,0.0
3,11,2004,0,6,14,5,0.0
4,11,2004,0,6,14,5,0.0
5,11,2004,0,6,14,5,0.0
8,11,2004,0,6,14,39,0.0
9,11,2004,0,6,14,39,0.0
10,11,2004,0,6,14,39,0.0
11,11,2004,0,6,14,39,0.0
12,11,2004,0,6,14,39,0.0
16,11,2004,0,6,14,39,0.0
17,11,2004,0,6,14,39,0.0
18,11,2004,0,6,31,36,0.0
19,11,2004,0,6,31,36,0.0
22,11,2004,0,6,31,2,0.0
23,11,2004,0,6,31,2,0.0
24,11,2004,0,6,31,36,0.0
25,11,2004,0,6,31,2,0.0
26,11,2004,0,6,30,68,0.0
29,11,2004,0,6,30,68,0.0
30,11,2004,0,6,30,35,0.0
1,12,2004,0,6,31,2,0.0
2,12,2004,0,6,31,2,0.0
3,12,2004,0,6,31,2,0.0
6,12,2004,0,6,31,36,0.0
7,12,2004,0,6,31,36,0.0
8,12,2004,0,6,31,36,0.0
9,12,2004,0,6,31,36,0.0
10,12,2004,0,6,31,36,0.0
13,12,2004,0,6,31,36,0.0
14,12,2004,0,6,31,36,0.0
15,12,2004,0,6,31,70,0.0
16,12,2004,0,6,48,26,0.0
17,12,2004,0,6,48,26,0.0
20,12,2004,0,6,48,26,0.0
21,12,2004,0,6,48,26,0.0
22,12,2004,0,6,48,26,0.0
23,12,2004,0,6,48,26,0.0
24,12,2004,0,6,48,26,0.0
27,12,2004,0,6,48,26,0.0
28,12,2004,0,6,48,26,0.0
29,12,2004,0,6,48,26,0.0
30,12,2004,0,6,48,60,0.0
31,12,2004,0,6,48,60,0.0
3,1,2005,0,6,48,26,0.0
4,1,2005,0,6,48,26,0.0
5,1,2005,0,6,48,26,0.0
6,1,2005,0,6,48,26,0.0
7,1,2005,0,6,48,26,0.0
10,1,2005,0,6,48,26,0.0
11,1,2005,0,6,48,26,0.0
12,1,2005,0,6,48,26,0.0
13,1,2005,0,6,48,26,0.0
14,1,2005,0,6,48,26,0.0
17,1,2005,0,6,48,26,0.0
18,1,2005,0,6,48,26,0.0
19,1,2005,0,6,48,60,0.0
20,1,2005,0,6,65,9,0.0
21,1,2005,0,6,65,9,0.0
24,1,2005,0,6,65,9,0.0
25,1,2005,0,6,65,9,0.0
26,1,2005,0,6,65,9,0.0
27,1,2005,0,6,65,9,0.0
28,1,2005,0,6,65,9,0.0
31,1,2005,0,6,65,9,0.0
1,2,2005,0,6,65,9,0.0
2,2,2005,0,6,65,42,0.0
3,2,2005,0,6,65,42,0.0
4,2,2005,0,6,65,42,0.0
9,2,2005,0,6,65,42,0.0
10,2,2005,0,6,65,42,0.0
11,2,2005,0,6,65,76,0.0
14,2,2005,0,6,65,76,0.0
15,2,2005,0,6,65,76,0.0
16,2,2005,0,6,65,76,0.0
17,2,2005,0,6,82,18,0.0
18,2,2005,0,6,82,18,0.0
21,2,2005,0,6,82,18,0.0
22,2,2005,0,6,82,18,0.0
23,2,2005,0,6,82,18,0.0
24,2,2005,0,6,82,18,0.0
25,2,2005,0,6,82,18,0.0
28,2,2005,0,6,81,84,0.0
1,3,2005,0,6,81,84,0.0
2,3,2005,0,6,81,84,0.0
3,3,2005,0,6,81,84,0.0
4,3,2005,0,6,81,84,0.0
7,3,2005,0,6,82,18,0.0
8,3,2005,0,6,82,18,0.0
9,3,2005,0,6,82,18,0.0
10,3,2005,0,6,82,18,0.0
11,3,2005,0,6,82,18,0.0
14,3,2005,0,6,82,18,0.0
15,3,2005,0,6,82,18,0.0
16,3,2005,0,6,82,18,0.0
17,3,2005,0,6,98,53,0.0
18,3,2005,0,6,98,53,0.0
21,3,2005,0,6,98,53,0.0
22,3,2005,0,6,98,53,0.0
23,3,2005,0,6,98,53,0.0
24,3,2005,0,6,98,53,0.0
28,3,2005,0,6,98,86,0.0
29,3,2005,0,6,98,86,0.0
30,3,2005,0,6,98,86,0.0
31,3,2005,0,6,98,86,0.0
1,4,2005,0,6,98,53,0.0
4,4,2005,0,6,98,53,0.0
5,4,2005,0,6,98,53,0.0
6,4,2005,0,6,98,53,0.0
7,4,2005,0,6,98,53,0.0
8,4,2005,0,6,98,53,0.0
11,4,2005,0,6,98,53,0.0
12,4,2005,0,6,98,53,0.0
13,4,2005,0,6,98,53,0.0
14,4,2005,0,6,98,53,0.0
15,4,2005,0,6,98,53,0.0
18,4,2005,0,6,98,53,0.0
19,4,2005,0,6,98,53,0.0
20,4,2005,0,6,98,53,0.0
22,4,2005,0,7,6,85,0.0
25,4,2005,0,7,6,85,0.0
26,4,2005,0,7,6,85,0.0
27,4,2005,0,7,7,18,0.0
28,4,2005,0,7,7,18,0.0
29,4,2005,0,7,7,18,0.0
2,5,2005,0,7,7,18,0.0
3,5,2005,0,7,7,51,0.0
4,5,2005,0,7,7,51,0.0
5,5,2005,0,7,7,51,0.0
6,5,2005,0,7,7,51,0.0
9,5,2005,0,7,7,84,0.0
10,5,2005,0,7,7,84,0.0
11,5,2005,0,7,7,84,0.0
12,5,2005,0,7,7,84,0.0
13,5,2005,0,7,7,84,0.0
16,5,2005,0,7,7,84,0.0
17,5,2005,0,7,7,84,0.0
18,5,2005,0,7,7,51,0.0
19,5,2005,0,7,15,81,0.0
20,5,2005,0,7,15,48,0.0
23,5,2005,0,7,15,48,0.0
24,5,2005,0,7,15,48,0.0
25,5,2005,0,7,15,48,0.0
27,5,2005,0,7,15,48,0.0
30,5,2005,0,7,15,48,0.0
31,5,2005,0,7,15,81,0.0
1,6,2005,0,7,15,81,0.0
2,6,2005,0,7,15,48,0.0
3,6,2005,0,7,15,48,0.0
6,6,2005,0,7,15,48,0.0
7,6,2005,0,7,15,48,0.0
8,6,2005,0,7,15,48,0.0
9,6,2005,0,7,15,48,0.0
10,6,2005,0,7,15,48,0.0
13,6,2005,0,7,15,48,0.0
14,6,2005,0,7,15,48,0.0
15,6,2005,0,7,15,48,0.0
16,6,2005,0,7,15,15,0.0
17,6,2005,0,7,15,15,0.0
20,6,2005,0,7,15,15,0.0
21,6,2005,0,7,15,15,0.0
22,6,2005,0,7,15,15,0.0
23,6,2005,0,7,15,15,0.0
24,6,2005,0,7,15,15,0.0
27,6,2005,0,7,15,15,0.0
28,6,2005,0,7,15,15,0.0
29,6,2005,0,7,15,15,0.0
30,6,2005,0,7,15,15,0.0
1,7,2005,0,7,14,81,0.0
4,7,2005,0,7,14,48,0.0
5,7,2005,0,7,14,48,0.0
6,7,2005,0,7,14,48,0.0
7,7,2005,0,7,14,48,0.0
8,7,2005,0,7,14,48,0.0
11,7,2005,0,7,14,48,0.0
12,7,2005,0,7,14,48,0.0
13,7,2005,0,7,14,48,0.0
14,7,2005,0,7,14,48,0.0
15,7,2005,0,7,14,81,0.0
18,7,2005,0,7,14,48,0.0
19,7,2005,0,7,14,48,0.0
20,7,2005,0,7,14,48,0.0
21,7,2005,0,7,14,48,0.0
22,7,2005,0,7,14,48,0.0
25,7,2005,0,7,14,48,0.0
26,7,2005,0,7,14,48,0.0
27,7,2005,0,7,14,48,0.0
28,7,2005,0,7,14,81,0.0
29,7,2005,0,7,15,15,0.0
1,8,2005,0,7,15,15,0.0
2,8,2005,0,7,15,48,0.0
3,8,2005,0,7,15,48,0.0
4,8,2005,0,7,15,81,0.0
5,8,2005,0,7,15,81,0.0
8,8,2005,0,7,15,81,0.0
9,8,2005,0,7,15,81,0.0
10,8,2005,0,7,15,81,0.0
11,8,2005,0,7,15,81,0.0
12,8,2005,0,7,15,81,0.0
15,8,2005,0,7,15,81,0.0
16,8,2005,0,7,16,14,0.0
17,8,2005,0,7,15,48,0.0
18,8,2005,0,7,15,15,0.0
19,8,2005,0,7,15,15,0.0
22,8,2005,0,7,15,15,0.0
23,8,2005,0,7,15,15,0.0
24,8,2005,0,7,15,15,0.0
25,8,2005,0,7,15,15,0.0
26,8,2005,0,7,15,15,0.0
29,8,2005,0,7,14,81,0.0
30,8,2005,0,7,14,81,0.0
31,8,2005,0,7,14,81,0.0
1,9,2005,0,7,15,15,0.0
2,9,2005,0,7,14,81,0.0
5,9,2005,0,7,14,81,0.0
6,9,2005,0,7,15,15,0.0
8,9,2005,0,7,15,15,0.0
9,9,2005,0,7,15,15,0.0
12,9,2005,0,7,15,15,0.0
13,9,2005,0,7,15,15,0.0
14,9,2005,0,7,15,15,0.0
15,9,2005,0,7,6,85,0.0
16,9,2005,0,7,7,18,0.0
19,9,2005,0,7,7,51,0.0
20,9,2005,0,7,7,51,0.0
21,9,2005,0,7,7,18,0.0
22,9,2005,0,7,7,51,0.0
23,9,2005,0,7,7,18,0.0
26,9,2005,0,7,7,18,0.0
27,9,2005,0,7,7,18,0.0
28,9,2005,0,7,7,84,0.0
29,9,2005,0,7,7,84,0.0
30,9,2005,0,7,8,18,0.0
3,10,2005,0,7,6,51,0.0
4,10,2005,0,7,5,85,0.0
5,10,2005,0,7,5,52,0.0
6,10,2005,0,7,5,52,0.0
7,10,2005,0,7,5,52,0.0
10,10,2005,0,7,5,52,0.0
11,10,2005,0,7,5,52,0.0
13,10,2005,0,7,5,52,0.0
14,10,2005,0,7,5,52,0.0
17,10,2005,0,7,5,52,0.0
18,10,2005,0,7,5,52,0.0
19,10,2005,0,7,5,52,0.0
20,10,2005,0,6,88,86,0.0
21,10,2005,0,6,88,86,0.0
24,10,2005,0,6,88,86,0.0
25,10,2005,0,6,88,86,0.0
26,10,2005,0,6,88,86,0.0
27,10,2005,0,6,88,86,0.0
28,10,2005,0,6,88,86,0.0
31,10,2005,0,6,88,86,0.0
1,11,2005,0,6,88,86,0.0
3,11,2005,0,6,88,86,0.0
4,11,2005,0,6,89,19,0.0
7,11,2005,0,6,89,53,0.0
8,11,2005,0,6,90,20,0.0
9,11,2005,0,6,90,86,0.0
10,11,2005,0,6,91,20,0.0
11,11,2005,0,6,91,53,0.0
14,11,2005,0,6,91,53,0.0
16,11,2005,0,6,91,20,0.0
17,11,2005,0,6,90,86,0.0
18,11,2005,0,6,90,53,0.0
21,11,2005,0,6,89,86,0.0
22,11,2005,0,6,89,86,0.0
23,11,2005,0,6,89,19,0.0
24,11,2005,0,6,72,47,0.0
25,11,2005,0,6,72,80,0.0
28,11,2005,0,6,73,47,0.0
29,11,2005,0,6,73,81,0.0
30,11,2005,0,6,74,81,0.0
1,12,2005,0,6,74,48,0.0
2,12,2005,0,6,73,81,0.0
5,12,2005,0,6,73,47,0.0
6,12,2005,0,6,73,14,0.0
7,12,2005,0,6,73,14,0.0
8,12,2005,0,6,73,14,0.0
9,12,2005,0,6,73,14,0.0
12,12,2005,0,6,73,14,0.0
13,12,2005,0,6,73,14,0.0
14,12,2005,0,6,73,14,0.0
15,12,2005,0,6,57,2,0.0
16,12,2005,0,6,58,3,0.0
19,12,2005,0,6,58,36,0.0
20,12,2005,0,6,58,36,0.0
21,12,2005,0,6,58,36,0.0
22,12,2005,0,6,58,36,0.0
23,12,2005,0,6,58,36,0.0
26,12,2005,0,6,58,36,0.0
27,12,2005,0,6,58,36,0.0
28,12,2005,0,6,58,36,0.0
29,12,2005,0,6,58,70,0.0
30,12,2005,0,6,58,70,0.0
2,1,2006,0,6,56,35,0.0
3,1,2006,0,6,56,35,0.0
4,1,2006,0,6,56,1,0.0
5,1,2006,0,6,55,67,0.0
6,1,2006,0,6,55,34,0.0
9,1,2006,0,6,55,34,0.0
10,1,2006,0,6,55,34,0.0
11,1,2006,0,6,55,34,0.0
12,1,2006,0,6,55,34,0.0
13,1,2006,0,6,55,34,0.0
16,1,2006,0,6,55,34,0.0
17,1,2006,0,6,55,34,0.0
18,1,2006,0,6,55,34,0.0
19,1,2006,0,6,30,1,0.0
20,1,2006,0,6,30,1,0.0
23,1,2006,0,6,30,1,0.0
24,1,2006,0,6,30,1,0.0
25,1,2006,0,6,30,35,0.0
26,1,2006,0,6,30,68,0.0
27,1,2006,0,6,31,2,0.0
30,1,2006,0,6,31,2,0.0
31,1,2006,0,6,31,2,0.0
1,2,2006,0,6,31,2,0.0
2,2,2006,0,6,31,36,0.0
3,2,2006,0,6,32,4,0.0
6,2,2006,0,6,32,38,0.0
7,2,2006,0,6,32,72,0.0
8,2,2006,0,6,33,5,0.0
9,2,2006,0,6,33,5,0.0
10,2,2006,0,6,33,5,0.0
13,2,2006,0,6,33,5,0.0
14,2,2006,0,6,33,5,0.0
15,2,2006,0,6,33,5,0.0
16,2,2006,0,6,33,5,0.0
17,2,2006,0,6,33,5,0.0
20,2,2006,0,6,33,5,0.0
21,2,2006,0,6,33,5,0.0
22,2,2006,0,6,33,5,0.0
23,2,2006,0,6,33,5,0.0
24,2,2006,0,6,33,5,0.0
1,3,2006,0,6,33,5,0.0
2,3,2006,0,6,33,5,0.0
3,3,2006,0,6,33,5,0.0
6,3,2006,0,6,33,5,0.0
7,3,2006,0,6,33,5,0.0
8,3,2006,0,6,33,5,0.0
9,3,2006,0,6,7,58,0.0
10,3,2006,0,6,7,58,0.0
13,3,2006,0,6,7,58,0.0
14,3,2006,0,6,7,58,0.0
15,3,2006,0,6,7,58,0.0
16,3,2006,0,6,7,58,0.0
17,3,2006,0,6,7,58,0.0
20,3,2006,0,6,7,58,0.0
21,3,2006,0,6,7,58,0.0
22,3,2006,0,6,7,58,0.0
23,3,2006,0,6,7,58,0.0
24,3,2006,0,6,7,58,0.0
27,3,2006,0,6,7,58,0.0
28,3,2006,0,6,7,58,0.0
29,3,2006,0,6,7,58,0.0
30,3,2006,0,6,7,58,0.0
31,3,2006,0,6,7,58,0.0
3,4,2006,0,6,4,52,0.0
4,4,2006,0,6,4,52,0.0
5,4,2006,0,6,4,52,0.0
6,4,2006,0,6,4,52,0.0
7,4,2006,0,6,4,52,0.0
10,4,2006,0,6,4,52,0.0
11,4,2006,0,6,4,52,0.0
12,4,2006,0,6,4,52,0.0
13,4,2006,0,6,4,52,0.0
17,4,2006,0,6,4,52,0.0
18,4,2006,0,6,4,52,0.0
19,4,2006,0,6,4,17,0.0
20,4,2006,0,5,78,52,0.0
24,4,2006,0,5,78,17,0.0
25,4,2006,0,5,78,17,0.0
26,4,2006,0,5,78,17,0.0
27,4,2006,0,5,78,52,0.0
28,4,2006,0,5,78,86,0.0
2,5,2006,0,5,78,86,0.0
3,5,2006,0,5,79,20,0.0
4,5,2006,0,5,79,20,0.0
5,5,2006,0,5,81,26,0.0
8,5,2006,0,5,81,26,0.0
9,5,2006,0,5,81,26,0.0
10,5,2006,0,5,79,20,0.0
11,5,2006,0,5,78,86,0.0
12,5,2006,0,5,80,58,0.0
15,5,2006,0,5,80,23,0.0
16,5,2006,0,5,81,26,0.0
17,5,2006,0,5,78,17,0.0
18,5,2006,0,5,78,17,0.0
19,5,2006,0,5,77,49,0.0
22,5,2006,0,5,77,49,0.0
23,5,2006,0,5,77,83,0.0
24,5,2006,0,5,77,49,0.0
25,5,2006,0,5,77,83,0.0
26,5,2006,0,5,77,49,0.0
29,5,2006,0,5,77,83,0.0
30,5,2006,0,5,77,49,0.0
31,5,2006,0,5,77,49,0.0
1,6,2006,0,5,60,63,0.0
2,6,2006,0,5,60,28,0.0
5,6,2006,0,5,60,63,0.0
6,6,2006,0,5,60,63,0.0
7,6,2006,0,5,60,63,0.0
8,6,2006,0,5,60,63,0.0
9,6,2006,0,5,60,63,0.0
12,6,2006,0,5,60,97,0.0
13,6,2006,0,5,61,32,0.0
14,6,2006,0,5,60,97,0.0
16,6,2006,0,5,60,97,0.0
19,6,2006,0,5,60,97,0.0
20,6,2006,0,5,60,97,0.0
21,6,2006,0,5,60,97,0.0
22,6,2006,0,5,60,97,0.0
23,6,2006,0,5,60,63,0.0
26,6,2006,0,5,60,97,0.0
27,6,2006,0,5,60,97,0.0
28,6,2006,0,5,60,97,0.0
29,6,2006,0,5,60,97,0.0
30,6,2006,0,5,60,97,0.0
3,7,2006,0,5,60,63,0.0
4,7,2006,0,5,60,97,0.0
5,7,2006,0,5,60,97,0.0
6,7,2006,0,5,60,97,0.0
7,7,2006,0,5,60,97,0.0
10,7,2006,0,5,60,97,0.0
11,7,2006,0,5,60,97,0.0
12,7,2006,0,5,60,97,0.0
13,7,2006,0,5,60,97,0.0
14,7,2006,0,5,60,97,0.0
17,7,2006,0,5,60,28,0.0
18,7,2006,0,5,61,32,0.0
19,7,2006,0,5,60,63,0.0
20,7,2006,0,5,43,1,0.0
21,7,2006,0,5,42,66,0.0
24,7,2006,0,5,43,1,0.0
25,7,2006,0,5,43,1,0.0
26,7,2006,0,5,43,1,0.0
27,7,2006,0,5,43,1,0.0
28,7,2006,0,5,42,66,0.0
31,7,2006,0,5,43,1,0.0
1,8,2006,0,5,43,1,0.0
2,8,2006,0,5,43,1,0.0
3,8,2006,0,5,43,35,0.0
4,8,2006,0,5,43,1,0.0
7,8,2006,0,5,43,1,0.0
8,8,2006,0,5,43,1,0.0
9,8,2006,0,5,43,1,0.0
10,8,2006,0,5,43,1,0.0
11,8,2006,0,5,43,35,0.0
14,8,2006,0,5,44,5,0.0
15,8,2006,0,5,44,39,0.0
16,8,2006,0,5,44,5,0.0
17,8,2006,0,5,44,5,0.0
18,8,2006,0,5,45,78,0.0
21,8,2006,0,5,44,39,0.0
22,8,2006,0,5,44,5,0.0
23,8,2006,0,5,43,70,0.0
24,8,2006,0,5,44,5,0.0
25,8,2006,0,5,43,70,0.0
28,8,2006,0,5,44,5,0.0
29,8,2006,0,5,44,5,0.0
30,8,2006,0,5,43,35,0.0
31,8,2006,0,5,26,35,0.0
1,9,2006,0,5,26,0,0.0
4,9,2006,0,5,26,0,0.0
5,9,2006,0,5,26,35,0.0
6,9,2006,0,5,26,0,0.0
8,9,2006,0,5,26,0,0.0
11,9,2006,0,5,26,0,0.0
12,9,2006,0,5,26,0,0.0
13,9,2006,0,5,26,0,0.0
14,9,2006,0,5,26,0,0.0
15,9,2006,0,5,26,0,0.0
18,9,2006,0,5,25,66,0.0
19,9,2006,0,5,26,0,0.0
20,9,2006,0,5,26,0,0.0
21,9,2006,0,5,26,35,0.0
22,9,2006,0,5,26,0,0.0
25,9,2006,0,5,26,0,0.0
26,9,2006,0,5,26,0,0.0
27,9,2006,0,5,26,0,0.0
28,9,2006,0,5,26,0,0.0
29,9,2006,0,5,26,0,0.0
2,10,2006,0,5,25,66,0.0
3,10,2006,0,5,25,66,0.0
4,10,2006,0,5,25,66,0.0
5,10,2006,0,5,25,66,0.0
6,10,2006,0,5,26,0,0.0
9,10,2006,0,5,25,66,0.0
10,10,2006,0,5,25,66,0.0
11,10,2006,0,5,25,66,0.0
13,10,2006,0,5,25,66,0.0
16,10,2006,0,5,25,66,0.0
17,10,2006,0,5,25,66,0.0
18,10,2006,0,5,25,66,0.0
19,10,2006,0,5,8,58,0.0
20,10,2006,0,5,7,88,0.0
23,10,2006,0,5,8,23,0.0
24,10,2006,0,5,8,58,0.0
25,10,2006,0,5,8,93,0.0
26,10,2006,0,5,8,93,0.0
27,10,2006,0,5,8,58,0.0
30,10,2006,0,5,8,93,0.0
31,10,2006,0,5,8,93,0.0
1,11,2006,0,5,8,93,0.0
3,11,2006,0,5,8,58,0.0
6,11,2006,0,5,9,28,0.0
7,11,2006,0,5,9,28,0.0
8,11,2006,0,5,9,28,0.0
9,11,2006,0,5,8,93,0.0
10,11,2006,0,5,8,23,0.0
13,11,2006,0,5,8,93,0.0
14,11,2006,0,5,8,58,0.0
16,11,2006,0,5,8,23,0.0
17,11,2006,0,5,8,23,0.0
20,11,2006,0,5,8,93,0.0
21,11,2006,0,5,8,93,0.0
22,11,2006,0,5,8,23,0.0
23,11,2006,0,5,8,58,0.0
24,11,2006,0,5,8,23,0.0
27,11,2006,0,5,8,23,0.0
28,11,2006,0,5,8,93,0.0
29,11,2006,0,5,8,93,0.0
30,11,2006,0,4,91,43,0.0
1,12,2006,0,4,91,43,0.0
4,12,2006,0,4,91,43,0.0
5,12,2006,0,4,91,78,0.0
6,12,2006,0,4,91,43,0.0
7,12,2006,0,4,91,43,0.0
8,12,2006,0,4,91,43,0.0
11,12,2006,0,4,91,78,0.0
12,12,2006,0,4,91,43,0.0
13,12,2006,0,4,91,78,0.0
14,12,2006,0,4,91,78,0.0
15,12,2006,0,4,91,43,0.0
18,12,2006,0,4,91,78,0.0
19,12,2006,0,4,91,78,0.0
20,12,2006,0,4,91,78,0.0
21,12,2006,0,4,91,78,0.0
22,12,2006,0,4,91,78,0.0
26,12,2006,0,4,91,78,0.0
27,12,2006,0,4,91,43,0.0
28,12,2006,0,4,91,78,0.0
29,12,2006,0,4,91,78,0.0
2,1,2007,0,4,91,78,0.0
3,1,2007,0,4,91,43,0.0
4,1,2007,0,4,91,78,0.0
5,1,2007,0,4,91,78,0.0
8,1,2007,0,4,91,78,0.0
9,1,2007,0,4,91,78,0.0
10,1,2007,0,4,91,78,0.0
11,1,2007,0,4,91,78,0.0
12,1,2007,0,4,91,43,0.0
15,1,2007,0,4,91,78,0.0
16,1,2007,0,4,91,78,0.0
17,1,2007,0,4,91,78,0.0
18,1,2007,0,4,91,78,0.0
19,1,2007,0,4,91,78,0.0
22,1,2007,0,4,91,78,0.0
23,1,2007,0,4,91,78,0.0
24,1,2007,0,4,91,43,0.0
25,1,2007,0,4,83,0,0.0
26,1,2007,0,4,82,30,0.0
29,1,2007,0,4,82,65,0.0
30,1,2007,0,4,82,65,0.0
31,1,2007,0,4,82,65,0.0
1,2,2007,0,4,82,65,0.0
2,2,2007,0,4,82,65,0.0
5,2,2007,0,4,82,65,0.0
6,2,2007,0,4,82,65,0.0
7,2,2007,0,4,82,65,0.0
8,2,2007,0,4,82,65,0.0
9,2,2007,0,4,82,65,0.0
12,2,2007,0,4,82,65,0.0
13,2,2007,0,4,82,65,0.0
14,2,2007,0,4,82,65,0.0
15,2,2007,0,4,82,65,0.0
16,2,2007,0,4,83,0,0.0
21,2,2007,0,4,83,0,0.0
22,2,2007,0,4,83,0,0.0
23,2,2007,0,4,83,0,0.0
26,2,2007,0,4,82,65,0.0
27,2,2007,0,4,82,65,0.0
28,2,2007,0,4,82,65,0.0
1,3,2007,0,4,82,65,0.0
2,3,2007,0,4,82,65,0.0
5,3,2007,0,4,82,65,0.0
6,3,2007,0,4,82,65,0.0
7,3,2007,0,4,82,65,0.0
8,3,2007,0,4,74,20,0.0
9,3,2007,0,4,74,20,0.0
12,3,2007,0,4,74,20,0.0
13,3,2007,0,4,73,85,0.0
14,3,2007,0,4,73,85,0.0
15,3,2007,0,4,73,85,0.0
16,3,2007,0,4,73,85,0.0
19,3,2007,0,4,73,85,0.0
20,3,2007,0,4,73,85,0.0
21,3,2007,0,4,73,85,0.0
22,3,2007,0,4,73,85,0.0
23,3,2007,0,4,73,85,0.0
26,3,2007,0,4,73,85,0.0
27,3,2007,0,4,73,85,0.0
28,3,2007,0,4,73,85,0.0
29,3,2007,0,4,73,85,0.0
30,3,2007,0,4,73,85,0.0
2,4,2007,0,4,73,85,0.0
3,4,2007,0,4,73,85,0.0
4,4,2007,0,4,73,85,0.0
5,4,2007,0,4,74,20,0.0
9,4,2007,0,4,73,85,0.0
10,4,2007,0,4,73,85,0.0
11,4,2007,0,4,73,85,0.0
12,4,2007,0,4,73,85,0.0
13,4,2007,0,4,73,85,0.0
16,4,2007,0,4,73,85,0.0
17,4,2007,0,4,73,50,0.0
18,4,2007,0,4,73,50,0.0
19,4,2007,0,4,65,3,0.0
20,4,2007,0,4,65,3,0.0
23,4,2007,0,4,65,3,0.0
24,4,2007,0,4,65,3,0.0
25,4,2007,0,4,65,3,0.0
26,4,2007,0,4,65,3,0.0
27,4,2007,0,4,65,3,0.0
30,4,2007,0,4,65,3,0.0
2,5,2007,0,4,65,3,0.0
3,5,2007,0,4,65,3,0.0
4,5,2007,0,4,65,3,0.0
7,5,2007,0,4,65,3,0.0
8,5,2007,0,4,65,3,0.0
9,5,2007,0,4,65,3,0.0
10,5,2007,0,4,65,3,0.0
11,5,2007,0,4,65,3,0.0
14,5,2007,0,4,65,3,0.0
15,5,2007,0,4,65,3,0.0
16,5,2007,0,4,65,3,0.0
17,5,2007,0,4,65,3,0.0
18,5,2007,0,4,65,3,0.0
21,5,2007,0,4,65,3,0.0
22,5,2007,0,4,65,3,0.0
23,5,2007,0,4,65,3,0.0
24,5,2007,0,4,65,3,0.0
25,5,2007,0,4,65,3,0.0
28,5,2007,0,4,65,3,0.0
29,5,2007,0,4,65,3,0.0
30,5,2007,0,4,65,3,0.0
31,5,2007,0,4,65,3,0.0
1,6,2007,0,4,65,3,0.0
4,6,2007,0,4,65,3,0.0
5,6,2007,0,4,65,3,0.0
6,6,2007,0,4,65,3,0.0
8,6,2007,0,4,47,34,0.0
11,6,2007,0,4,47,34,0.0
12,6,2007,0,4,47,34,0.0
13,6,2007,0,4,47,34,0.0
14,6,2007,0,4,47,34,0.0
15,6,2007,0,4,47,34,0.0
18,6,2007,0,4,47,34,0.0
