dataset,time,number-clusters,davies-bouldin
tab-12.csv,3.5963423252105713,3,0.25726908931091097
tab-14.csv,1.8984637260437012,2,0.01358152837102369
tab-15.csv,1.835613489151001,2,0.29055465474644904
tab-35.csv,1.8383746147155762,2,0.12870393503382455
tab-36.csv,1.664015293121338,3,0.0
tab-37.csv,1.959094524383545,2,0.302370713289249
tab-38.csv,1.9688441753387451,2,0.23511354093539535
tab-42.csv,1.9893944263458252,2,0.24938537941950975
tab-45.csv,1.9161124229431152,2,0.2892015898823735
tab-47.csv,2.328272819519043,2,0.32881142486493803
tab-94.csv,2.198331594467163,3,0.034217266984805615
21100183.csv,2.2694177627563477,2,0.34514011498148617
21100245.csv,2.200533390045166,3,inf
artpublic.csv,2.7496347427368164,2,0.5758034363705875
ccsf_en.csv,6.261782646179199,2,0.3069466242693323
dados.csv,256.3547167778015,460,0.0
covid-line-list.csv,25.674757719039917,2,0.6397285493358151
estimations.csv,2.6333789825439453,2,0.3764381037168639
liz-friedman-covid.csv,2.0678272247314453,2,0.4677901929891122
Crime1.csv,80.46847438812256,2,0.16755033369902017
accidental_deaths.csv,6.052298545837402,2,0.42057263013350543
children_injured.csv,5.145583152770996,2,0.32195586891746597
children_killed.csv,5.483315706253052,2,0.33042362223125377
knifecrime2.csv,40.54951739311218,2,0.7944393317346055
teens_injured.csv,4.51233983039856,2,0.26183028815635423
teens_killed.csv,5.518538951873779,2,0.3258859348439494
39100009-000000.csv,5.200518608093262,2,0.19652461176304734
39100009-000001.csv,5.491565227508545,2,0.2622889610058922
39100009-000002.csv,4.978947401046753,2,0.3278239314643875
39100009-000003.csv,5.2939159870147705,2,0.30801647437860813
39100009-000004.csv,5.768749713897705,2,0.21342836636821183
39100009-000005.csv,5.70732307434082,2,0.288114515414761
39100009-000006.csv,5.606720209121704,2,0.3086536954699101
39100009-000007.csv,2.7298500537872314,2,0.5258215398423354
39100011.csv,1.9217019081115723,3,inf
39100016.csv,3.8975107669830322,2,0.0
39100019.csv,2.004317283630371,3,0.0
39100020.csv,3.07525897026062,2,0.5693180611373944
39100021.csv,3.7474310398101807,2,0.40365788843009165
39100029.csv,1.8160135746002197,2,0.0
39100033.csv,2.0434391498565674,2,0.14159353640259148
39100037.csv,23.028130054473877,2,0.3544434926767262
39100038.csv,1.8691718578338623,2,0.0
tag00120.csv,5.137206554412842,2,0.528796126794303
32100004.csv,8.806330919265747,2,0.959398560376716
32100009.csv,99.04587912559509,2,0.952762285474584
32100010.csv,82.54126524925232,2,0.8348404501485764
32100020.csv,88.07413363456726,2,0.674527230456222
32100024.csv,10.870017290115356,2,0.14240282158050935
32100027.csv,9.312501192092896,2,0.4083404965110335
32100030.csv,8.112263917922974,2,0.5088161083946338
32100084.csv,32.551098585128784,2,0.8166619089581694
32100166.csv,35.16863799095154,163,inf
32100192.csv,10.696971893310547,2,1.0222494240719842
co2-nuts-2.csv,1.916398048400879,16,0.32068438986489234
med_en1.csv,2.0664312839508057,2,0.01847530018676296
med_en2.csv,2.189020872116089,2,0.1969883325483655
t2020_30.csv,2.1444644927978516,2,0.31313934699100043
videos_utf8.csv,37.086246728897095,2,0.3473566933704078
both_sexes.csv,2.2332136631011963,2,0.3549918299890224
divorce.csv,2.1138854026794434,2,0.1724478058979042
men.csv,2.2131574153900146,2,0.3419050767964204
women.csv,2.388233184814453,2,0.3852161693920432
B-9.csv,3.299567461013794,2,0.5302878280276355
C-6.csv,3.175948143005371,2,0.18296141610427755
D-1.csv,3.6794731616973877,2,0.0006459601701702686
E-7.csv,3.407581329345703,2,0.12880929897865848
F-4.csv,3.526740789413452,2,0.0006780598383564618
G-3.csv,3.287926197052002,2,0.15638215182777704
H-1.csv,54.44686818122864,2,0.5040964301673275
H-2.csv,52.233662128448486,2,0.5299647265919565
H-3.csv,51.95382761955261,14,1.3987325933746566
H-4.csv,52.861735105514526,2,0.49671833153696143
J-1.csv,53.882208585739136,25,1.5837268061943508
J-2.csv,56.107635736465454,2,0.5504375014982091
J-3.csv,58.451706409454346,2,0.5329640020263983
J-4.csv,62.223766803741455,2,0.5461107192293047
K-6.csv,67.03268456459045,19,2.0830870159063224
K-7.csv,54.57655143737793,2,0.5252708542490735
K-8.csv,50.50727844238281,2,0.528561556522474
K-9.csv,53.46565818786621,2,0.5173476756121038
Z-1.csv,53.78582239151001,2,0.4492191480335041
Z-2.csv,50.930240869522095,2,1.1246239431554834
37100078.csv,2.324580192565918,2,0.3231768278343206
37100141.csv,2.62391996383667,2,0.26114743943955576
CS_ANG.csv,1.9987523555755615,2,0.1540789086069842
13100166.csv,7.899083375930786,2,0.22786873732032892
13100169.csv,5.674710273742676,2,0.4031319939994246
13100170.csv,26.613368272781372,2,0.3182360329573396
13100172.csv,5.282710552215576,35,inf
13100173.csv,5.535048007965088,3,inf
34100282.csv,119.31438159942627,380,0.0
37100004.csv,63.35619926452637,2,0.9370158781440852
37100005.csv,54.10764122009277,6,0.8475043696762068
37100006.csv,67.3619863986969,2,0.9244477857286648
jan-feb-foils.csv,3.3070566654205322,2,0.6954321315461243
DailyUsage.csv,1.7846064567565918,3,inf
csv-4.csv,1.5101397037506104,3,0.07805932926877159
eduroam.csv,1.5280799865722656,3,0.0
geojson-2.csv,2.0082874298095703,2,0.11971762792160531
json-5.csv,1.9291698932647705,2,0.07128171653754718
